x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity w_z (dv/dx - du/dy) [S];|Vorticity| [S];Divergence 2D (du/dx + dv/dy) [S];Swirling strength 2D (L_ci) [S^2];Correlation value [];Particle size [counts];Peak ratio [];Uncertainty V [pixel];Uncertainty Vx [pixel];Uncertainty Vy [pixel];Uncertainty |V| [pixel]
184;8;0.169848;0.264315;0.314182;0.000922336;-0.00172578;0.00315783;0.014056;0.00488361;0.00488361;0.0149783;0;0;0.785022;0;0;0;0;0
200;8;0.161338;0.327405;0.364998;-0.00151512;-0.00437135;0.00437892;0.0101792;0.00875027;0.00875027;0.00866409;0;0;0.739269;0;0;0;0;0
216;8;0.128095;0.397353;0.417489;-0.0024224;-0.000433993;0.00405975;0.00812658;0.00449374;0.00449374;0.00570418;0;0;1.21123;0;0;0;0;0
232;8;0.0899131;0.450115;0.459007;-0.0021068;-0.0016653;0.00218601;0.00552239;0.0038513;0.0038513;0.00341559;0;0;1.49623;0;0;0;0;0
248;8;0.0635527;0.466523;0.470832;-0.00118786;-0.000898225;6.5347e-05;7.24941e-05;0.000963572;0.000963572;-0.00111537;0;0;1.41183;0;0;0;0;0
264;8;0.0495047;0.461057;0.463708;-0.000921211;-0.0027122;-5.2028e-05;0.00341632;0.00266017;0.00266017;0.00249511;0;0;1.39042;0;0;0;0;0
280;8;0.0328978;0.472346;0.47349;-0.000913772;-0.0013995;0.00153331;0.00240644;0.00293281;0.00293281;0.00149267;0;0;1.15509;0;0;0;0;0
296;8;0.0215463;0.506684;0.507142;-0.000538683;0.00262234;0.00226211;-0.00523022;-0.000360231;0.000360231;-0.00576891;0;0;1.02384;0;0;0;0;0
312;8;0.0153298;0.537138;0.537357;-0.000223043;0.00760736;0.00118893;-0.0048163;-0.00641842;0.00641842;-0.00503934;0;0;0.960156;0;0;0;0;0
328;8;0.0123884;0.545071;0.545212;-0.000355117;0.00603638;0.000349334;-0.00354954;-0.00568705;0.00568705;-0.00390466;0;0;1.06596;0;0;0;0;0
344;8;0.00245904;0.551168;0.551173;-0.00082031;0.00108244;0.00016409;-0.00362123;-0.000918345;0.000918345;-0.00444154;0;0;0.765543;0;0;0;0;0
360;8;-0.0132375;0.551851;0.552009;-0.00109635;0.00250105;0.000129921;0.000371285;-0.00237113;0.00237113;-0.000725068;0;0;1.14599;0;0;0;0;0
376;8;-0.0321779;0.55987;0.560794;-0.00132942;0.00387832;0.001257;0.00172535;-0.00262132;0.00262132;0.000395937;0;0;1.77668;0;0;0;0;0
392;8;-0.0542071;0.589743;0.592229;-0.0012425;0.000882593;0.00184873;0.00102525;0.000966135;0.000966135;-0.00021725;0;0;1.70177;0;0;0;0;0
408;8;-0.0700506;0.612962;0.616952;-0.000677568;0.000328606;0.000888885;-0.00487164;0.00056028;0.00056028;-0.00554921;0;0;1.55724;0;0;0;0;0
424;8;-0.0776598;0.621635;0.626467;-0.000605135;0.00259467;0.000866261;-0.00626335;-0.0017284;0.0017284;-0.00686849;0;0;1.56604;0;0;0;0;0
440;8;-0.089706;0.644338;0.650552;-0.000566441;0.000416772;0.00172461;0.000775464;0.00130784;0.00130784;0.000209023;0;0;1.63746;0;0;0;0;0
456;8;-0.0952639;0.674424;0.681119;-0.000341113;0.00150538;0.00199156;-0.0029869;0.000486174;0.000486174;-0.00332801;0;0;1.55768;0;0;0;0;0
472;8;-0.102127;0.704151;0.711519;-0.000553231;0.00113078;0.00145116;-0.00947294;0.00032038;0.00032038;-0.0100262;0;0;1.53681;0;0;0;0;0
488;8;-0.111532;0.717764;0.726378;-0.000369719;-0.00070913;0.000226162;0.000599355;0.000935293;0.000935293;0.000229636;0;0;1.24525;0;0;0;0;0
504;8;-0.113631;0.712439;0.721444;-7.31649e-05;0.00165966;-0.000803372;0.00868087;-0.00246303;0.00246303;0.0086077;0;0;1.44791;0;0;0;0;0
520;8;-0.116314;0.697299;0.706933;-0.000413153;0.00126208;-0.000591949;0.00933054;-0.00185403;0.00185403;0.00891739;0;0;1.47752;0;0;0;0;0
536;8;-0.126335;0.694677;0.706071;-0.000578686;0.00213767;-0.000135623;0.00540784;-0.0022733;0.0022733;0.00482915;0;0;1.31348;0;0;0;0;0
552;8;-0.133834;0.689325;0.702197;-0.000515376;0.00212584;-0.000698385;0.00315168;-0.00282423;0.00282423;0.00263631;0;0;1.27395;0;0;0;0;0
568;8;-0.142684;0.674686;0.689608;-0.00046182;0.00313402;-0.00064236;-0.000188127;-0.00377638;0.00377638;-0.000649947;1.99444e-06;0;1.28685;0;0;0;0;0
584;8;-0.148154;0.67146;0.687611;-0.000237598;0.000980249;8.4828e-05;0.0117471;-0.000895421;0.000895421;0.0115095;0;0;1.19849;0;0;0;0;0
600;8;-0.152229;0.675091;0.692041;-0.000469231;-0.00385332;2.11469e-05;0.0178081;0.00387447;0.00387447;0.0173389;0;0;1.37751;0;0;0;0;0
616;8;-0.164575;0.676275;0.696012;-0.00102053;-0.00330358;0.00102614;0.00883275;0.00432971;0.00432971;0.00781222;0;0;1.3941;0;0;0;0;0
632;8;-0.183956;0.709143;0.732614;-0.00133562;0.00327449;0.00243165;0.00474941;-0.000842833;0.000842833;0.00341379;0;0;1.58461;0;0;0;0;0
648;8;-0.20603;0.74686;0.774757;-0.0013423;0.0050295;0.00198426;0.00159319;-0.00304524;0.00304524;0.000250885;0;0;1.61288;0;0;0;0;0
664;8;-0.227434;0.772894;0.805662;-0.00151501;-0.00122491;0.00178924;0.00613932;0.00301415;0.00301415;0.00462432;0;0;1.26627;0;0;0;0;0
680;8;-0.254675;0.805308;0.844618;-0.00179262;-0.00520723;0.00190213;0.0111543;0.00710936;0.00710936;0.00936166;0;0;1.25599;0;0;0;0;0
696;8;-0.282232;0.833191;0.879695;-0.00148537;-0.00390274;0.0017737;0.0150164;0.00567644;0.00567644;0.013531;0;0;1.035;0;0;0;0;0
712;8;-0.300229;0.86403;0.914705;-0.000746814;-0.00327433;0.00228915;0.00609343;0.00556348;0.00556348;0.00534662;0;0;1.00611;0;0;0;0;0
728;8;-0.306676;0.902121;0.952823;-0.000161573;-0.00793282;0.00182663;-0.000633553;0.00975945;0.00975945;-0.000795126;1.44346e-05;0;1.15503;0;0;0;0;0
744;8;-0.306846;0.917224;0.967189;0.000105157;-0.00443;9.6269e-05;-0.000760615;0.00452627;0.00452627;-0.000655458;2.39081e-07;0;1.39219;0;0;0;0;0
760;8;-0.304142;0.908035;0.957617;0.000272165;0.0032351;-0.000853574;-0.000928394;-0.00408868;0.00408868;-0.00065623;2.40106e-06;0;1.34284;0;0;0;0;0
776;8;-0.300144;0.892861;0.94196;2.99904e-05;0.00637707;-0.00120789;-0.000232309;-0.00758497;0.00758497;-0.000202319;7.68563e-06;0;1.29282;0;0;0;0;0
792;8;-0.305316;0.871104;0.92306;-0.000738472;0.0053504;-0.00122833;-0.000888944;-0.00657873;0.00657873;-0.00162742;6.5664e-06;0;1.2319;0;0;0;0;0
808;8;-0.321998;0.853689;0.912397;-0.00106543;0.00552015;-0.00121832;-0.00598183;-0.00673847;0.00673847;-0.00704726;6.82602e-07;0;1.35836;0;0;0;0;0
824;8;-0.337186;0.830499;0.896339;-0.000889122;0.00816552;-0.00163866;-0.00728239;-0.00980418;0.00980418;-0.00817151;3.16202e-06;0;1.45756;0;0;0;0;0
840;8;-0.350539;0.801942;0.875208;-0.000785855;0.0044238;-0.00188466;-0.00631168;-0.00630846;0.00630846;-0.00709754;7.03651e-07;0;1.8621;0;0;0;0;0
856;8;-0.362934;0.771746;0.852826;-0.000830694;0.00269183;-0.00172106;-0.000399396;-0.00441289;0.00441289;-0.00123009;4.5863e-06;0;1.57812;0;0;0;0;0
872;8;-0.377095;0.745514;0.83546;-0.000945854;0.00197117;-0.00181246;0.00403835;-0.00378363;0.00378363;0.00309249;0;0;1.31412;0;0;0;0;0
888;8;-0.390145;0.709523;0.809714;-0.000313005;0.00251786;-0.00299582;0.00553549;-0.00551368;0.00551368;0.00522249;0;0;1.23109;0;0;0;0;0
904;8;-0.386623;0.652157;0.758147;0.000553763;-0.00104949;-0.00356983;0.00740086;-0.00252034;0.00252034;0.00795462;0;0;1.2995;0;0;0;0;0
920;8;-0.379058;0.600084;0.709778;-0.000208732;-0.00462773;-0.00291975;0.0113046;0.00170797;0.00170797;0.0110959;0;0;1.55011;0;0;0;0;0
936;8;-0.394724;0.555405;0.681382;-0.00125935;-0.00214687;-0.00321836;0.00295445;-0.00107149;0.00107149;0.0016951;0;0;1.40883;0;0;0;0;0
952;8;-0.414873;0.4961;0.646711;-0.00117269;0.000685189;-0.00381526;-0.00207731;-0.00450045;0.00450045;-0.00325;2.40959e-06;0;1.37278;0;0;0;0;0
968;8;-0.431347;0.438209;0.614888;-0.000950542;-0.00420016;-0.00327885;-2.37264e-05;0.00092131;0.00092131;-0.000974268;0;0;1.41102;0;0;0;0;0
984;8;-0.446887;0.395046;0.596465;-0.00115529;-0.0169093;-0.0019211;0.00840396;0.0149882;0.0149882;0.00724867;0;0;1.12855;0;0;0;0;0
1000;8;-0.468337;0.376516;0.600919;-0.00138002;-0.0127056;-0.000473951;0.00263416;0.0122316;0.0122316;0.00125414;0;0;1.12905;0;0;0;0;0
1016;8;-0.488976;0.37141;0.614038;-0.00113724;-0.00843903;-0.00104421;-0.00194286;0.00739483;0.00739483;-0.0030801;0;0;1.11758;0;0;0;0;0
1032;8;-0.503089;0.34012;0.607273;-0.000485097;-0.00111862;-0.00232807;0.00120021;-0.00120945;0.00120945;0.000715114;0;0;1.06776;0;0;0;0;0
1048;8;-0.506555;0.304359;0.590959;-0.000267374;-0.000444219;-0.00170957;0.0012032;-0.00126535;0.00126535;0.000935824;0;0;1.3274;0;0;0;0;0
1064;8;-0.515832;0.287098;0.590346;-0.00101557;-0.00455661;-0.00077039;0.000348847;0.00378622;0.00378622;-0.000666721;0;0;1.3696;0;0;0;0;0
1080;8;-0.539584;0.275476;0.605837;-0.00186095;-0.00392015;-0.000898282;0.00242743;0.00302186;0.00302186;0.000566479;0;0;1.13626;0;0;0;0;0
1096;8;-0.572334;0.25697;0.627376;-0.00194864;0.00304795;-0.0013447;0.00367072;-0.00439265;0.00439265;0.00172209;0;0;1.06069;0;0;0;0;0
1112;8;-0.601271;0.235802;0.645856;-0.00189735;0.00126717;-0.000949198;0.00750082;-0.00221637;0.00221637;0.00560347;0;0;1.29783;0;0;0;0;0
1128;8;-0.635187;0.227891;0.674831;-0.00239979;-0.00898614;-0.000236804;0.0113107;0.00874933;0.00874933;0.00891095;0;0;1.20875;0;0;0;0;0
1144;8;-0.678114;0.225091;0.714496;-0.00291581;-0.0141138;-0.000296022;0.0101194;0.0138177;0.0138177;0.00720358;0;0;1.08294;0;0;0;0;0
1160;8;-0.726319;0.216741;0.757968;-0.00298668;-0.00309414;-0.000702533;0.00447393;0.0023916;0.0023916;0.00148725;0;0;1.11714;0;0;0;0;0
1176;8;-0.770492;0.203439;0.796898;-0.00237426;0.00586788;-0.000913793;0.00475718;-0.00678167;0.00678167;0.00238292;0;0;1.19681;0;0;0;0;0
1192;8;-0.800771;0.189564;0.822903;-0.00139394;0.00534362;-0.000611391;0.001116;-0.00595501;0.00595501;-0.000277934;1.69209e-06;0;1.25842;0;0;0;0;0
1208;8;-0.817873;0.183125;0.838123;-0.00109438;-0.000930816;-0.000440046;0.000301408;0.00049077;0.00049077;-0.000792974;0;0;1.27805;0;0;0;0;0
1224;8;-0.837726;0.171614;0.855123;-0.00121741;-0.00361603;-0.00124648;-0.000569634;0.00236955;0.00236955;-0.00178704;0;0;1.23605;0;0;0;0;0
1240;8;-0.85601;0.144329;0.868092;-0.00106851;-0.00317645;-0.0017331;0.00473728;0.00144335;0.00144335;0.00366877;0;0;1.49507;0;0;0;0;0
1256;8;-0.872126;0.118522;0.880143;-0.000980744;-0.00144397;-0.00163931;0.0113557;-0.000195338;0.000195338;0.010375;0;0;1.30169;0;0;0;0;0
1272;8;-0.887923;0.0911414;0.892588;-0.0010337;-0.00307102;-0.00181507;0.0129613;0.00125595;0.00125595;0.0119276;0;0;1.14935;0;0;0;0;0
1288;8;-0.904727;0.0608612;0.906772;-0.000965665;-0.003652;-0.00181896;0.00409088;0.00183304;0.00183304;0.00312521;0;0;1.13178;0;0;0;0;0
1304;8;-0.918344;0.0315365;0.918886;-0.000833369;-0.00435153;-0.00215055;-0.000220336;0.00220097;0.00220097;-0.00105371;0;0;1.2302;0;0;0;0;0
1320;8;-0.93009;-0.00907645;0.930134;-0.000408849;-0.00603468;-0.00279865;-0.0025894;0.00323603;0.00323603;-0.00299825;0;0;1.27255;0;0;0;0;0
1336;8;-0.930819;-0.0554538;0.932469;0.000212131;-0.00708257;-0.00280232;-0.00232343;0.00428024;0.00428024;-0.0021113;0;0;1.12674;0;0;0;0;0
1352;8;-0.926024;-0.0977214;0.931166;9.32636e-05;-0.00346646;-0.0026347;0.00712475;0.000831766;0.000831766;0.00721802;0;0;1.20205;0;0;0;0;0
1368;8;-0.926544;-0.139577;0.936998;0.000282592;-0.00471988;-0.00248226;0.0113327;0.00223762;0.00223762;0.0116153;0;0;1.02078;0;0;0;0;0
1384;8;-0.913798;-0.176201;0.93063;0.0013026;-0.00768264;-0.00200437;0.0115041;0.00567828;0.00567828;0.0128067;0;0;0.980182;0;0;0;0;0
1400;8;-0.887269;-0.206693;0.911026;0.00174385;-0.00877881;-0.00221477;0.00392983;0.00656404;0.00656404;0.00567368;0;0;1.15355;0;0;0;0;0
1416;8;-0.861921;-0.249808;0.897392;0.00131829;-0.0111738;-0.00307574;0.000361566;0.00809802;0.00809802;0.00167986;0;0;1.17945;0;0;0;0;0
1432;8;-0.84635;-0.303201;0.899021;0.000676705;-0.0106015;-0.00343032;0.00279141;0.00717122;0.00717122;0.00346811;0;0;1.03935;0;0;0;0;0
1448;8;-0.839556;-0.357726;0.912591;0.000178564;-0.00857163;-0.00336161;0.00278109;0.00521002;0.00521002;0.00295966;0;0;1.01785;0;0;0;0;0
1464;8;-0.838278;-0.411414;0.933794;0.000237086;-0.00650004;-0.00348568;-0.00294431;0.00301437;0.00301437;-0.00270723;0;0;1.06687;0;0;0;0;0
1480;8;-0.831633;-0.470078;0.955295;0.000339188;-0.0103453;-0.00375371;-0.00595644;0.00659157;0.00659157;-0.00561725;0;0;1.10897;0;0;0;0;0
1496;8;-0.828487;-0.532773;0.985006;0.000120913;-0.0100728;-0.00434487;-0.00550122;0.00572796;0.00572796;-0.00538031;0;0;1.1042;0;0;0;0;0
1512;8;-0.826349;-0.607886;1.02586;0.000176239;-0.00740951;-0.00471801;-0.000806905;0.00269151;0.00269151;-0.000630666;0;0;1.1216;0;0;0;0;0
1528;8;-0.81922;-0.67966;1.06445;0.000990561;-0.00707386;-0.00419095;-0.00338022;0.00288291;0.00288291;-0.00238966;0;0;1.0831;0;0;0;0;0
1544;8;-0.791342;-0.739323;1.08297;0.00255696;-0.00599055;-0.00313067;-0.00106911;0.00285988;0.00285988;0.00148784;0;0;1.0886;0;0;0;0;0
1560;8;-0.738616;-0.779602;1.07393;0.00389651;-0.00196635;-0.00202703;-0.00414477;-6.06803e-05;6.06803e-05;-0.000248255;0;0;1.19018;0;0;0;0;0
1576;8;-0.672447;-0.806333;1.04993;0.00393317;-0.00269394;-0.00137704;-0.00894867;0.0013169;0.0013169;-0.0050155;0;0;1.24847;0;0;0;0;0
1592;8;-0.616194;-0.826553;1.03096;0.00312005;0.000842117;-0.00135286;-0.0106248;-0.00219498;0.00219498;-0.00750471;0;0;1.22608;0;0;0;0;0
1608;8;-0.567136;-0.850535;1.02228;0.00367466;0.0130595;-0.00149175;-0.00517511;-0.0145513;0.0145513;-0.00150045;0;0;0.983101;0;0;0;0;0
1624;8;-0.495176;-0.873469;1.00407;0.00508911;0.0107776;-0.00142602;-0.00308873;-0.0122036;0.0122036;0.00200038;0;0;1.14172;0;0;0;0;0
1640;8;-0.409837;-0.895246;0.984597;0.0051942;-0.00629656;-0.00110505;-0.00664661;0.00519151;0.00519151;-0.00145241;0;0;1.24068;0;0;0;0;0
1656;8;-0.334912;-0.910446;0.970092;0.00401287;-0.0151758;-0.00116038;-0.00885347;0.0140154;0.0140154;-0.0048406;0;0;1.25656;0;0;0;0;0
1672;8;-0.28231;-0.934182;0.975907;0.00265862;-0.00865052;-0.00172245;-0.0104747;0.00692807;0.00692807;-0.00781604;0;0;1.08421;0;0;0;0;0
1688;8;-0.245428;-0.962164;0.992973;0.00227331;0.00235173;-0.00152559;-0.0121721;-0.00387732;0.00387732;-0.00989883;0;0;1.241;0;0;0;0;0
1704;8;-0.204425;-0.978282;0.999413;0.00317269;0.00384951;-0.000228238;-0.0107346;-0.00407775;0.00407775;-0.00756186;0;0;1.36108;0;0;0;0;0
1720;8;-0.148303;-0.970334;0.981602;0.0029722;-0.00363857;0.000825899;-0.0113581;0.00446447;0.00446447;-0.00838588;0;0;1.17148;0;0;0;0;0
1736;8;-0.114462;-0.955721;0.962551;0.00148874;-0.000506685;0.000979605;-0.00973028;0.00148629;0.00148629;-0.00824154;0;0;1.16774;0;0;0;0;0
1752;8;-0.09639;-0.94025;0.945178;0.00111583;-0.00377194;0.000949739;-0.00774437;0.00472168;0.00472168;-0.00662854;0;0;1.29037;0;0;0;0;0
1768;8;-0.074962;-0.92569;0.92872;0.00155455;-0.000278527;0.000824581;-0.00701715;0.00110311;0.00110311;-0.0054626;0;0;1.23687;0;0;0;0;0
1784;8;-0.0465419;-0.912434;0.91362;0.0018955;0.00235272;0.000992442;-0.0108647;-0.00136028;0.00136028;-0.00896916;0;0;1.19103;0;0;0;0;0
1800;8;-0.0141513;-0.891513;0.891625;0.00233193;0.00244767;0.00187274;-0.00851883;-0.000574929;0.000574929;-0.0061869;0;0;1.13905;0;0;0;0;0
1816;8;0.026159;-0.857381;0.85778;0.0023731;0.00453135;0.00154319;-0.00861758;-0.00298815;0.00298815;-0.00624448;0;0;1.12612;0;0;0;0;0
1832;8;0.0589155;-0.844836;0.846888;0.00174771;0.00785684;0.000504359;-0.0105196;-0.00735248;0.00735248;-0.00877192;0;0;1.13402;0;0;0;0;0
1848;8;0.0823577;-0.835314;0.839365;0.00122567;0.00769475;0.000977796;-0.00646544;-0.00671695;0.00671695;-0.00523977;0;0;1.15727;0;0;0;0;0
1864;8;0.0998774;-0.811815;0.817936;0.00112294;0.00424429;0.00172953;0.000522614;-0.00251476;0.00251476;0.00164555;0;0;1.21376;0;0;0;0;0
1880;8;0.118526;-0.780944;0.789887;0.00112237;-0.00185071;0.00222504;-4.02927e-05;0.00407575;0.00407575;0.00108208;3.77996e-06;0;1.23348;0;0;0;0;0
1896;8;0.13266;-0.741945;0.753712;0.000368212;-0.00352054;0.0025343;-0.00382401;0.00605484;0.00605484;-0.0034558;4.52842e-06;0;1.20116;0;0;0;0;0
1912;8;0.129127;-0.703565;0.715317;-0.000678934;-0.00179992;0.0018673;-0.00310144;0.00366722;0.00366722;-0.00378037;1.89386e-06;0;1.22634;0;0;0;0;0
1928;8;0.113983;-0.67937;0.688865;-0.0011164;0.00242893;0.00193317;-0.00303237;-0.000495763;0.000495763;-0.00414877;0;0;1.28681;0;0;0;0;0
1944;8;0.0994654;-0.638863;0.64656;-0.000185428;0.00297752;0.00277546;-0.0016209;-0.000202057;0.000202057;-0.00180633;0;0;1.11941;0;0;0;0;0
1960;8;0.109719;-0.595496;0.605519;0.00120566;0.00129671;0.0023359;-0.001821;0.00103919;0.00103919;-0.000615342;0;0;1.03552;0;0;0;0;0
1976;8;0.130613;-0.565461;0.58035;0.000872277;0.000212364;0.00163951;-0.00919722;0.00142714;0.00142714;-0.00832494;0;0;1.02342;0;0;0;0;0
1992;8;0.131676;-0.540646;0.55645;-0.000930183;0.000775354;0.00154572;-0.00743884;0.000770369;0.000770369;-0.00836902;0;0;1.13106;0;0;0;0;0
2008;8;0.107642;-0.514848;0.52598;-0.0010672;0.00616033;0.00170252;-0.00588924;-0.00445781;0.00445781;-0.00695644;0;0;1.1988;0;0;0;0;0
2024;8;0.104545;-0.487371;0.498457;0.000553134;0.00632693;0.00155694;-0.00577571;-0.00476999;0.00476999;-0.00522258;0;0;1.01375;0;0;0;0;0
2040;8;0.118474;-0.466145;0.480964;0.000542273;0.0015067;0.00107865;-0.00216174;-0.000428053;0.000428053;-0.00161946;0;0;1.01407;0;0;0;0;0
2056;8;0.112129;-0.449951;0.463712;-0.0018307;-0.00115377;0.00130261;0.00235806;0.00245637;0.00245637;0.00052736;0;0;0.938282;0;0;0;0;0
2072;8;0.0641907;-0.422591;0.427439;-0.0031117;0.00775569;0.00201657;0.00652193;-0.00573911;0.00573911;0.00341023;0;0;0.960438;0;0;0;0;0
2088;8;0.0217764;-0.389045;0.389654;-0.00235369;0.0094373;0.0018368;0.00105753;-0.0076005;0.0076005;-0.00129616;0;0;0.910641;0;0;0;0;0
2104;8;-0.00689788;-0.366082;0.366147;-0.0008103;0.00706473;0.0011598;-0.00142172;-0.00590492;0.00590492;-0.00223202;0;0;1.08215;0;0;0;0;0
2120;8;-0.00467137;-0.350538;0.350569;0.000589138;0.000740673;0.000833531;-0.000740226;9.28583e-05;9.28583e-05;-0.000151088;0;0;1.18019;0;0;0;0;0
2136;8;0.0081859;-0.337217;0.337317;0.00100938;0.0213281;0.00101775;0.00375729;-0.0203104;0.0203104;0.00476667;0;0;1.1671;0;0;0;0;0
2152;8;0.0293321;-0.318169;0.319518;0.0019464;0.000577663;0.00113052;0.000420213;0.000552859;0.000552859;0.00236662;0;0;1.04613;0;0;0;0;0
2168;8;0.0713288;-0.302532;0.310827;0.00323617;0.000304495;0.000864346;-0.00311456;0.000559851;0.000559851;0.000121618;0;0;1.22113;0;0;0;0;0
2184;8;0.126762;-0.290115;0.3166;0.00305987;0.0065233;0.00067034;6.26408e-06;-0.00585296;0.00585296;0.00306614;0;0;1.29419;0;0;0;0;0
2200;8;0.166279;-0.278746;0.324574;0.00233265;0.0161658;0.000964675;0.00202283;-0.0152012;0.0152012;0.00435548;0;0;1.48626;0;0;0;0;0
2216;8;0.201438;-0.256587;0.326212;0.00180143;0.0139591;0.0018924;0.000208247;-0.0120667;0.0120667;0.00200967;0;0;1.22061;0;0;0;0;0
2232;8;0.220869;-0.219519;0.311402;0.000493447;0.00739066;0.00254723;-0.0029034;-0.00484343;0.00484343;-0.00240995;0;0;1.17363;0;0;0;0;0
2248;8;0.217605;-0.179638;0.282173;-0.000731159;0.00348301;0.00217692;-0.00168653;-0.00130609;0.00130609;-0.00241769;0;0;1.02277;0;0;0;0;0
2264;8;0.200876;-0.152223;0.252037;-0.00121462;0.00204447;0.00129709;0.00127945;-0.000747378;0.000747378;6.48299e-05;0;0;0.927206;0;0;0;0;0
2280;8;0.181879;-0.136187;0.227215;-0.00104838;0.000254162;0.00089498;0.00322944;0.000640818;0.000640818;0.00218106;0;0;1.19002;0;0;0;0;0
2296;8;0.168264;-0.12095;0.207224;-0.000787424;0.000392633;0.00108289;0.00441734;0.000690259;0.000690259;0.00362991;0;0;1.29239;0;0;0;0;0
2312;8;0.157996;-0.101296;0.18768;-0.000307937;0.0071982;0.00130904;-0.00355465;-0.00588917;0.00588917;-0.00386259;0;0;1.35573;0;0;0;0;0
2328;8;0.160997;-0.0810135;0.180231;0.000769336;0.00173421;0.00110991;-0.00503658;-0.000624301;0.000624301;-0.00426725;0;0;1.31915;0;0;0;0;0
2344;8;0.182872;-0.0680257;0.195114;0.00199601;-0.00576966;0.00034926;-0.00930392;0.00611892;0.00611892;-0.00730791;0;0;1.08994;0;0;0;0;0
2360;8;0.219559;-0.0678911;0.229816;0.00209606;-0.00699464;1.6841e-05;-0.00592539;0.00701148;0.00701148;-0.00382933;0;0;1.09026;0;0;0;0;0
2376;8;0.243258;-0.0633752;0.251378;0.000635341;-0.00376822;0.000636267;-0.0019324;0.00440449;0.00440449;-0.00129706;7.49266e-07;0;1.23862;0;0;0;0;0
2392;8;0.241639;-0.0470432;0.246176;-0.000362259;0.00541081;0.00131745;0.00294003;-0.00409336;0.00409336;0.00257777;0;0;1.25445;0;0;0;0;0
2408;8;0.237528;-0.0234056;0.238679;3.89456e-05;0.00934149;0.00148422;0.00221359;-0.00785727;0.00785727;0.00225254;0;0;1.38113;0;0;0;0;0
2424;8;0.243278;-0.00108455;0.243281;0.000497307;0.0064712;0.00136039;0.000429681;-0.0051108;0.0051108;0.000926988;0;0;1.2548;0;0;0;0;0
2440;8;0.24889;0.0193234;0.249639;-0.000147814;-0.0102583;0.00105098;-0.00406939;0.0113093;0.0113093;-0.0042172;6.93657e-06;0;0.811076;0;0;0;0;0
2456;8;0.237054;0.0335931;0.239422;-0.0011697;-0.00922685;0.000936266;-0.0012178;0.0101631;0.0101631;-0.0023875;8.63821e-06;0;1.17646;0;0;0;0;0
2472;8;0.216112;0.0522276;0.222333;-0.00109094;-0.00302785;0.00153792;0.000208207;0.00456577;0.00456577;-0.000882735;4.23464e-06;0;1.24585;0;0;0;0;0
2488;8;0.205632;0.082386;0.221522;-9.55425e-05;0.000339162;0.00202943;0.00142789;0.00169027;0.00169027;0.00133235;0;0;1.16893;0;0;0;0;0
2504;8;0.206983;0.114386;0.236487;-0.00066561;-0.00324281;0.00184792;0.00227235;0.00509073;0.00509073;0.00160674;3.83453e-06;0;1.06343;0;0;0;0;0
