x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity w_z (dv/dx - du/dy) [S];|Vorticity| [S];Divergence 2D (du/dx + dv/dy) [S];Swirling strength 2D (L_ci) [S^2];Correlation value [];Particle size [counts];Peak ratio [];Uncertainty V [pixel];Uncertainty Vx [pixel];Uncertainty Vy [pixel];Uncertainty |V| [pixel]
1384;248;-2.79631;0.766575;2.89948;-0.0176427;0.00598852;-0.0162948;0.0243926;-0.0222833;0.0222833;0.00674984;0;0.96672;1.36879;100;0.0963702;0.0471062;0.0840727;0.0506311
1400;248;-3.07626;0.452444;3.10935;-0.0153105;-0.00596136;-0.0216012;0.0124473;-0.0156398;0.0156398;-0.00286321;0;0.964111;1.33751;100;0.087656;0.0505388;0.0716199;0.0511016
1416;248;-3.28017;0.109468;3.282;-0.0122163;-0.0144401;-0.0185746;0.00855957;-0.00413447;0.00413447;-0.00365671;0;0.972683;1.40556;100;0.070229;0.0426128;0.0558235;0.0426403
1432;248;-3.46929;-0.152578;3.47265;-0.00971865;-0.0227256;-0.0183563;0.00821305;0.00436931;0.00436931;-0.00150559;0;0.974991;1.36833;4.13809;0.0679114;0.0385988;0.0558756;0.03865
1448;248;-3.59509;-0.507282;3.6307;-0.00807296;-0.0270463;-0.0254935;0.00909151;0.0015528;0.0015528;0.00101854;0;0.971321;1.32248;100;0.0779522;0.0476736;0.0616747;0.0479973
1464;248;-3.72956;-0.957155;3.85043;-0.00699753;-0.0307838;-0.0284691;0.0123745;0.00231474;0.00231474;0.00537695;0;0.970107;1.29901;100;0.0790838;0.0539647;0.0578105;0.0542171
1480;248;-3.81232;-1.4324;4.07254;-0.00504588;-0.0301549;-0.0371961;0.0149275;-0.00704126;0.00704126;0.00988164;0;0.926854;1.27968;100;0.166681;0.146049;0.0803255;0.139625
1496;248;-3.86364;-2.08747;4.39149;0.00263897;-0.0225936;-0.0316809;0.00354618;-0.00908736;0.00908736;0.00618514;0;0.84177;1.43621;100;0.294777;0.259831;0.139218;0.238129
1512;248;-3.69888;-2.40812;4.4137;0.0174737;-0.0294092;-0.0150847;-0.00540186;0.0143245;0.0143245;0.0120719;0;0.886227;1.43228;100;0.231716;0.170415;0.157007;0.16664
1528;248;-3.32871;-2.68017;4.2736;0.0257441;-0.035129;-0.0259674;-0.0177929;0.00916158;0.00916158;0.00795126;0;0.929237;1.28973;2.35203;0.190393;0.0890968;0.168259;0.126408
1544;248;-2.88787;-3.27779;4.36849;0.0313347;-0.0302188;-0.0454842;-0.0277521;-0.0152654;0.0152654;0.00358262;0;0.881899;1.29006;2.5108;0.273356;0.103829;0.252869;0.202008
1560;248;-2.31844;-4.05908;4.67454;0.0425013;-0.0229893;-0.0566556;-0.0361083;-0.0336663;0.0336663;0.00639299;0;0.731485;1.28088;100;0.365088;0.142532;0.336116;0.300563
1576;248;-1.63296;-4.70643;4.98167;0.0264863;-0.0189817;0.0345999;-0.0415714;0.0535816;0.0535816;-0.0150852;0;0.758125;1.53333;100;0.334479;0.166815;0.289912;0.279404
1592;248;-1.4497;-3.23142;3.54171;0.0142523;0.00400883;0.0553935;-0.005046;0.0513847;0.0513847;0.0092063;0;0.814353;1.61741;100;0.26208;0.126575;0.229488;0.229235
1608;248;-1.02335;-3.29968;3.45473;0.0451692;0.00569222;-0.0159308;-0.00516037;-0.021623;0.021623;0.0400089;0;0.920589;1.64714;100;0.204976;0.101699;0.177968;0.177851
1624;248;-0.178017;-3.44062;3.44522;0.0287167;0.00317882;0.000458876;-0.0337755;-0.00271994;0.00271994;-0.00505884;0;0.568107;1.18568;100;0.22865;0.134946;0.184582;0.184543
1640;248;-0.131948;-3.32131;3.32393;0.00684756;0.0108243;-0.00160243;-0.0173607;-0.0124267;0.0124267;-0.0105132;0;0.933179;1.27945;2.39709;0.127991;0.102968;0.076023;0.0761397
1656;248;0.167927;-3.49255;3.49658;0.0199756;0.00758595;-0.00486142;-0.015642;-0.0124474;0.0124474;0.00433359;0;0.95389;1.34058;5.39617;0.0981275;0.0849648;0.0490917;0.0492477
1672;248;0.429462;-3.40745;3.43441;0.0100518;0.010464;0.00937161;-0.0136999;-0.00109243;0.00109243;-0.00364801;0;0.945979;1.55311;100;0.101682;0.0905043;0.0463492;0.0474167
1688;248;0.477949;-3.19636;3.2319;-0.0017663;0.0131477;0.0227768;-0.0136526;0.00962904;0.00962904;-0.0154189;0;0.942396;1.51768;100;0.11911;0.102567;0.0605562;0.0618653
1704;248;0.418276;-2.75113;2.78275;-0.00271047;0.0152507;0.0202644;-0.00878401;0.00501379;0.00501379;-0.0114945;0;0.873668;1.22865;100;0.241916;0.108975;0.21598;0.21421
1720;248;0.417564;-2.61517;2.64829;0.00119441;0.0150202;0.000604282;-0.0102516;-0.014416;0.014416;-0.00905721;0;0.892228;1.28854;100;0.217526;0.0635942;0.208023;0.205687
1736;248;0.466795;-2.64869;2.6895;0.00717608;0.0123856;0.00366555;-0.0118527;-0.00872003;0.00872003;-0.00467661;0;0.929541;1.21321;100;0.172275;0.0631436;0.160286;0.158248
1752;248;0.636776;-2.4928;2.57285;0.0113506;0.00350518;0.00693401;-0.00733252;0.00342883;0.00342883;0.00401811;0;0.913699;1.08996;100;0.176659;0.0801788;0.157416;0.153841
1768;248;0.794161;-2.47599;2.60023;0.00729974;-0.000599007;-0.00389476;-0.00815601;-0.00329575;0.00329575;-0.000856271;0;0.923983;1.15766;100;0.162769;0.0744742;0.144732;0.139718
1784;248;0.85717;-2.56494;2.70437;0.00145509;0.00171746;-0.00202072;-0.0106724;-0.00373817;0.00373817;-0.00921726;0;0.936019;1.23536;100;0.166773;0.0622501;0.154719;0.148095
1800;248;0.828398;-2.47796;2.61277;-0.00897348;0.00466207;0.0159357;-0.0112039;0.0112736;0.0112736;-0.0201774;0;0.924;1.16372;100;0.184813;0.0746566;0.169062;0.162127
1816;248;0.631294;-2.12062;2.21259;-0.00493594;0.00530179;0.0169772;-0.00665426;0.0116754;0.0116754;-0.0115902;0;0.83552;1.05488;100;0.194132;0.144966;0.129121;0.130816
1832;248;0.710062;-1.98109;2.1045;0.00961251;0.0140954;0.00686343;-0.010847;-0.00723193;0.00723193;-0.00123452;0;0.880449;1.04676;100;0.20575;0.187455;0.0848148;0.10306
1848;248;0.858185;-1.84958;2.03898;0.00238813;0.00691604;0.0118553;-0.00669937;0.00493931;0.00493931;-0.00431124;0;0.901406;1.06713;3.52152;0.193876;0.179348;0.0736355;0.101805
1864;248;0.79792;-1.62744;1.81252;-0.00119347;0.00199566;0.00989474;-0.00410708;0.00789908;0.00789908;-0.00530055;0;0.899094;1.11162;100;0.186252;0.16594;0.0845803;0.106261
1880;248;0.875639;-1.5676;1.79559;0.0103316;0.00455299;-0.00126248;-0.00441264;-0.00581547;0.00581547;0.00591893;0;0.893144;1.03612;100;0.137552;0.117905;0.0708446;0.0847274
1896;248;1.07884;-1.62508;1.95059;0.00934632;0.00711511;-0.00183949;-0.0040428;-0.00895459;0.00895459;0.00530351;0;0.90437;1.04402;100;0.111996;0.092959;0.0624646;0.0732563
1912;248;1.1219;-1.58835;1.94461;-0.00355662;0.00585001;0.00569102;-0.00128187;-0.000158986;0.000158986;-0.00483849;0;0.949366;1.17871;100;0.119429;0.0932498;0.0746174;0.0813932
1928;248;0.973505;-1.44026;1.7384;-0.014812;0.000288387;0.013757;0.00267552;0.0134686;0.0134686;-0.0121365;0;0.952278;1.19023;100;0.125746;0.0975629;0.0793324;0.0856129
1944;248;0.715813;-1.18166;1.38156;-0.0106984;-0.000458548;0.0146101;0.00238968;0.0150686;0.0150686;-0.00830873;0;0.949074;1.27997;100;0.108402;0.0850223;0.067248;0.0726063
1960;248;0.674059;-1.01286;1.21665;0.00334999;0.0038194;0.00613966;8.21948e-05;0.00232026;0.00232026;0.00343218;0;0.945085;1.27017;100;0.109776;0.0894183;0.0636805;0.0727866
1976;248;0.780424;-0.974285;1.24832;0.00650643;0.0044469;0.000846078;0.000187625;-0.00360083;0.00360083;0.00669406;0;0.932864;1.17413;100;0.11333;0.108133;0.0339257;0.07297
1992;248;0.847198;-0.960089;1.28044;0.00236025;0.00253082;0.00125176;-0.0025097;-0.00127907;0.00127907;-0.000149449;0;0.964151;1.20093;4.28909;0.079286;0.078638;0.0101159;0.0527048
2008;248;0.851694;-0.92197;1.25515;-0.00151162;0.00289522;0.00377423;-0.0035596;0.000879009;0.000879009;-0.00507122;0;0.973417;1.18711;7.67396;0.0621535;0.0613131;0.0101862;0.042329
2024;248;0.79105;-0.834675;1.14997;-0.00726621;0.00261745;0.00710645;-0.0021229;0.004489;0.004489;-0.00938911;0;0.971661;1.18638;100;0.0589453;0.0564372;0.0170116;0.0407883
2040;248;0.621468;-0.695625;0.9328;-0.0142091;0.00934647;0.0113011;-0.00376319;0.00195462;0.00195462;-0.0179723;0;0.880856;0.955753;100;0.0950864;0.0825332;0.0472196;0.06554
2056;248;0.400499;-0.513767;0.651427;-0.00586067;0.00137769;0.00565922;0.00224869;0.00428153;0.00428153;-0.00361197;0;0.864704;1.21968;100;0.167801;0.135863;0.0984812;0.116492
2072;248;0.455435;-0.524519;0.694652;0.00792942;0.0046553;-0.00247756;-4.76937e-05;-0.00713286;0.00713286;0.00788173;0;0.858726;1.08811;100;0.143142;0.114427;0.0860013;0.100451
2088;248;0.588036;-0.552395;0.8068;0.00487442;0.00620814;-7.86881e-05;0.00155897;-0.00628683;0.00628683;0.00643339;0;0.936076;1.52707;100;0.109341;0.0841588;0.0698048;0.0781132
2104;248;0.599308;-0.528955;0.799352;-0.000190705;0.00685673;0.00128826;0.00159029;-0.00556846;0.00556846;0.00139959;0;0.95859;1.70315;100;0.0893097;0.0685356;0.0572633;0.064036
2120;248;0.615597;-0.534151;0.815032;0.00397406;0.00675668;-0.00360084;0.000936339;-0.0103575;0.0103575;0.0049104;2.20228e-05;0.933599;1.48071;100;0.113895;0.0910983;0.0683606;0.0824876
2136;248;0.71254;-0.625916;0.948411;0.00480119;0.000304242;-0.00420594;0.00125958;-0.00451018;0.00451018;0.00606077;0;0.935411;1.14013;2.599;0.0939795;0.078547;0.0515996;0.0682997
2152;248;0.730869;-0.636715;0.969317;-0.00408153;-0.00154891;0.00303997;0.00129653;0.00458887;0.00458887;-0.002785;0;0.946595;1.15772;2.5545;0.0772438;0.0647139;0.0421749;0.0561989
2168;248;0.599659;-0.541925;0.808254;-0.00808263;-0.000165671;0.00681144;0.00179695;0.00697711;0.00697711;-0.00628568;0;0.930773;1.14793;3.24408;0.0937847;0.0754074;0.055761;0.0675125
2184;248;0.496204;-0.445904;0.66712;-0.00677027;0.00477642;0.00423814;-0.00296974;-0.00053828;0.00053828;-0.00974002;0;0.900755;1.0591;3.99447;0.0939952;0.0687371;0.0641117;0.0670317
2200;248;0.387085;-0.407223;0.561841;-0.0056456;0.0019001;0.00158721;-0.000526826;-0.000312885;0.000312885;-0.00617243;0;0.933394;1.25656;3.90767;0.0700068;0.0486226;0.0503666;0.0497361
2216;248;0.33017;-0.372816;0.498;-0.000892142;0.00206469;0.00461709;-0.000793666;0.00255241;0.00255241;-0.00168581;0;0.933355;1.30826;100;0.0747172;0.0523208;0.0533403;0.0531862
2232;248;0.355337;-0.261969;0.441466;0.00391586;0.00117745;0.00686989;-0.00278924;0.00569244;0.00569244;0.00112662;0;0.894535;1.13735;100;0.0924293;0.0761927;0.0523244;0.0693461
2248;248;0.413513;-0.170353;0.447228;-0.00145166;0.00148404;0.00494936;-0.00358991;0.00346532;0.00346532;-0.00504157;0;0.898393;1.22238;100;0.087848;0.0766074;0.0429951;0.0729668
2264;248;0.301989;-0.106537;0.32023;-0.0087633;0.00149226;0.00298657;0.00142179;0.00149431;0.00149431;-0.00734151;0;0.907657;1.21261;100;0.073305;0.0626582;0.0380469;0.0607098
2280;248;0.1821;-0.0796394;0.198754;-0.00370083;0.000517905;-0.000355611;0.000760694;-0.000873516;0.000873516;-0.00294014;0;0.957475;1.17522;100;0.0605229;0.0564516;0.021823;0.0528634
2296;248;0.186588;-0.109682;0.216438;0.00158607;-0.000849555;-0.00190433;-0.00245846;-0.00105477;0.00105477;-0.000872393;0;0.977319;1.21105;100;0.0465691;0.042635;0.0187333;0.0382157
2312;248;0.200871;-0.127237;0.237778;-0.00134389;-0.00070853;-7.08202e-05;-0.00379771;0.00063771;0.00063771;-0.0051416;0;0.970258;1.23872;100;0.0566221;0.0419865;0.0379894;0.0413791
2328;248;0.147625;-0.121689;0.191315;-0.00315974;-0.000835955;-0.00118596;-0.0019527;-0.000350008;0.000350008;-0.00511244;0;0.961221;1.34177;100;0.0837691;0.0375022;0.0749055;0.0597709
2344;248;0.12842;-0.162096;0.206801;0.00217392;-0.0011933;-0.00136851;-0.00335577;-0.000175208;0.000175208;-0.00118185;0;0.947541;1.34762;100;0.112961;0.0423583;0.104719;0.0913052
2360;248;0.213654;-0.160847;0.267431;0.00676974;-0.00335894;-0.000205676;-0.00590795;0.00315326;0.00315326;0.000861784;0;0.857864;1.01096;100;0.101473;0.0611987;0.0809409;0.0719631
2376;248;0.311707;-0.177746;0.358824;0.00379999;-0.00294692;-0.00181227;-0.0064682;0.00113465;0.00113465;-0.0026682;0;0.884753;1.08302;100;0.081957;0.0707576;0.0413559;0.065274
2392;248;0.314129;-0.207397;0.376418;-0.00389379;-2.14974e-05;-0.000481715;-0.00519392;-0.000460217;0.000460217;-0.00908771;0;0.952799;1.26536;100;0.0552581;0.0490255;0.0254942;0.0434213
2408;248;0.202623;-0.186546;0.275419;-0.00827757;0.000962108;0.00255315;-0.00246364;0.00159104;0.00159104;-0.0107412;0;0.963496;1.19202;100;0.0361698;0.0323619;0.0161543;0.026336
2424;248;0.0885963;-0.138762;0.164633;-0.003717;0.00145862;0.00231433;-0.000116746;0.000855714;0.000855714;-0.00383374;0;0.971842;1.03214;100;0.0269413;0.0245953;0.0109957;0.0164504
2440;248;0.0967388;-0.118862;0.153253;0.00392425;0.00105854;0.000737786;2.34246e-05;-0.000320753;0.000320753;0.00394768;0;0.93962;1.09138;100;0.0334891;0.028404;0.0177407;0.0229906
2456;248;0.180716;-0.110275;0.211704;0.00337482;0.000526716;0.000619441;-0.00152794;9.2725e-05;9.2725e-05;0.00184689;0;0.929164;1.22463;100;0.0445799;0.0319918;0.0310467;0.032067
2472;248;0.186121;-0.100311;0.211432;-0.0010643;0.000590295;0.000217458;-0.00407438;-0.000372837;0.000372837;-0.00513869;0;0.92325;1.18439;100;0.0433284;0.0289675;0.0322217;0.0300945
2488;248;0.155687;-0.109287;0.190216;-0.00297952;0.00183056;-0.00192013;-0.00437664;-0.00375069;0.00375069;-0.00735616;3.02693e-06;0.809867;1.08664;100;0.0514009;0.0348552;0.0377778;0.0365276
2504;248;0.100859;-0.15271;0.18301;-0.00282502;0.00226683;-0.00217986;-0.00796497;-0.0044467;0.0044467;-0.01079;0;0.882021;1.15748;100;0.0395704;0.0312124;0.0243229;0.0270204
2520;248;0.0706844;-0.160799;0.175649;-0.00176509;0.0025812;0.00246666;-0.0110946;-0.000114535;0.000114535;-0.0128596;0;0.94324;1.31046;3.68057;0.0305747;0.0238435;0.0191389;0.020208
2536;248;0.048502;-0.0938721;0.105662;0.000589121;0.00264418;-0.000150087;-0.010599;-0.00279427;0.00279427;-0.0100099;0;0.919101;1.14687;4.10486;0.0440533;0.0282273;0.0338217;0.0336907
2552;248;0.0757301;-0.112184;0.135352;0.00324584;-0.00105164;-0.00380818;-0.00153894;-0.00275654;0.00275654;0.0017069;0;0;0.899859;0;0;0;0;0
8;264;-0.110852;0.191704;0.221446;0.0197826;0.000191584;0.0366976;0.00154431;0.036506;0.036506;0.0213269;0;0;0.519632;0;0;0;0;0
24;264;0.020237;0.492802;0.493217;0.00578196;-0.000103633;0.0117249;0.00676329;0.0118285;0.0118285;0.0125453;9.74331e-07;0.150084;0.511935;1.29542;0.213026;0.154581;0.146577;0.153706
40;264;-0.21954;0.221771;0.312058;-0.000461491;0.0125062;-0.00114049;0.0176226;-0.0136467;0.0136467;0.0171611;0;0.111381;0.584621;1.25175;0.481281;0.256208;0.407417;0.425971
56;264;0.050951;0.414001;0.417125;0.016204;0.00844951;-0.0145866;0.0189705;-0.0230361;0.0230361;0.0351745;0.000121336;0.155589;0.5633;1.48819;0.434362;0.252793;0.353222;0.376225
72;264;0.223467;-0.219725;0.313395;0.0139436;-0.00113831;-0.0267414;-0.0139053;-0.0256031;0.0256031;3.82764e-05;0;0.167387;0.543969;1.53854;0.344382;0.234462;0.252243;0.28573
88;264;0.453125;-0.238541;0.512078;0.00445723;0.00391016;0.0156455;-0.0129131;0.0117354;0.0117354;-0.00845592;0;0.143652;0.591376;1.63169;0.327862;0.24561;0.217184;0.256025
104;264;0.320677;0.13578;0.348238;-0.0180601;0.0126913;0.0185665;0.0131842;0.00587516;0.00587516;-0.00487594;0;0.170682;0.48756;1.46468;0.23994;0.174643;0.164533;0.187349
120;264;-0.0271568;0.254099;0.255546;-0.0166968;0.0268028;-0.00217132;0.0223935;-0.0289741;0.0289741;0.0056967;0;0.201568;0.563746;1.9879;0.196308;0.138223;0.139395;0.154121
136;264;-0.151245;0.156633;0.217736;-0.00202063;0.011493;0.00148752;0.0094345;-0.0100055;0.0100055;0.00741387;0;0.278369;0.577779;2.55092;0.172593;0.112675;0.130739;0.136178
152;264;-0.116455;0.345177;0.364292;0.0056215;0.00171446;0.0158006;-0.0055507;0.0140861;0.0140861;7.08001e-05;0;0.353051;0.748192;2.79891;0.155972;0.0986249;0.120832;0.121847
168;264;-0.00574875;0.578798;0.578827;0.00601458;-0.00176966;0.00903415;-0.00243286;0.0108038;0.0108038;0.00358171;0;0.289083;0.604016;2.25853;0.166164;0.102983;0.130403;0.131643
184;264;0.0574856;0.597706;0.600464;0.00219357;0.00598844;-0.00539862;0.00702206;-0.0113871;0.0113871;0.00921563;2.65007e-05;0.337014;0.652629;100;0.170183;0.09656;0.140137;0.140663
200;264;0.0854816;0.44231;0.450495;0.00402757;0.00550616;-0.0112652;0.00956858;-0.0167714;0.0167714;0.0135961;5.43524e-05;0.279661;0.694073;100;0.194029;0.115564;0.15586;0.157439
216;264;0.192223;0.289808;0.347762;0.00718733;0.00140559;-0.0061419;0.0065757;-0.00754749;0.00754749;0.013763;8.53945e-06;0.23968;0.619122;2.36305;0.182239;0.112594;0.143296;0.140994
232;264;0.298855;0.278542;0.408534;0.00681903;-0.00295985;0.00608739;0.00517545;0.00904724;0.00904724;0.0119945;1.73424e-05;0.323861;0.632268;100;0.167307;0.0989081;0.134941;0.122107
248;264;0.384504;0.466801;0.60477;0.000477701;-0.00831932;0.0145411;-0.0032676;0.0228604;0.0228604;-0.00278989;0.000117465;0.471328;0.737241;3.74789;0.141226;0.0921833;0.10699;0.102519
264;264;0.314482;0.68947;0.757805;-0.00623778;-0.0064897;0.0106038;-0.00347808;0.0170935;0.0170935;-0.00971586;6.69116e-05;0.714005;1.08951;100;0.0891065;0.0644327;0.0615499;0.0622887
280;264;0.225519;0.785349;0.817087;-0.00303476;-0.00200194;0.00263299;-0.0027074;0.00463493;0.00463493;-0.00574216;5.24429e-06;0.818805;1.33014;100;0.0628342;0.0475046;0.0411273;0.0417356
296;264;0.224627;0.790997;0.822273;0.00132333;-0.000956804;-0.000921925;-0.00258312;3.48787e-05;3.48787e-05;-0.00125978;0;0.838873;1.20326;100;0.0530264;0.0378424;0.0371451;0.037238
312;264;0.248337;0.773478;0.812366;0.000884096;-0.0011389;-0.000805547;-0.00269635;0.000333349;0.000333349;-0.00181225;0;0.862477;1.30963;100;0.053738;0.0344027;0.0412823;0.0407173
328;264;0.242943;0.771509;0.808856;-0.00160595;0.000614127;0.00042057;0.00157993;-0.000193556;0.000193556;-2.60174e-05;0;0.93822;1.41956;2.99864;0.0531953;0.0283625;0.0450034;0.0437793
344;264;0.202303;0.784115;0.809792;-0.00261983;0.000916292;0.00116016;0.00170074;0.000243872;0.000243872;-0.000919094;0;0.970598;1.61913;2.71225;0.0448494;0.0232217;0.0383695;0.0376113
360;264;0.164698;0.795345;0.812219;-0.00249578;0.000685304;-0.00168764;0.000716607;-0.00237294;0.00237294;-0.00177917;0;0.947345;1.46136;3.17032;0.0669779;0.0334183;0.0580453;0.0572639
376;264;0.125383;0.741415;0.751942;-0.00190373;0.00135196;-0.00199849;0.00224223;-0.00335046;0.00335046;0.000338495;0;0.833474;1.13608;100;0.0924645;0.0491231;0.0783365;0.0777488
392;264;0.106775;0.753937;0.76146;-0.000502725;0.00401879;0.00362021;0.00613281;-0.000398586;0.000398586;0.00563009;0;0.921564;1.71008;100;0.0601648;0.0348466;0.049046;0.0488341
408;264;0.104441;0.836557;0.843052;-0.000346889;0.00277437;0.00389009;0.00170573;0.00111572;0.00111572;0.00135884;0;0.928235;1.34822;100;0.0585929;0.0327064;0.048615;0.048428
424;264;0.0936794;0.861404;0.866483;-0.000647952;0.00156992;0.000162254;-0.00110927;-0.00140766;0.00140766;-0.00175722;0;0.961286;1.4535;2.6883;0.0492195;0.0300214;0.0390035;0.0389246
440;264;0.0872192;0.854259;0.8587;6.89725e-05;0.000831803;-0.000421057;-0.00237153;-0.00125286;0.00125286;-0.00230256;0;0.971727;1.55674;100;0.0419948;0.0257664;0.033161;0.0331023
456;264;0.0934105;0.864401;0.869433;0.000154157;0.00192606;0.00331203;-0.00229512;0.00138597;0.00138597;-0.00214096;0;0.963234;1.56963;100;0.0379344;0.0242685;0.0291557;0.029112
472;264;0.0890465;0.941372;0.945574;-0.000542303;0.00302483;0.00222963;-0.00108474;-0.000795196;0.000795196;-0.00162705;0;0.957916;1.42033;4.09885;0.0336934;0.0220551;0.0254718;0.0254488
488;264;0.0786991;0.922394;0.925745;-0.000498513;0.00252559;-0.00235186;-0.000452171;-0.00487745;0.00487745;-0.000950684;5.93929e-06;0.965384;1.46701;4.04513;0.0323276;0.0225303;0.0231831;0.023185
504;264;0.0736504;0.890114;0.893156;-0.000400811;0.00232035;-0.000757347;-0.000308265;-0.0030777;0.0030777;-0.000709077;1.75517e-06;0.977696;1.59819;100;0.0268797;0.0190921;0.0189212;0.0189268
520;264;0.0659561;0.905893;0.908291;-0.000154207;0.00213541;0.00248015;-0.000121474;0.000344743;0.000344743;-0.000275681;0;0.972434;1.66434;100;0.0288564;0.0199296;0.0208688;0.0208685
536;264;0.0640583;0.954779;0.956925;-0.00107544;0.00130476;0.00216842;0.000179052;0.000863661;0.000863661;-0.000896384;0;0.941689;1.27544;100;0.0543848;0.0249106;0.0483442;0.0482692
552;264;0.0315704;0.963524;0.964041;-0.00211959;0.00120546;-0.000811865;0.00191841;-0.00201733;0.00201733;-0.000201185;0;0.98389;1.82418;100;0.0479299;0.0196447;0.0437191;0.0437023
568;264;0.00504875;0.934822;0.934836;-0.000919461;0.000667642;-0.00257311;0.000597139;-0.00324075;0.00324075;-0.000322322;1.1429e-06;0.984668;1.85171;100;0.0483871;0.0188149;0.0445793;0.0445803
584;264;0.000841141;0.902119;0.902119;-0.000235448;0.000162413;0.000691225;-0.000367949;0.000528812;0.000528812;-0.000603398;0;0.966303;1.62756;100;0.0482587;0.0156572;0.0456481;0.0456489
600;264;-0.00523949;0.957575;0.957589;-0.000346899;8.81553e-05;0.00415671;9.48111e-05;0.00406855;0.00406855;-0.000252088;0;0.954378;1.61769;100;0.0324819;0.0170225;0.0276642;0.0276656
616;264;-0.0055294;1.01283;1.01285;0.00106718;-0.000497182;0.00192954;0.00253669;0.00242672;0.00242672;0.00360388;4.19466e-07;0.890629;1.23874;100;0.0432352;0.0230298;0.0365911;0.0365945
632;264;0.020689;1.02243;1.02264;0.000402063;-0.000597517;0.00101241;0.00220728;0.00160993;0.00160993;0.00260934;0;0.870481;0.955614;2.40029;0.0535977;0.0237311;0.0480578;0.0480535
648;264;0.00337029;1.05049;1.0505;-0.00134007;-6.88533e-05;0.00110608;0.0043233;0.00117494;0.00117494;0.00298323;0;0.958594;1.46079;2.10221;0.0391561;0.0165366;0.0354928;0.0354936
664;264;-0.0112381;1.06448;1.06454;-0.000183692;0.000631471;0.00289464;0.00445098;0.00226317;0.00226317;0.00426729;0;0.951514;1.33012;2.36094;0.0478125;0.0162347;0.0449719;0.0449704
680;264;-0.00365257;1.13683;1.13683;0.000441482;0.000279953;0.0033059;0.000442863;0.00302595;0.00302595;0.000884344;0;0.942715;1.09047;3.0936;0.0676775;0.0113799;0.0667139;0.0667136
696;264;-0.000225067;1.15735;1.15735;0.000206202;-0.00027898;0.00043714;0.000869612;0.00071612;0.00071612;0.00107581;1.19252e-08;0.960245;1.15447;3.54497;0.0551342;0.00794285;0.054559;0.0545591
712;264;0.00671005;1.15874;1.15876;0.00112003;-0.00012207;-0.000125537;0.00258959;-3.46701e-06;3.46701e-06;0.00370962;0;0.972378;1.27029;2.95377;0.0399862;0.00669739;0.0394213;0.0394207
728;264;0.0320721;1.15584;1.15628;0.0012454;-0.000369291;-0.000493983;0.0047034;-0.000124693;0.000124693;0.0059488;0;0.960311;1.19548;3.65124;0.0425339;0.0108732;0.0411206;0.0411061
744;264;0.0396786;1.14885;1.14953;-0.000299623;0.000182807;0.000638147;0.00446786;0.00045534;0.00045534;0.00416824;0;0.945839;1.1737;100;0.0577341;0.0178429;0.0549077;0.0548792
760;264;0.0244064;1.17305;1.1733;-0.00115542;0.000988056;0.00137762;0.00647005;0.000389566;0.000389566;0.00531464;0;0.978865;1.52727;4.67406;0.043074;0.0166812;0.0397128;0.0397065
776;264;0.00291252;1.17388;1.17388;-0.00223105;0.0020384;-0.00307215;0.00605518;-0.00511055;0.00511055;0.00382412;0;0.981016;1.49345;100;0.0356873;0.0148365;0.032457;0.0324575
792;264;-0.0402164;1.09161;1.09235;-0.00196959;0.00238172;-0.00392249;0.00590082;-0.00630421;0.00630421;0.00393123;0;0.967947;1.75383;100;0.0404992;0.0187816;0.0358808;0.0358646
808;264;-0.0489426;1.08718;1.08828;0.00127436;0.00133527;0.00566155;0.00259539;0.00432627;0.00432627;0.00386975;0;0.943695;1.55652;100;0.0467281;0.0229963;0.0406778;0.0406528
824;264;-0.0122738;1.23256;1.23262;0.00129089;0.000554303;0.0052043;0.00170423;0.00465;0.00465;0.00299511;0;0.92233;1.23345;100;0.0420856;0.0175739;0.0382408;0.0382401
840;264;-0.0182228;1.2145;1.21464;-0.00106817;0.00126928;-0.00551921;0.0030141;-0.00678849;0.00678849;0.00194592;2.83919e-06;0.940917;1.2443;100;0.0360951;0.0166858;0.0320069;0.0320051
856;264;-0.0423088;1.11097;1.11177;-0.00212998;0.00250503;-0.00223496;0.00336316;-0.00473999;0.00473999;0.00123318;0;0.946553;1.07441;100;0.0373114;0.0203133;0.0312971;0.0312862
872;264;-0.0841331;1.1741;1.17712;-0.00255632;0.00283853;0.00845293;0.0015912;0.0056144;0.0056144;-0.000965128;0;0.951898;1.15936;100;0.0374575;0.0237387;0.0289747;0.0289544
888;264;-0.1306;1.33849;1.34485;-0.00491017;0.00177188;0.00822461;0.0033169;0.00645273;0.00645273;-0.00159327;0;0.959115;1.468;100;0.0429749;0.0269348;0.0334867;0.0334353
904;264;-0.233738;1.41175;1.43096;-0.00597679;-0.00104405;0.0029078;0.00401493;0.00395186;0.00395186;-0.00196186;0;0.963959;1.51428;100;0.0523965;0.0273305;0.0447039;0.0443324
920;264;-0.296394;1.43296;1.4633;-0.000344237;-0.00308607;-0.00124479;0.00525413;0.00184128;0.00184128;0.00490989;0;0.963762;1.52162;2.88454;0.0615417;0.0300332;0.0537158;0.0529579
936;264;-0.262945;1.37159;1.39657;0.00184968;-0.00134654;-0.00368041;0.00709954;-0.00233387;0.00233387;0.00894922;0;0.922308;1.28036;3.81954;0.109291;0.0721077;0.0821277;0.08188
