x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity w_z (dv/dx - du/dy) [S];|Vorticity| [S];Divergence 2D (du/dx + dv/dy) [S];Swirling strength 2D (L_ci) [S^2];Correlation value [];Particle size [counts];Peak ratio [];Uncertainty V [pixel];Uncertainty Vx [pixel];Uncertainty Vy [pixel];Uncertainty |V| [pixel]
1992;88;-0.0499363;0.105822;0.117012;0.000399778;-0.000643402;-0.000264108;0.00041612;0.000379294;0.000379294;0.000815898;0;0.888332;1.05425;100;0.0572317;0.0463495;0.0335736;0.0395861
2008;88;-0.0168781;0.0978298;0.0992751;0.000941704;-0.00226135;-0.000316828;0.00074781;0.00194452;0.00194452;0.00168951;0;0.956823;1.03874;100;0.0315001;0.0232378;0.0212665;0.0219684
2024;88;-0.031229;0.0984802;0.103313;-0.00174353;-0.00224556;0.000310173;0.00170133;0.00255573;0.00255573;-4.22001e-05;0;0.975851;1.16479;9.42077;0.0298144;0.0228871;0.0191071;0.0200737
2040;88;-0.0550289;0.106171;0.119584;0.000272105;-0.00104884;0.000382841;0.00240941;0.00143168;0.00143168;0.00268151;0;0.954166;1.21456;100;0.0481705;0.038707;0.0286734;0.0329664
2056;88;-0.0203857;0.112995;0.114819;0.0026402;0.00178472;0.00112876;0.00190815;-0.000655959;0.000655959;0.00454835;0;0.911474;0.985432;5.23595;0.0630516;0.0526931;0.0346257;0.0414685
2072;88;0.0176239;0.140444;0.141545;0.0023451;0.000856827;0.00152702;0.000246455;0.000670195;0.000670195;0.00259155;0;0.967965;1.09916;100;0.0345426;0.0284992;0.0195189;0.0204679
2088;88;0.0430756;0.155943;0.161783;-0.000442694;0.000216136;0.000543078;-0.00300075;0.000326941;0.000326941;-0.00344344;0;0.978895;1.10528;100;0.0245255;0.0176541;0.0170244;0.0171759
2104;88;0.00240326;0.156565;0.156583;-0.00385433;0.000266105;-0.000473966;-0.00529446;-0.000740071;0.000740071;-0.0091488;0;0.983911;1.16744;3.19601;0.0220013;0.013924;0.0170347;0.0170787
2120;88;-0.0571537;0.137691;0.149082;-0.00168591;0.00142011;-0.00275037;-0.00295552;-0.00417048;0.00417048;-0.00464142;3.50285e-06;0.983758;1.30631;100;0.0276817;0.0145538;0.0235471;0.0225343
2136;88;-0.044178;0.085434;0.0961803;0.00206825;-0.00081265;-0.00104612;0.000725389;-0.000233471;0.000233471;0.00279364;0;0.981377;1.17096;5.34148;0.0486409;0.0119638;0.0471467;0.0433199
2152;88;-0.00588036;0.114967;0.115118;0.0021904;-0.00210145;0.00366724;0.00380368;0.00576869;0.00576869;0.00599408;7.05585e-06;0.985496;1.17193;100;0.044685;0.00678297;0.0441672;0.0441201
2168;88;0.0154858;0.175627;0.176308;0.000111212;-0.00202164;0.00137196;0.00461109;0.0033936;0.0033936;0.00472231;0;0.985347;1.20804;100;0.0434331;0.00799107;0.0426917;0.0425432
2184;88;-0.000400543;0.155125;0.155125;-0.00142628;-0.000926763;-0.0016868;0.00324548;-0.000760039;0.000760039;0.0018192;0;0.963251;1.07924;100;0.0581939;0.0217593;0.0539728;0.0540572
2200;88;-0.0216923;0.143276;0.144909;-0.000815362;0.000241091;0.000701418;-0.000124097;0.000460327;0.000460327;-0.000939459;0;0.937275;1.20289;2.71366;0.0518855;0.0395401;0.0335959;0.0352935
2216;88;-0.029459;0.180029;0.182423;-0.00143546;0.00133189;0.003667;-0.00200032;0.00233511;0.00233511;-0.00343578;0;0.943885;1.14987;3.35958;0.0444349;0.0362435;0.0257074;0.0269594
2232;88;-0.0604324;0.240189;0.247674;-0.000299295;0.00149664;0.00170462;-0.00380402;0.000207981;0.000207981;-0.00410331;0;0.926427;1.2716;100;0.0475882;0.033326;0.0339709;0.0342239
2248;88;-0.0347137;0.22636;0.229007;0.00215058;0.00122625;-0.00220918;-0.00370434;-0.00343542;0.00343542;-0.00155376;0;0.92848;1.17577;100;0.0386129;0.0208242;0.0325163;0.0323563
2264;88;-0.00626564;0.18664;0.186745;0.000709405;0.00196011;-0.00165134;-0.00335775;-0.00361145;0.00361145;-0.00264834;0;0.961177;1.25632;100;0.028598;0.0110559;0.0263745;0.0263706
2280;88;-0.00903511;0.1758;0.176032;0.000319054;0.00169247;-0.000932058;-0.00195696;-0.00262453;0.00262453;-0.00163791;2.82424e-07;0.943129;1.16035;100;0.0325271;0.0139743;0.0293722;0.0293641
2296;88;0.00879097;0.152765;0.153018;0.00131927;0.00118087;-0.00144017;-0.000862966;-0.00262103;0.00262103;0.000456303;5.10109e-07;0.948469;1.14041;100;0.0313226;0.0192797;0.024686;0.0247882
2312;88;0.0244808;0.134319;0.136532;3.69449e-05;0.000965148;-0.000875225;0.000876417;-0.00184037;0.00184037;0.000913362;6.68543e-07;0.964982;1.21634;100;0.0331724;0.0185916;0.027473;0.0273614
2328;88;0.00856209;0.131304;0.131583;-0.00181298;0.000908514;0.00124626;0.00121052;0.00033775;0.00033775;-0.000602464;0;0.899433;0.988576;100;0.0445544;0.0267278;0.0356471;0.0360127
2344;88;-0.0179596;0.172152;0.173086;0.000363767;0.000159572;0.00318764;0.000623912;0.00302806;0.00302806;0.000987679;0;0.924167;1.06633;100;0.0556054;0.024787;0.0497751;0.0497168
2360;88;0.0173607;0.216141;0.216837;0.00178093;-0.000336657;0.00102031;-0.000374307;0.00135697;0.00135697;0.00140662;0;0.965594;1.09406;100;0.0425856;0.0128767;0.0405922;0.0404866
2376;88;0.0250263;0.200989;0.202541;-0.000369708;-0.00132367;-0.00197291;-0.00204085;-0.000649244;0.000649244;-0.00241056;0;0.964462;1.30417;100;0.0359266;0.0150498;0.0326224;0.032451
2392;88;0.0105114;0.166101;0.166434;-0.00104689;-0.00220036;-0.00173118;-0.00315602;0.000469178;0.000469178;-0.0042029;0;0.968981;1.4057;100;0.0330803;0.0233752;0.0234074;0.023632
2408;88;-0.00177002;0.150637;0.150647;-5.65946e-05;-0.0014054;-0.000460903;-0.0027666;0.000944495;0.000944495;-0.00282319;0;0.965086;1.46464;100;0.042004;0.0308853;0.0284681;0.0291364
2424;88;0.00399208;0.14571;0.145765;-0.000541061;0.000623673;-0.00101112;-0.00116062;-0.0016348;0.0016348;-0.00170168;5.34647e-07;0.917988;1.25505;100;0.0632385;0.0445506;0.0448815;0.0467322
2440;88;-0.0162621;0.12635;0.127393;-0.000101546;0.000430445;0.000632664;-0.00146348;0.000202219;0.000202219;-0.00156503;0;0.92259;1.11153;4.43017;0.0565272;0.0203795;0.0527257;0.0525194
2456;88;-0.00154114;0.165947;0.165954;0.000248303;-0.000140379;0.00238748;0.000381549;0.00252786;0.00252786;0.000629852;3.30714e-07;0.949869;1.16267;4.31849;0.0441953;0.0115397;0.0426621;0.042668
2472;88;-0.0265388;0.191061;0.192895;-0.00423625;-0.00118368;0.00107502;0.00137288;0.0022587;0.0022587;-0.00286337;0;0.926457;1.18185;100;0.040984;0.0179475;0.0368453;0.0366277
2488;88;-0.125896;0.204998;0.24057;-0.0062562;-0.00391839;0.00121902;0.000877172;0.00513741;0.00513741;-0.00537903;0;0.915441;1.23471;100;0.0451762;0.0372978;0.0254906;0.0296393
2504;88;-0.197744;0.232355;0.305109;-0.0013185;-0.00522974;0.00188138;-0.00116045;0.00711112;0.00711112;-0.00247896;9.83289e-06;0.929959;1.27121;100;0.0476681;0.0428608;0.0208615;0.0323344
2520;88;-0.169994;0.262247;0.312525;0.00306289;-0.00501096;0.00181775;-0.00174627;0.00682871;0.00682871;0.00131662;3.3267e-06;0.832118;0.959388;100;0.0585923;0.0479475;0.0336764;0.0389849
2536;88;-0.126169;0.287828;0.314267;0.000112245;-0.00243938;0.00107568;-0.00134035;0.00351505;0.00351505;-0.0012281;2.09647e-06;0.923549;1.19267;4.14128;0.0504983;0.0400517;0.0307563;0.032787
2552;88;-0.141369;0.299776;0.331438;-0.00279453;0.00045914;0.000320695;0.00013799;-0.000138444;0.000138444;-0.00265654;0;0;1.30156;0;0;0;0;0
8;104;0.000160177;0.118157;0.118157;-0.0115374;0.0097999;-0.0441711;0.00213757;-0.053971;0.053971;-0.0093998;0.000386121;0;0.515695;0;0;0;0;0
24;104;-0.0705967;-0.267242;0.27641;-0.00421615;-0.0212166;-0.0123934;0.00250395;0.00882313;0.00882313;-0.0017122;0;0.0946052;0.482614;1.03539;0.526095;0.335926;0.404883;0.406029
40;104;0.0863285;-0.00996399;0.0869016;-0.00391007;-0.017794;0.0147099;-0.00277111;0.032504;0.032504;-0.00668118;0.000261425;0.110408;0.490945;1.26941;0.365161;0.266441;0.249703;0.355817
56;104;-0.19232;0.0845833;0.210098;-0.0128375;-0.00855783;0.00355339;-0.0106134;0.0121112;0.0121112;-0.0234509;2.91726e-05;0.17294;0.488197;1.53168;0.243271;0.186455;0.156254;0.207018
72;104;-0.222891;0.108456;0.247877;0.00532918;0.0105574;-0.00331535;-0.0153275;-0.0138728;0.0138728;-0.00999828;0;0.275606;0.75458;2.47687;0.197017;0.140952;0.137652;0.155666
88;104;-0.0795555;-0.00213623;0.0795842;0.00666622;0.00215708;-0.00791653;-0.0126779;-0.0100736;0.0100736;-0.00601167;0;0.236169;0.676174;2.07477;0.218939;0.149165;0.160263;0.207012
104;104;-0.0347595;-0.067173;0.0756336;0.00343012;-0.00829491;0.00702029;-7.65026e-05;0.0153152;0.0153152;0.00335362;5.51586e-05;0.161222;0.508362;1.69601;0.26505;0.185936;0.188889;0.255614
120;104;0.0328159;0.199528;0.202208;0.00195328;-0.0127584;0.0164977;0.00189102;0.0292561;0.0292561;0.0038443;0.000210483;0.210418;0.527758;1.76815;0.173209;0.130685;0.113679;0.134214
136;104;0.017498;0.373871;0.37428;-0.00249496;-0.0032144;0.00487889;0.00249262;0.00809329;0.00809329;-2.34437e-06;9.46371e-06;0.453692;0.791015;2.12307;0.126268;0.103924;0.0717173;0.0769903
152;104;-0.0365257;0.358648;0.360503;-0.00442281;0.000129809;-0.00413721;0.00294282;-0.00426702;0.00426702;-0.00147999;0;0.511306;0.820392;3.36355;0.109881;0.0873401;0.0666742;0.0699873
168;104;-0.11046;0.269045;0.290838;-0.00336317;0.00487302;-0.00713397;0.00459768;-0.012007;0.012007;0.00123451;1.89202e-05;0.544659;0.946143;100;0.100948;0.0744545;0.0681693;0.0714356
184;104;-0.14167;0.155264;0.210184;-0.0018314;0.00484667;-0.00518539;0.0060772;-0.0100321;0.0100321;0.0042458;9.49536e-06;0.597738;1.08714;100;0.0955801;0.0625448;0.0722753;0.0710795
200;104;-0.177929;0.116518;0.212686;-0.00285216;0.005314;-0.000799576;0.00666281;-0.00611358;0.00611358;0.00381064;0;0.589307;1.07749;100;0.100907;0.0661422;0.0762067;0.0733689
216;104;-0.224646;0.134027;0.261589;-0.00173516;0.00454406;0.00495018;0.00739906;0.000406116;0.000406116;0.0056639;0;0.609478;1.01081;100;0.0854646;0.0541577;0.0661146;0.0594624
232;104;-0.226648;0.252672;0.33943;0.00151726;-0.000902265;0.00567168;0.00674;0.00657395;0.00657395;0.00825726;0;0.77286;1.24978;100;0.06056;0.0354514;0.049099;0.0438836
248;104;-0.198275;0.294064;0.354663;-0.00057598;-0.00354875;0.00121363;0.00641045;0.00476238;0.00476238;0.00583447;0;0.764009;1.08688;100;0.0579659;0.0377277;0.0440076;0.0423836
264;104;-0.258274;0.307844;0.401838;-0.00667372;-0.00344407;0.00152905;0.00391122;0.00497311;0.00497311;-0.00276251;0;0.809572;1.36214;100;0.0638431;0.0520678;0.0369444;0.0441814
280;104;-0.367064;0.342386;0.50196;-0.00172886;-0.00495479;0.00142842;0.00254314;0.0063832;0.0063832;0.000814279;2.51499e-06;0.811345;1.22954;100;0.08002;0.0694386;0.0397677;0.057979
296;104;-0.295605;0.345676;0.454834;0.00840889;-0.00491742;-0.000614504;0.000561098;0.00430292;0.00430292;0.00896999;0;0.715465;1.08117;100;0.0976185;0.0802281;0.0556132;0.0680927
312;104;-0.164978;0.322466;0.362218;0.00146547;-0.0022995;-0.00254442;-0.00225918;-0.000244925;0.000244925;-0.000793705;0;0.642008;1.04041;100;0.0931645;0.0685468;0.0630948;0.065444
328;104;-0.256098;0.266466;0.369581;-0.00703942;0.0013148;-0.00435764;0.000349313;-0.00567243;0.00567243;-0.0066901;0;0.743852;1.02975;100;0.0662232;0.0497333;0.0437277;0.0470868
344;104;-0.332378;0.197233;0.386492;-0.000365118;0.00213998;-0.00291245;0.000537346;-0.00505243;0.00505243;0.000172228;6.02897e-06;0.799712;1.14857;100;0.0668476;0.0543851;0.0388698;0.0510596
360;104;-0.283239;0.180481;0.335854;0.0014737;0.0027252;4.96507e-05;-0.00120211;-0.00267555;0.00267555;0.000271589;0;0.791613;1.03251;2.65085;0.073116;0.0606894;0.0407768;0.0561298
376;104;-0.312008;0.193775;0.367284;-0.00366686;-0.00156359;0.00174938;0.0009227;0.00331297;0.00331297;-0.00274416;0;0.866956;1.10723;2.92394;0.0687362;0.056394;0.0392986;0.052516
392;104;-0.376083;0.229269;0.440458;-0.00206618;-0.00252218;0.00210127;0.000651876;0.00462345;0.00462345;-0.0014143;3.45284e-06;0.942106;1.35999;5.56588;0.0472785;0.0382753;0.0277536;0.0358044
408;104;-0.371094;0.251657;0.448377;0.00107938;-0.00159775;0.00027442;0.000621806;0.00187217;0.00187217;0.00170119;3.86111e-07;0.955853;1.40131;4.76277;0.040922;0.0300389;0.0277898;0.0294051
424;104;-0.359221;0.240095;0.432071;-0.000333607;-0.0004885;-0.00111286;0.000648985;-0.000624359;0.000624359;0.000315378;0;0.94642;1.30529;100;0.0478463;0.0304114;0.036938;0.032693
440;104;-0.384346;0.227695;0.446729;-0.00190401;-0.00147787;0.000535597;-0.00096334;0.00201346;0.00201346;-0.00286735;5.70327e-07;0.95329;1.40721;100;0.0472727;0.0274088;0.0385157;0.0308269
456;104;-0.418049;0.251242;0.487737;-0.00303404;-0.00221222;0.000318378;-0.00109408;0.00253059;0.00253059;-0.00412812;0;0.954676;1.45292;100;0.0514059;0.0380538;0.0345611;0.0372492
472;104;-0.476151;0.237995;0.532317;-0.00337034;-0.000616769;-0.000110865;0.00205686;0.000505904;0.000505904;-0.00131349;0;0.961985;1.61279;100;0.0586007;0.0500942;0.0304075;0.0468982
488;104;-0.511122;0.261364;0.57407;-0.000183692;0.00113468;0.00346292;0.00441912;0.00232824;0.00232824;0.00423543;0;0.953439;1.51667;100;0.071037;0.0629649;0.0328889;0.0581342
504;104;-0.481823;0.32996;0.583975;0.00289551;0.00544285;0.00301711;0.00131617;-0.00242574;0.00242574;0.00421168;0;0.860771;1.05467;100;0.0912073;0.0817811;0.0403811;0.0715533
520;104;-0.42816;0.322079;0.535776;0.0040506;0.00848576;-0.00639301;-0.000666142;-0.0148788;0.0148788;0.00338446;4.86876e-05;0.860966;1.12409;100;0.0758812;0.0627294;0.0426964;0.0565538
536;104;-0.368393;0.144428;0.395693;0.00137931;0.00218403;-0.0117063;-0.00185421;-0.0138904;0.0138904;-0.0004749;2.29531e-05;0.937088;1.40973;2.8654;0.0614946;0.0461912;0.0405951;0.0456906
552;104;-0.381397;0.0045681;0.381425;-0.000472148;-0.000607123;-0.00332385;-0.000955224;-0.00271673;0.00271673;-0.00142737;0;0.970913;1.7513;3.38282;0.0515098;0.037146;0.0356852;0.0372943
568;104;-0.372551;0.0374908;0.374433;0.000525862;-0.000838379;0.0040335;0.00347433;0.00487188;0.00487188;0.0040002;1.20823e-06;0.960553;1.52784;100;0.0605766;0.0378978;0.0472576;0.0384584
584;104;-0.370771;0.104759;0.385287;-0.00041151;-0.000633697;0.00430141;0.00555751;0.00493511;0.00493511;0.005146;0;0.956804;1.60219;100;0.0703047;0.039301;0.058294;0.0418713
600;104;-0.384352;0.171526;0.420889;-0.000821143;3.07361e-05;0.00506377;-4.95017e-05;0.00503304;0.00503304;-0.000870645;0;0.922941;1.22256;100;0.0886608;0.0638924;0.0614695;0.0641317
616;104;-0.396793;0.250978;0.469505;-0.00137328;0.000290891;0.00226319;-0.0032935;0.0019723;0.0019723;-0.00466679;0;0.806375;1.02209;3.36174;0.112043;0.0976153;0.0549993;0.0883873
632;104;-0.423067;0.235001;0.483954;-0.000748058;-0.00140057;-0.00300185;-0.00216957;-0.00160128;0.00160128;-0.00291763;0;0.830937;1.00322;3.79498;0.0912115;0.0750484;0.0518389;0.0706565
648;104;-0.416824;0.178024;0.45325;0.000471065;-0.000841697;-0.00247541;0.000972341;-0.00163371;0.00163371;0.00144341;0;0.941061;1.28486;3.99188;0.0582794;0.0478123;0.0333238;0.0459738
664;104;-0.400972;0.164248;0.433308;0.00377539;5.85119e-06;-0.000356555;0.00120731;-0.000362406;0.000362406;0.0049827;0;0.950914;1.39697;6.06026;0.055619;0.0494174;0.0255224;0.0468105
680;104;-0.31048;0.160233;0.349389;0.0042002;-0.000350138;-1.75337e-05;0.000443031;0.000332604;0.000332604;0.00464323;0;0.912136;1.13322;100;0.0847345;0.0794658;0.029413;0.0723792
696;104;-0.297188;0.161125;0.338056;-0.00331462;0.00153606;3.16898e-06;-0.000763128;-0.00153289;0.00153289;-0.00407775;0;0.913323;1.14659;100;0.0898925;0.08537;0.0281538;0.0769152
712;104;-0.392986;0.156412;0.422969;-0.00499609;0.000766546;-0.000573575;-0.00018696;-0.00134012;0.00134012;-0.00518305;0;0.937141;1.25484;100;0.0727287;0.0697412;0.0206307;0.0653865
728;104;-0.424614;0.133076;0.444979;0.000753363;-0.00185695;-0.00342691;-0.000325898;-0.00156996;0.00156996;0.000427465;0;0.947832;1.27851;100;0.0639338;0.0600688;0.0218922;0.0577515
744;104;-0.37064;0.0459633;0.373479;0.0059526;-0.00379414;-0.00676907;-0.000908524;-0.00297493;0.00297493;0.00504407;0;0.951597;1.34456;100;0.0551976;0.0519649;0.0186123;0.0516365
760;104;-0.263062;-0.0644989;0.270853;0.00426883;-0.00364793;-0.00568232;-0.000318329;-0.00203439;0.00203439;0.0039505;0;0.939624;1.36939;100;0.0610398;0.0538535;0.0287342;0.0528913
776;104;-0.243465;-0.124523;0.273462;0.00079757;-0.00272236;-0.00216735;0.00144503;0.000555009;0.000555009;0.00224259;0;0.86638;1.09994;100;0.0819379;0.0719129;0.0392729;0.0671791
792;104;-0.226833;-0.139811;0.266459;0.000327031;-0.00210708;-0.000372817;0.00246225;0.00173427;0.00173427;0.00278928;0;0.81809;0.990776;4.89878;0.0904667;0.0852138;0.030378;0.0755672
808;104;-0.233948;-0.140398;0.272843;-0.00115908;-0.000857313;0.000723362;0.00268812;0.00158068;0.00158068;0.00152904;0;0.899902;1.24865;100;0.0730911;0.0698111;0.0216498;0.0615523
824;104;-0.24971;-0.119917;0.277011;0.000912885;0.00211614;0.00126406;0.00108889;-0.000852088;0.000852088;0.00200177;0;0.921349;1.22029;100;0.0606596;0.0562719;0.022651;0.0519188
840;104;-0.203936;-0.104259;0.229041;0.00317494;0.00219797;0.0010239;-0.000399083;-0.00117407;0.00117407;0.00277586;0;0.94476;1.3404;100;0.0493935;0.0431669;0.0240069;0.0401859
856;104;-0.16201;-0.093401;0.187005;0.00167887;0.00395479;-0.000356525;-0.00128759;-0.00431131;0.00431131;0.000391285;0;0.960899;1.36172;100;0.0545721;0.0473737;0.0270897;0.0437329
872;104;-0.141937;-0.124859;0.189039;0.00288958;0.00469391;-0.00443666;-0.00220058;-0.00913057;0.00913057;0.000689;1.43478e-05;0.953988;1.35416;100;0.0679516;0.0582258;0.035031;0.0509679
888;104;-0.076067;-0.216259;0.229247;0.00259269;0.00351725;-0.00409858;-0.00282592;-0.00761583;0.00761583;-0.000233223;7.07542e-06;0.938597;1.22023;100;0.0736351;0.0585153;0.0446999;0.0484718
904;104;-0.0711899;-0.235285;0.245819;-0.00112768;0.000998994;0.00150549;-0.00241518;0.0005065;0.0005065;-0.00354286;0;0.938587;1.24506;100;0.0502311;0.0388834;0.0318;0.0329915
920;104;-0.0938282;-0.18988;0.211798;8.35458e-06;0.0014343;0.00145202;-0.00354333;1.77225e-05;1.77225e-05;-0.00353497;0;0.973693;1.28694;3.01478;0.0367357;0.0295515;0.0218224;0.0238439
936;104;-0.0675125;-0.202885;0.213823;0.00181801;0.00134457;-0.00168931;-0.00272333;-0.00303389;0.00303389;-0.000905315;0;0.986462;1.28029;100;0.022422;0.0166239;0.0150464;0.0152637
952;104;-0.0482521;-0.235846;0.240731;0.000292401;0.00177731;-0.00261305;-0.00257439;-0.00439036;0.00439036;-0.00228199;2.58957e-06;0.988459;1.31138;4.41676;0.0195258;0.0117571;0.0155893;0.0154652
968;104;-0.0556393;-0.278658;0.284158;-0.000361363;0.00142395;-0.00215514;-0.00285111;-0.00357909;0.00357909;-0.00321247;1.51911e-06;0.981731;1.36587;100;0.0218537;0.00851737;0.0201255;0.0198098
984;104;-0.0549831;-0.294361;0.299452;0.000158419;0.00120896;0.000605414;-0.00291408;-0.000603547;0.000603547;-0.00275566;0;0.970192;1.26059;3.95941;0.0272695;0.00681918;0.0264032;0.0259884
1000;104;-0.0519791;-0.257223;0.262423;0.000190278;-3.18289e-05;0.00444124;-0.00129513;0.00447307;0.00447307;-0.00110485;0;0.940998;1.11682;3.74797;0.0642452;0.0132178;0.0628708;0.0617523
1016;104;-0.049387;-0.180607;0.187238;9.07381e-05;0.00107127;0.00160842;0.000759393;0.000537147;0.000537147;0.000850131;0;0.916915;0.995013;3.38831;0.140288;0.020186;0.138828;0.135797
1032;104;-0.0474033;-0.221342;0.226361;0.000431756;0.00170738;-0.00514416;-0.000305812;-0.00685154;0.00685154;0.000125945;8.64706e-06;0.954271;1.03209;2.61598;0.108772;0.0123957;0.108064;0.10615
1048;104;-0.035799;-0.31613;0.31815;0.000635246;0.00271153;-0.00456896;-0.00238152;-0.0072805;0.0072805;-0.00174628;1.01137e-05;0.951258;1.06844;3.00265;0.112188;0.0137658;0.111341;0.110723
1064;104;-0.0261726;-0.353727;0.354694;0.00110857;0.0058867;-0.00134111;-0.00939721;-0.00722782;0.00722782;-0.00828864;0;0.932166;1.25583;100;0.0938271;0.0262092;0.0900921;0.0899029
1080;104;-0.00150871;-0.362448;0.362451;0.00165566;0.00560852;9.05097e-05;-0.00910915;-0.00551801;0.00551801;-0.00745349;0;0.940848;1.30365;100;0.0678492;0.0331233;0.0592145;0.0592908
1096;104;0.0140743;-0.334393;0.334689;-0.00125503;0.00218083;0.00696475;-0.00256272;0.00478392;0.00478392;-0.00381775;0;0.954083;1.41154;4.81926;0.0703448;0.0293487;0.06393;0.0639387
1112;104;-0.0317097;-0.178829;0.181619;-0.00178115;-0.000450452;0.00455456;0.00180834;0.00500501;0.00500501;2.71897e-05;0;0.973407;1.08826;100;0.0487509;0.0163788;0.0459172;0.045368
1128;104;-0.0268154;-0.222012;0.223625;0.00160036;-0.000615309;-0.00636053;0.00220838;-0.00574522;0.00574522;0.00380875;0;0.975084;1.08274;100;0.0407984;0.01206;0.0389753;0.0387347
1144;104;0.0133533;-0.337875;0.338139;0.00325725;-6.69559e-05;-0.00581242;0.00236343;-0.00574546;0.00574546;0.00562069;0;0.969908;1.07957;3.65149;0.0408783;0.0101598;0.0395956;0.0395683
1160;104;0.0673084;-0.38554;0.391371;0.00307705;0.00090763;-0.000898014;0.00127058;-0.00180564;0.00180564;0.00434763;0;0.963616;1.15555;3.23209;0.0525543;0.0216535;0.0478862;0.0473447
1176;104;0.0958881;-0.371073;0.383262;-0.000886172;-5.78662e-05;0.00262662;-0.0014482;0.00268448;0.00268448;-0.00233438;7.30223e-08;0.974241;1.28342;3.74644;0.0579083;0.0339697;0.0468981;0.0463082
1192;104;0.0426693;-0.315172;0.318047;-0.00435857;-0.000402123;0.00343073;-0.000923475;0.00383286;0.00383286;-0.00528204;0;0.97681;1.0812;3.12653;0.0538786;0.0336887;0.0420473;0.0420654
1208;104;-0.0136147;-0.279243;0.279575;-0.000538935;-0.00072222;-0.000113646;0.000598103;0.000608573;0.000608573;5.91676e-05;0;0.964567;0.941992;100;0.0687344;0.046405;0.0507049;0.051262
1224;104;0.0281315;-0.309607;0.310882;0.00395696;-0.000306497;-0.00107255;0.00245825;-0.000766049;0.000766049;0.00641522;0;0.943579;1.04873;100;0.0602887;0.0368077;0.0477485;0.0478681
1240;104;0.0830612;-0.304728;0.315845;0.0010014;0.000493387;-0.000157197;0.00124501;-0.000650585;0.000650585;0.00224641;6.27222e-08;0.972516;1.26961;100;0.0374047;0.0223843;0.0299676;0.0295548
1256;104;0.0563393;-0.313116;0.318144;-0.00251908;-0.000166078;0.000717958;0.0019432;0.000884036;0.000884036;-0.00057588;0;0.979716;1.29659;100;0.0334525;0.0174605;0.0285342;0.0282722
1272;104;0.0197792;-0.277138;0.277843;-0.00166304;-0.000356485;0.00294309;0.00151544;0.00329957;0.00329957;-0.000147601;0;0.980927;1.31788;100;0.0338054;0.0152094;0.0301907;0.0301458
1288;104;0.00553894;-0.226736;0.226804;-0.000663509;-5.0813e-05;0.00323468;-0.000465572;0.0032855;0.0032855;-0.00112908;1.54569e-07;0.980276;1.13575;100;0.0294294;0.0102333;0.0275929;0.0275897
1304;104;-0.00403786;-0.178761;0.178806;-0.000418395;0.000103901;0.00254532;-0.00109775;0.00244142;0.00244142;-0.00151614;0;0.985768;1.08865;100;0.0212958;0.00564792;0.0205331;0.0205291
1320;104;-0.00680351;-0.147158;0.147315;0.000141402;4.28955e-05;0.00160314;-0.000836104;0.00156024;0.00156024;-0.000694702;0;0.986646;1.03441;100;0.0190653;0.00437656;0.0185561;0.0185382
1336;104;0.00137138;-0.129211;0.129219;0.000968337;-4.7187e-05;0.000207702;-0.000204494;0.000254889;0.000254889;0.000763843;0;0.986127;1.0215;100;0.020457;0.00458148;0.0199374;0.019937
1352;104;0.0216637;-0.138145;0.139834;0.00131088;0.000218292;-0.000752956;-0.00017029;-0.000971248;0.000971248;0.00114059;0;0.981219;1.07614;100;0.0248411;0.00774881;0.0236016;0.0233593
1368;104;0.0377789;-0.146542;0.151333;0.000463635;0.000407755;2.51333e-06;-0.00059104;-0.000405242;0.000405242;-0.000127405;0;0.976376;1.13898;4.76699;0.0316253;0.0172049;0.0265359;0.0261451
1384;104;0.0327663;-0.141232;0.144983;-0.00134649;0.000553836;-0.000261535;9.07779e-05;-0.000815372;0.000815372;-0.00125571;0;0.982317;1.1865;3.72837;0.0297176;0.0206121;0.0214074;0.0215651
1400;104;0.00117493;-0.154383;0.154387;-0.00170716;0.0013532;-0.000521372;-0.000410189;-0.00187458;0.00187458;-0.00211735;2.84992e-07;0.983226;1.22222;100;0.0274619;0.0190758;0.0197552;0.0198931
1416;104;-0.0126419;-0.15066;0.151189;8.67645e-05;0.0014408;0.000773857;-0.000749578;-0.000666946;0.000666946;-0.000662814;0;0.971025;1.18254;100;0.0286103;0.0174503;0.0226723;0.0227293
1432;104;0.00228691;-0.121862;0.121884;0.00140392;0.00113547;0.00408057;-0.000518272;0.00294511;0.00294511;0.000885646;0;0.951547;1.36402;5.05116;0.0348876;0.0166951;0.0306337;0.0307139
1448;104;0.0250034;-0.0296497;0.038785;0.00108088;4.46041e-05;0.00548954;-0.00166646;0.00544493;0.00544493;-0.000585576;0;0.969799;1.18712;100;0.0231658;0.00967472;0.0210488;0.0185181
1464;104;0.0327854;0.0302258;0.0445924;-0.000210702;-0.000960916;0.00119245;-0.00197336;0.00215337;0.00215337;-0.00218406;3.69104e-07;0.989869;0.959367;100;0.0196526;0.00748983;0.0181694;0.0144262
1480;104;0.0238171;0.0120544;0.0266939;-0.000147512;-0.00145357;-0.00192934;-0.00148543;-0.000475774;0.000475774;-0.00163294;0;0.990713;1.00393;100;0.0248038;0.00875362;0.0232079;0.0188926
