x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity w_z (dv/dx - du/dy) [S];|Vorticity| [S];Divergence 2D (du/dx + dv/dy) [S];Swirling strength 2D (L_ci) [S^2];Correlation value [];Particle size [counts];Peak ratio [];Uncertainty V [pixel];Uncertainty Vx [pixel];Uncertainty Vy [pixel];Uncertainty |V| [pixel]
536;8;-0.353258;0.247913;0.431569;-0.00060224;0.00747855;0.0012964;-0.00194567;-0.00618215;0.00618215;-0.00254791;0;0;1.42998;0;0;0;0;0
552;8;-0.356675;0.265902;0.444883;-0.000141412;0.00233732;0.000997496;-0.00228203;-0.00133983;0.00133983;-0.00242344;0;0;1.69268;0;0;0;0;0
568;8;-0.361703;0.279526;0.457126;-0.000729351;-0.00370589;0.000703438;-1.10827e-05;0.00440933;0.00440933;-0.000740434;2.47789e-06;0;1.51168;0;0;0;0;0
584;8;-0.377508;0.287961;0.474799;-0.000721297;0.000678271;0.000346147;-0.0101766;-0.000332124;0.000332124;-0.0108979;0;0;1.63334;0;0;0;0;0
600;8;-0.379893;0.289325;0.477523;0.00048545;0.00886814;-0.000265573;-0.0115336;-0.00913372;0.00913372;-0.0110481;0;0;1.18758;0;0;0;0;0
616;8;-0.36371;0.27783;0.457684;0.00129614;0.00984433;-0.0013763;-0.0112429;-0.0112206;0.0112206;-0.00994674;0;0;1.17088;0;0;0;0;0
632;8;-0.344522;0.249467;0.425358;0.000663706;0.00347484;-0.00152735;-0.00466534;-0.0050022;0.0050022;-0.00400163;0;0;1.62203;0;0;0;0;0
648;8;-0.343394;0.233351;0.415178;-0.000187232;0.00547794;-0.000603728;-0.00312713;-0.00608166;0.00608166;-0.00331436;1.14643e-06;0;1.53315;0;0;0;0;0
664;8;-0.344799;0.226744;0.412673;0.000395026;0.00832972;-0.000649411;-0.00512225;-0.00897913;0.00897913;-0.00472722;0;0;1.04035;0;0;0;0;0
680;8;-0.329975;0.211956;0.392185;0.00114539;0.00771834;-0.000853349;-0.00601951;-0.00857169;0.00857169;-0.00487412;0;0;1.38715;0;0;0;0;0
696;8;-0.313015;0.202997;0.373077;0.000647738;-0.0072577;-0.000109042;0.00269559;0.00714866;0.00714866;0.00334333;0;0;1.24095;0;0;0;0;0
712;8;-0.309039;0.207219;0.372082;0.000197384;-0.00616781;0.000343766;-0.000568066;0.00651158;0.00651158;-0.000370681;1.9738e-06;0;1.20799;0;0;0;0;0
728;8;-0.301674;0.209782;0.367445;0.000918101;0.000398617;-0.000131731;-0.00467683;-0.000530348;0.000530348;-0.00375873;0;0;1.03774;0;0;0;0;0
744;8;-0.277148;0.200232;0.341912;0.00226653;0.00226268;-0.00127377;0.00248028;-0.00353644;0.00353644;0.00474681;2.8707e-06;0;0.945241;0;0;0;0;0
760;8;-0.234164;0.172393;0.290779;0.00253533;0.000392636;-0.00163407;0.00648132;-0.00202671;0.00202671;0.00901664;0;0;1.18686;0;0;0;0;0
776;8;-0.204132;0.152671;0.254908;0.00094108;0.002786;-0.000782836;-0.00164772;-0.00356884;0.00356884;-0.000706644;5.05507e-07;0;1.23216;0;0;0;0;0
792;8;-0.204325;0.143037;0.249416;-0.000648724;0.00529362;-0.00105731;-0.00606478;-0.00635093;0.00635093;-0.0067135;0;0;1.55606;0;0;0;0;0
808;8;-0.219121;0.115691;0.247788;-0.000866474;0.00503719;-0.00212574;-0.00705647;-0.00716293;0.00716293;-0.00792295;1.12874e-06;0;1.6166;0;0;0;0;0
824;8;-0.229526;0.0795573;0.242923;-0.000625769;0.00590127;-0.00206937;-0.00285923;-0.00797064;0.00797064;-0.003485;1.09648e-05;0;1.51311;0;0;0;0;0
840;8;-0.239381;0.0529743;0.245173;-0.000526968;0.00138447;-0.00124526;-0.00312849;-0.00262973;0.00262973;-0.00365546;3.20431e-08;0;1.36042;0;0;0;0;0
856;8;-0.246258;0.0386184;0.249268;-0.000385437;-0.01058;-0.00069381;-0.00539658;0.0098862;0.0098862;-0.00578201;0;0;1.25304;0;0;0;0;0
872;8;-0.251799;0.0272695;0.253271;-0.000351987;-0.013503;-0.000917462;0.00377272;0.0125855;0.0125855;0.00342073;0;0;1.4217;0;0;0;0;0
888;8;-0.254861;0.00713112;0.25496;0.000239456;-0.00266748;-0.00155375;0.00258283;0.00111373;0.00111373;0.00282229;0;0;1.37525;0;0;0;0;0
904;8;-0.240618;-0.0227714;0.241693;0.00169925;0.00671296;-0.00222371;0.00078877;-0.00893667;0.00893667;0.00248802;1.47204e-05;0;1.31372;0;0;0;0;0
920;8;-0.202784;-0.0633891;0.212461;0.00266688;0.00505438;-0.00278474;0.00260385;-0.00783913;0.00783913;0.00527073;1.40742e-05;0;1.36126;0;0;0;0;0
936;8;-0.161446;-0.10994;0.195324;0.00226935;0.001518;-0.00289772;0.00401673;-0.00441572;0.00441572;0.00628607;3.63541e-06;0;1.22439;0;0;0;0;0
952;8;-0.13353;-0.155545;0.204999;0.00120682;-0.00412549;-0.00295344;0.00977438;0.00117204;0.00117204;0.0109812;0;0;1.2024;0;0;0;0;0
968;8;-0.122298;-0.203659;0.237558;0.000282294;0.00083613;-0.00290443;-0.00415012;-0.00374056;0.00374056;-0.00386783;0;0;1.32626;0;0;0;0;0
984;8;-0.121308;-0.246084;0.274359;-8.38656e-06;0.00300887;-0.00224734;-0.00723311;-0.00525621;0.00525621;-0.0072415;0;0;1.4213;0;0;0;0;0
1000;8;-0.117866;-0.276597;0.300663;0.000821748;0.00477978;-0.00195671;-0.00604053;-0.00673649;0.00673649;-0.00521878;0;0;1.29655;0;0;0;0;0
1016;8;-0.0964658;-0.307558;0.322332;0.00131171;0.00362162;-0.00141984;-0.00266343;-0.00504145;0.00504145;-0.00135171;1.19167e-06;0;1.25326;0;0;0;0;0
1032;8;-0.0813391;-0.319765;0.329948;0.000437658;0.00187685;-0.000222767;-0.00182577;-0.00209962;0.00209962;-0.00138811;0;0;1.21087;0;0;0;0;0
1048;8;-0.0809409;-0.318817;0.328931;-1.79745e-07;0.00433707;-0.000107534;-0.000107046;-0.00444461;0.00444461;-0.000107226;4.63527e-07;0;1.0215;0;0;0;0;0
1064;8;-0.077697;-0.323898;0.333087;0.000423897;0.00680023;-0.000139656;-0.000786021;-0.00693988;0.00693988;-0.000362124;5.83719e-07;0;1.13032;0;0;0;0;0
1080;8;-0.0672944;-0.319978;0.326978;0.000817388;0.00654179;0.000745529;-0.00101372;-0.00579626;0.00579626;-0.000196333;0;0;1.28104;0;0;0;0;0
1096;8;-0.0535555;-0.302236;0.306944;0.000814996;-0.000336434;0.0010332;0.000923406;0.00136963;0.00136963;0.0017384;3.44664e-07;0;1.15854;0;0;0;0;0
1112;8;-0.0447474;-0.288662;0.29211;-3.02372e-05;-0.00223073;0.000924571;-0.00129498;0.0031553;0.0031553;-0.00132522;1.66257e-06;0;1.28219;0;0;0;0;0
1128;8;-0.0538003;-0.271744;0.277018;-0.000734129;0.00135264;0.00114536;-0.00280748;-0.000207282;0.000207282;-0.00354161;0;0;1.39264;0;0;0;0;0
1144;8;-0.0634472;-0.253558;0.261376;-0.000263439;0.00218826;0.000937792;-0.00115342;-0.00125047;0.00125047;-0.00141686;0;0;1.33902;0;0;0;0;0
1160;8;-0.0622012;-0.241317;0.249205;0.000150101;-0.000757451;0.000872268;-0.00304505;0.00162972;0.00162972;-0.00289495;0;0;1.17491;0;0;0;0;0
1176;8;-0.0613744;-0.225306;0.233515;-0.000143652;-0.00175681;0.000944186;-0.00475995;0.002701;0.002701;-0.00490361;0;0;1.07668;0;0;0;0;0
1192;8;-0.0660373;-0.213198;0.223192;-0.000239599;-0.00119879;0.000445927;-0.0031178;0.00164471;0.00164471;-0.0033574;0;0;1.11563;0;0;0;0;0
1208;8;-0.0665546;-0.20989;0.220189;0.000245547;0.000432507;0.000223527;-0.00251798;-0.00020898;0.00020898;-0.00227243;0;0;1.16753;0;0;0;0;0
1224;8;-0.0576392;-0.20361;0.211611;0.000837434;0.00276057;0.00060489;-0.00479972;-0.00215568;0.00215568;-0.00396228;0;0;1.22649;0;0;0;0;0
1240;8;-0.0413348;-0.191512;0.195922;0.00107913;0.00209498;0.000721877;-0.00218891;-0.0013731;0.0013731;-0.00110978;0;0;1.03069;0;0;0;0;0
1256;8;-0.0250662;-0.182313;0.184028;0.000905166;0.00015549;0.000399891;0.000206122;0.000244401;0.000244401;0.00111129;0;0;1.06268;0;0;0;0;0
1272;8;-0.0131627;-0.178116;0.178602;0.000572299;0.000283907;0.000235312;0.00188502;-4.8595e-05;4.8595e-05;0.00245732;0;0;0.960342;0;0;0;0;0
1288;8;-0.00605487;-0.173222;0.173328;0.000396323;0.00113508;0.000396012;0.00303411;-0.000739068;0.000739068;0.00343043;0;0;0.974242;0;0;0;0;0
1304;8;0.000874383;-0.163967;0.163969;0.000488232;0.00145082;0.000852165;0.00167154;-0.000598654;0.000598654;0.00215977;0;0;1.06223;0;0;0;0;0
1320;8;0.0111367;-0.145154;0.145581;0.00096729;0.000641135;0.0015287;-0.00192444;0.000887565;0.000887565;-0.000957153;0;0;1.10843;0;0;0;0;0
1336;8;0.0306294;-0.11719;0.121127;0.00120618;-0.00234443;0.00171469;-0.00589935;0.00405911;0.00405911;-0.00469316;0;0;1.25757;0;0;0;0;0
1352;8;0.0462658;-0.0925189;0.103442;0.000605591;-0.00760155;0.00137375;-0.00860431;0.00897529;0.00897529;-0.00799872;0;0;1.5826;0;0;0;0;0
1368;8;0.0503198;-0.0721024;0.0879252;9.21315e-05;-0.00269128;0.00135465;-0.00597577;0.00404593;0.00404593;-0.00588363;0;0;1.18326;0;0;0;0;0
1384;8;0.0523863;-0.0482105;0.071194;0.000349642;0.0102918;0.00158334;-0.000300908;-0.0087085;0.0087085;4.87332e-05;0;0;1.10849;0;0;0;0;0
1400;8;0.0619043;-0.0228165;0.0659753;0.000655808;0.00645202;0.00151587;-0.00260107;-0.00493614;0.00493614;-0.00194527;0;0;1.17351;0;0;0;0;0
1416;8;0.0718107;-0.00223314;0.0718454;0.000598089;-0.000391449;0.000907402;-0.00487981;0.00129885;0.00129885;-0.00428172;0;0;1.19432;0;0;0;0;0
1432;8;0.0797996;0.00466875;0.079936;0.000274399;-0.0029177;-9.88822e-05;-0.00386913;0.00281882;0.00281882;-0.00359474;0;0;1.32086;0;0;0;0;0
1448;8;0.0807151;-0.00254996;0.0807554;-4.6923e-05;-0.000272807;-0.000461216;-0.00223716;-0.000188409;0.000188409;-0.00228408;0;0;1.32981;0;0;0;0;0
1464;8;0.0804554;-0.00636564;0.0807068;0.000178221;-0.0027047;3.61708e-05;-0.00192646;0.00274087;0.00274087;-0.00174824;0;0;1.19444;0;0;0;0;0
1480;8;0.0860664;-0.00195485;0.0860886;0.000262787;-0.00134657;0.000338156;-0.000146227;0.00168473;0.00168473;0.00011656;4.13529e-07;0;1.10322;0;0;0;0;0
1496;8;0.0883913;0.00248484;0.0884262;0.00016258;0.00244811;0.000173507;0.000214558;-0.0022746;0.0022746;0.000377138;0;0;1.11008;0;0;0;0;0
1512;8;0.0937474;0.00332783;0.0938065;0.000762922;0.00241077;-2.72606e-05;0.000873969;-0.00243803;0.00243803;0.00163689;6.26362e-08;0;1.06947;0;0;0;0;0
1528;8;0.110688;0.00258251;0.110718;0.000855957;0.00225165;9.50061e-06;0.00300354;-0.00224215;0.00224215;0.0038595;0;0;1.01676;0;0;0;0;0
1544;8;0.117961;0.00406058;0.118031;0.000161705;-0.00404523;0.000161941;0.00298192;0.00420717;0.00420717;0.00314362;0;0;1.18505;0;0;0;0;0
1560;8;0.117756;0.00652271;0.117937;4.49165e-06;-2.77469e-05;-1.07004e-05;0.000372628;1.70465e-05;1.70465e-05;0.000377119;0;0;1.18461;0;0;0;0;0
1576;8;0.119244;0.0037568;0.119303;5.75382e-05;0.00912892;-0.000162335;0.000306371;-0.00929125;0.00929125;0.000363909;1.46647e-06;0;1.12326;0;0;0;0;0
1592;8;0.120087;0.00220677;0.120108;0.00023542;0.00212692;-9.47817e-05;0.000201348;-0.0022217;0.0022217;0.000436768;2.01303e-07;0;1.36446;0;0;0;0;0
1608;8;0.125564;0.000701396;0.125566;0.000183995;0.00195506;-8.05072e-05;0.00100701;-0.00203557;0.00203557;0.001191;0;0;1.33277;0;0;0;0;0
1624;8;0.123115;0.000277528;0.123115;-0.000634648;0.000129974;9.27799e-05;0.000540226;-3.71936e-05;3.71936e-05;-9.44225e-05;0;0;1.09559;0;0;0;0;0
1640;8;0.108138;0.00378029;0.108204;-0.000748951;-0.0036178;0.000299448;-0.000417226;0.00391725;0.00391725;-0.00116618;1.05583e-06;0;1.07986;0;0;0;0;0
1656;8;0.102536;0.00902419;0.102932;-6.40309e-05;-0.00176232;0.000306826;-0.00180637;0.00206914;0.00206914;-0.0018704;0;0;1.25859;0;0;0;0;0
1672;8;0.104727;0.0131807;0.105553;0.000205279;0.0012785;0.000240741;-0.00247219;-0.00103776;0.00103776;-0.00226691;0;0;1.28758;0;0;0;0;0
1688;8;0.10812;0.0165702;0.109382;0.000279539;-0.000879027;0.000137459;-0.00158737;0.00101649;0.00101649;-0.00130783;0;0;1.12335;0;0;0;0;0
1704;8;0.113396;0.0179259;0.114804;0.000337432;-0.00164187;0.00010942;0.000312209;0.00175129;0.00175129;0.000649642;1.79494e-07;0;1.17463;0;0;0;0;0
1720;8;0.118219;0.0205937;0.119999;0.00020818;-0.00069573;0.000206614;0.00059604;0.000902343;0.000902343;0.00080422;1.06138e-07;0;1.16988;0;0;0;0;0
1736;8;0.120734;0.0243605;0.123167;0.000220131;-0.000134427;0.000279833;-1.86376e-05;0.00041426;0.00041426;0.000201494;2.33645e-08;0;1.14472;0;0;0;0;0
1752;8;0.126851;0.0283768;0.129987;0.000639826;-0.0005734;7.1409e-05;0.00139863;0.000644809;0.000644809;0.00203845;0;0;1.13786;0;0;0;0;0
1768;8;0.140191;0.026463;0.142666;0.000826991;0.000500096;-0.000198559;0.00205519;-0.000698655;0.000698655;0.00288218;0;0;1.19409;0;0;0;0;0
1784;8;0.151025;0.0237032;0.152873;0.000457577;-0.000748932;-4.24219e-05;0.000975021;0.000706511;0.000706511;0.0014326;0;0;1.08742;0;0;0;0;0
1800;8;0.155336;0.0250945;0.15735;0.000289605;-0.00104237;0.000101267;-0.00113745;0.00114363;0.00114363;-0.000847841;0;0;1.06147;0;0;0;0;0
1816;8;0.160163;0.0255739;0.162192;0.000123611;0.00473604;-0.000108309;-0.00163133;-0.00484435;0.00484435;-0.00150772;0;0;1.092;0;0;0;0;0
1832;8;0.157693;0.0219854;0.159218;-0.000438931;0.00679285;-0.000245783;-0.0013215;-0.00703863;0.00703863;-0.00176043;1.47484e-06;0;1.13941;0;0;0;0;0
1848;8;0.146146;0.0196263;0.147458;-0.000952033;0.00592469;6.95075e-05;-0.000851362;-0.00585518;0.00585518;-0.00180339;0;0;1.19023;0;0;0;0;0
1864;8;0.127473;0.0247041;0.129845;-0.00144163;0.00549138;0.00049003;-0.00128438;-0.00500135;0.00500135;-0.00272601;0;0;1.24431;0;0;0;0;0
1880;8;0.101193;0.0339782;0.106745;-0.00171339;-0.000234939;0.000612855;-0.00209159;0.000847794;0.000847794;-0.00380498;1.08226e-07;0;1.1157;0;0;0;0;0
1896;8;0.0748653;0.0427149;0.0861938;-0.0014704;-0.00294637;0.000377808;-0.00239794;0.00332418;0.00332418;-0.00386833;8.98081e-07;0;1.08784;0;0;0;0;0
1912;8;0.0542542;0.046044;0.0711587;-0.00129318;-0.00415429;9.4809e-05;0.00194342;0.0042491;0.0042491;0.000650234;0;0;1.09245;0;0;0;0;0
1928;8;0.0342795;0.0486912;0.0595476;-0.000981074;-0.00154221;0.000529668;-0.000384189;0.00207187;0.00207187;-0.00136526;7.27789e-07;0;1.17247;0;0;0;0;0
1944;8;0.0247972;0.0635854;0.0682496;-0.000173274;-0.000415121;0.00115703;-0.00247838;0.00157215;0.00157215;-0.00265165;0;0;1.078;0;0;0;0;0
1960;8;0.0275756;0.0813503;0.085897;0.000397592;-0.00266043;0.000724043;-0.0042696;0.00338447;0.00338447;-0.00387201;0;0;1.11181;0;0;0;0;0
1976;8;0.0338918;0.0851678;0.0916635;0.000159905;-0.00454868;-6.14177e-05;-0.00341846;0.00448726;0.00448726;-0.00325856;0;0;1.14004;0;0;0;0;0
1992;8;0.0306988;0.0823335;0.0878705;-0.000534232;-0.00310672;-0.000137444;0.00122133;0.00296928;0.00296928;0.0006871;0;0;1.04463;0;0;0;0;0
2008;8;0.0190816;0.0832433;0.0854023;-0.00067072;-0.000659575;0.00035349;0.00267247;0.00101306;0.00101306;0.00200175;0;0;1.11358;0;0;0;0;0
2024;8;0.0116668;0.0923437;0.0930778;-0.000237655;-0.000577584;0.000525457;0.000197167;0.00110304;0.00110304;-4.04882e-05;2.56228e-07;0;1.12509;0;0;0;0;0
2040;8;0.0104136;0.097379;0.0979342;-0.000109312;-0.0045265;4.33546e-05;-0.000636991;0.00456986;0.00456986;-0.000746303;1.26633e-07;0;1.00743;0;0;0;0;0
2056;8;0.00698391;0.0945317;0.0947894;-0.000285443;-0.00464962;-0.00020688;0.00129965;0.00444274;0.00444274;0.0010142;0;0;0.841077;0;0;0;0;0
2072;8;0.00260662;0.0924233;0.0924601;-0.000123083;-0.00263487;-5.71978e-05;0.00471107;0.00257768;0.00257768;0.00458799;0;0;0.905141;0;0;0;0;0
2088;8;0.00401628;0.0924192;0.0925064;0.000233093;0.00156712;9.92487e-06;-0.000474976;-0.0015572;0.0015572;-0.000241884;0;0;0.981596;0;0;0;0;0
2104;8;0.0103045;0.0914605;0.0920392;0.000671606;0.00557252;-0.000233215;-0.000930367;-0.00580574;0.00580574;-0.000258761;6.58015e-07;0;1.34849;0;0;0;0;0
2120;8;0.0238132;0.0849238;0.0881993;0.000759322;0.0107273;-0.000504363;0.00171402;-0.0112317;0.0112317;0.00247334;5.18261e-06;0;1.3693;0;0;0;0;0
2136;8;0.032034;0.0772376;0.0836171;0.000250616;0.0106648;-0.000304581;0.000224458;-0.0109694;0.0109694;0.000475073;3.24813e-06;0;1.13712;0;0;0;0;0
2152;8;0.0320625;0.0754733;0.0820013;-0.000165709;-0.00198733;-8.3849e-05;-0.000437214;0.00190348;0.00190348;-0.000602923;0;0;1.00906;0;0;0;0;0
2168;8;0.0281801;0.0743361;0.0794982;-0.000241041;-0.000829722;4.41061e-05;0.00104013;0.000873828;0.000873828;0.000799087;0;0;1.14946;0;0;0;0;0
2184;8;0.0247979;0.0778107;0.0816667;-0.000244794;-0.000604018;0.000399991;0.00243344;0.00100401;0.00100401;0.00218864;0;0;1.31774;0;0;0;0;0
2200;8;0.0201975;0.0874687;0.0897703;-0.000265101;-0.000704341;0.000773801;0.000840165;0.00147814;0.00147814;0.000575064;2.39617e-07;0;1.35667;0;0;0;0;0
2216;8;0.0152021;0.103736;0.104844;-0.000555041;-0.00159054;0.00144494;-0.00259492;0.00303548;0.00303548;-0.00314996;1.25796e-06;0;1.12466;0;0;0;0;0
2232;8;0.0023126;0.133168;0.133188;-0.000896818;-0.000384891;0.00204542;-0.00137781;0.00243031;0.00243031;-0.00227463;7.29427e-07;0;1.08357;0;0;0;0;0
2248;8;-0.0117133;0.165975;0.166387;-0.00082763;0.00170108;0.00191862;0.000898873;0.000217531;0.000217531;7.12432e-05;0;0;0.801533;0;0;0;0;0
2264;8;-0.0229366;0.192656;0.194017;-0.000517797;0.00179828;0.00143722;-0.000967819;-0.000361055;0.000361055;-0.00148562;0;0;1.17118;0;0;0;0;0
2280;8;-0.0278862;0.211271;0.213103;-0.000121284;0.00121827;0.000822459;-0.000219051;-0.000395811;0.000395811;-0.000340334;0;0;1.29271;0;0;0;0;0
2296;8;-0.0276532;0.21959;0.221325;5.06629e-05;0.00305162;0.000322247;-0.0012044;-0.00272938;0.00272938;-0.00115373;0;0;1.28717;0;0;0;0;0
2312;8;-0.0261602;0.223533;0.225058;0.000243181;0.00400051;0.000295131;-0.00430634;-0.00370538;0.00370538;-0.00406316;0;0;1.31559;0;0;0;0;0
2328;8;-0.0188562;0.228881;0.229656;0.000721177;-0.00112967;0.000209775;-0.00698334;0.00133945;0.00133945;-0.00626217;0;0;1.19339;0;0;0;0;0
2344;8;-0.00420085;0.228929;0.228968;0.00095194;-0.000985481;-0.00025093;-0.00817177;0.000734551;0.000734551;-0.00721983;0;0;0.966376;0;0;0;0;0
2360;8;0.00955571;0.222486;0.222691;0.000740459;-0.000190486;-0.000358175;-0.00711076;-0.000167689;0.000167689;-0.0063703;0;0;1.05928;0;0;0;0;0
2376;8;0.0183626;0.220557;0.22132;0.000286246;3.67829e-05;0.000273076;-0.00413481;0.000236293;0.000236293;-0.00384856;0;0;1.15278;0;0;0;0;0
2392;8;0.0194834;0.230674;0.231496;1.18539e-05;0.000814574;0.000784605;-0.000628715;-2.99692e-05;2.99692e-05;-0.000616862;0;0;1.33701;0;0;0;0;0
2408;8;0.0202614;0.242001;0.242848;9.97304e-05;0.000431512;0.000398967;-0.000352014;-3.25454e-05;3.25454e-05;-0.000252283;0;0;1.35368;0;0;0;0;0
2424;8;0.0224701;0.243393;0.244428;0.000111983;-7.08955e-05;5.09427e-05;0.00138683;0.000121838;0.000121838;0.00149881;0;0;1.06655;0;0;0;0;0
2440;8;0.0231082;0.245705;0.246789;-7.72683e-05;0.00191003;0.000224258;0.00741525;-0.00168577;0.00168577;0.00733798;0;0;0.861483;0;0;0;0;0
2456;8;0.020757;0.250526;0.251384;-6.50414e-05;0.000553075;0.000329963;0.00538444;-0.000223112;0.000223112;0.0053194;0;0;1.19911;0;0;0;0;0
