x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity w_z (dv/dx - du/dy) [S];|Vorticity| [S];Divergence 2D (du/dx + dv/dy) [S];Swirling strength 2D (L_ci) [S^2];Correlation value [];Particle size [counts];Peak ratio [];Uncertainty V [pixel];Uncertainty Vx [pixel];Uncertainty Vy [pixel];Uncertainty |V| [pixel]
904;184;0.0113888;0.811787;0.811867;-0.0011927;0.00227585;-0.00171227;-0.000455528;-0.00398813;0.00398813;-0.00164823;3.76103e-06;0.981547;1.36422;100;0.0326816;0.0168645;0.0279942;0.0279946
920;184;0.00768852;0.782412;0.782449;0.000628432;0.00185613;-0.00171439;0.000937283;-0.00357052;0.00357052;0.00156571;3.15828e-06;0.973383;1.34054;100;0.0427251;0.0315038;0.0288608;0.0288889
936;184;0.0214405;0.749168;0.749475;0.000303596;0.00299707;-0.00431437;0.00259815;-0.00731144;0.00731144;0.00290174;1.16142e-05;0.919778;1.26907;100;0.0817681;0.0666222;0.0474079;0.047792
952;184;0.000940323;0.657619;0.65762;-0.00497841;0.00498584;-0.00434747;0.00152862;-0.00933331;0.00933331;-0.00344979;1.10904e-05;0.649988;0.941985;3.86522;0.337532;0.137373;0.308312;0.309589
968;184;-0.100887;0.641809;0.64969;-0.00144239;0.00655124;0.00394258;0.00427216;-0.00260866;0.00260866;0.00282977;0;0.895476;1.14951;2.22317;0.286633;0.0759492;0.276387;0.273944
984;184;-0.0150795;0.758255;0.758405;0.00931386;0.00675787;0.00656806;0.00641997;-0.000189801;0.000189801;0.0157338;0;0.947267;1.21649;3.11104;0.15963;0.0393909;0.154694;0.15468
1000;184;0.170221;0.797277;0.815246;0.0135909;0.00498626;-0.004353;0.00891905;-0.00933925;0.00933925;0.02251;1.62486e-05;0.966375;1.40568;100;0.124265;0.0297337;0.120655;0.118221
1016;184;0.381548;0.640295;0.745357;0.0104184;-0.00377385;-0.0101091;0.0112485;-0.00633523;0.00633523;0.0216669;0;0.947886;1.39456;4.65017;0.118281;0.0493304;0.107503;0.0961028
1032;184;0.462677;0.533905;0.706487;-0.00201435;-0.0144351;-0.00160041;0.00839277;0.0128346;0.0128346;0.00637842;0;0.929442;1.41689;2.50927;0.111536;0.0866788;0.0701938;0.0782342
1048;184;0.324224;0.592218;0.675162;-0.0133007;-0.0111894;0.00710831;0.00396843;0.0182977;0.0182977;-0.00933227;4.98194e-06;0.8965;1.26238;2.98309;0.151555;0.118256;0.094787;0.102459
1064;184;0.0983887;0.719944;0.726636;-0.0102369;-0.00203558;0.00581318;-0.00054576;0.00784876;0.00784876;-0.0107826;0;0.750822;0.942787;100;0.152965;0.113623;0.102412;0.104109
1080;184;0.0209751;0.763811;0.764099;-0.00227376;-0.00103744;0.00173689;0.00314295;0.00277433;0.00277433;0.000869195;0;0.838503;0.97222;3.31156;0.108513;0.0708312;0.0822073;0.0824591
1096;184;0.00216484;0.790516;0.790519;-0.000628163;-0.000223617;0.00179166;0.00432255;0.00201527;0.00201527;0.00369439;0;0.923947;1.22979;3.72148;0.0678806;0.0343616;0.058541;0.0585599
1112;184;-0.00900459;0.823311;0.82336;-0.000763694;0.000554055;0.00237405;0.00308977;0.00182;0.00182;0.00232607;0;0.955146;1.22479;3.18766;0.047556;0.0208231;0.0427548;0.0427561
1128;184;-0.0208416;0.851944;0.852199;-0.000261476;8.48472e-05;-0.00147987;0.00357103;-0.00156472;0.00156472;0.00330956;0;0.962098;1.08591;100;0.0553745;0.017616;0.0524978;0.0524852
1144;184;-0.0164471;0.799417;0.799587;0.000603805;-6.60121e-05;0.000428567;0.00495314;0.000494579;0.000494579;0.00555694;0;0.970743;1.25588;100;0.0485711;0.0150993;0.0461645;0.0461567
1160;184;-0.00717163;0.883505;0.883534;0.000156899;0.000122666;0.0071477;0.00401999;0.00702503;0.00702503;0.00417688;0;0.984996;1.0758;100;0.0272039;0.0116559;0.0245803;0.0245802
1176;184;-0.0155754;0.993513;0.993635;-0.00122976;0.000404984;0.0048361;0.00297914;0.00443112;0.00443112;0.00174938;0;0.990157;1.06812;100;0.021234;0.012485;0.0171758;0.0171755
1192;184;-0.043993;1.03235;1.03329;-0.00192355;-0.000332634;0.00165086;0.00171947;0.00198349;0.00198349;-0.000204076;0;0.980818;1.16403;100;0.0364293;0.029257;0.0217053;0.0217372
1208;184;-0.0749035;1.06165;1.06429;-0.00220341;0.00155267;0.00253724;-0.000644624;0.000984569;0.000984569;-0.00284804;0;0.98362;1.30738;100;0.0417655;0.0352254;0.0224393;0.0225506
1224;184;-0.112474;1.11164;1.11732;-0.0020618;0.00195865;0.002652;0.000563473;0.000693351;0.000693351;-0.00149833;0;0.985906;1.18563;100;0.0332195;0.0275621;0.0185437;0.0186693
1240;184;-0.140371;1.14072;1.14932;-0.00182408;0.00130295;0.00107871;0.00290534;-0.000224233;0.000224233;0.00108126;0;0.98861;1.1973;100;0.0252545;0.0199962;0.0154254;0.0155074
1256;184;-0.171869;1.15569;1.1684;-0.00139838;0.000112315;0.00193045;0.00456974;0.00181813;0.00181813;0.00317135;0;0.987081;1.33063;100;0.0260163;0.0191412;0.0176199;0.017657
1272;184;-0.199839;1.20689;1.22333;-0.00445847;0.000883212;0.00389562;0.00750542;0.00301241;0.00301241;0.00304695;0;0.97921;1.15145;100;0.0415863;0.0315279;0.0271184;0.0272573
1288;184;-0.319723;1.27042;1.31003;-0.00926948;0.00332312;0.00340429;0.00750449;8.11715e-05;8.11715e-05;-0.00176498;0;0.948827;1.14652;100;0.0877914;0.0807128;0.0345366;0.0391533
1304;184;-0.467176;1.31059;1.39137;-0.00664086;0.00403426;0.00180352;0.00401273;-0.00223074;0.00223074;-0.00262813;0;0.915917;1.19398;2.87094;0.111627;0.10595;0.0351461;0.0491838
1320;184;-0.530832;1.33162;1.43353;-0.00433288;0.00394236;0.00161764;0.00405022;-0.00232472;0.00232472;-0.000282665;0;0.928494;1.22832;100;0.0819538;0.073587;0.0360745;0.043334
1336;184;-0.613667;1.35027;1.48318;-0.00423276;0.0040873;-0.00184471;0.00372427;-0.00593201;0.00593201;-0.000508497;0;0.920974;1.1226;100;0.0808555;0.0688714;0.0423597;0.0480404
1352;184;-0.659731;1.27731;1.43762;-0.0017935;0.00655662;-0.00482487;0.00131519;-0.0113815;0.0113815;-0.000478317;2.92188e-05;0.924223;1.05507;100;0.112772;0.0935049;0.0630433;0.0707771
1368;184;-0.685675;1.23022;1.4084;-0.00424823;0.00538505;0.000923981;0.00262687;-0.00446107;0.00446107;-0.00162137;0;0.925656;1.17951;100;0.130066;0.107927;0.0725866;0.0826806
1384;184;-0.762545;1.29757;1.50504;0.00158357;0.00305299;0.00404399;0.00764418;0.000990997;0.000990997;0.00922774;0;0.899323;1.15016;100;0.132822;0.113744;0.0685855;0.0829141
1400;184;-0.620516;1.33495;1.47212;0.0121055;-0.00268249;0.0014118;0.0114063;0.00409428;0.00409428;0.0235118;3.66492e-06;0.858236;1.23978;3.76128;0.148272;0.137564;0.0553238;0.0775541
1416;184;-0.442505;1.33869;1.40993;0.00657916;0.00146966;-0.00205348;0.0121379;-0.00352314;0.00352314;0.018717;0;0.873619;1.20329;100;0.138158;0.128607;0.0504767;0.0636356
1432;184;-0.449608;1.28815;1.36436;-0.00873679;0.00451833;-0.000702087;0.0127702;-0.00522042;0.00522042;0.00403341;0;0.849843;1.17546;3.98868;0.166967;0.133525;0.100245;0.105122
1448;184;-0.658479;1.31744;1.47284;-0.0077104;-0.0018265;0.000342078;0.00458356;0.00216858;0.00216858;-0.00312684;0;0.665379;1.31592;100;0.35542;0.211364;0.285742;0.279491
1464;184;-0.670846;1.29978;1.46269;-0.00226588;-0.00183731;0.00403126;0.00547478;0.00586858;0.00586858;0.0032089;0;0.566672;1.35318;100;0.497868;0.252535;0.429068;0.370409
1480;184;-0.73201;1.36606;1.54982;0.00387498;-0.00507083;-0.0170977;0.0124864;-0.0120269;0.0120269;0.0163614;0;0.401414;1.2994;100;0.464734;0.201189;0.418928;0.386419
1496;184;-0.602808;0.903053;1.08576;-0.00383919;0.00139308;0.0017819;0.0140663;0.000388819;0.000388819;0.0102271;0;0.439104;1.15584;1.09085;0.283586;0.090425;0.268783;0.239462
1512;184;-0.858176;1.42639;1.66465;-0.0133195;-0.00370547;0.0233543;0.00681672;0.0270598;0.0270598;-0.00650283;0;0.75215;1.12736;100;0.260865;0.0403645;0.257723;0.211753
1528;184;-0.943047;1.44031;1.72158;0.000617174;-0.00185671;-0.0130614;0.00696779;-0.0112047;0.0112047;0.00758496;0;0.755261;1.10199;100;0.343788;0.0418121;0.341235;0.262492
1544;184;-0.896564;1.18007;1.48203;-0.00217097;-0.00661938;-0.000186841;0.00353129;0.00643254;0.00643254;0.00136032;0;0.655486;1.11225;100;0.443323;0.0865868;0.434785;0.357907
1560;184;-1.02842;1.44032;1.76979;-0.0089504;-0.0179676;0.0117162;0.00892908;0.0296837;0.0296837;-2.1318e-05;0.000130592;0.839558;0.941574;5.2677;0.259594;0.0979228;0.240416;0.204679
1576;184;-1.1243;1.46234;1.84459;-0.00051106;-0.0086252;-0.00140125;0.00181795;0.00722395;0.00722395;0.00130689;0;0.935396;1.18767;5.62182;0.106533;0.0676866;0.0822662;0.0772294
1592;184;-1.04648;1.44894;1.78733;0.00719517;-0.00172919;0.00199606;0.000321349;0.00372525;0.00372525;0.00751652;0;0.929492;1.15073;100;0.116976;0.101735;0.0577362;0.0759077
1608;184;-0.942987;1.51808;1.78712;0.00313386;0.00089096;0.00236535;0.00194354;0.00147439;0.00147439;0.0050774;0;0.950999;1.25158;4.61892;0.0974235;0.090631;0.0357404;0.0567805
1624;184;-0.959358;1.50301;1.78309;-0.00324647;-0.00128099;-0.0028869;0.00318212;-0.00160591;0.00160591;-6.43432e-05;0;0.963687;1.24502;3.76082;0.0916589;0.0837251;0.0373023;0.0550363
1640;184;-1.029;1.44078;1.7705;-0.00496216;0.00242415;-0.00433092;0.00517382;-0.00675507;0.00675507;0.000211666;0;0.936459;1.18016;3.26492;0.167304;0.133839;0.100389;0.113149
1656;184;-1.11126;1.3848;1.77555;-0.00582556;0.00549436;-0.00162326;0.00754653;-0.00711762;0.00711762;0.00172098;0;0.871599;1.31638;100;0.200957;0.159888;0.121736;0.138494
1672;184;-1.20545;1.40392;1.85044;-0.000954588;0.00240194;0.00672364;0.0103904;0.0043217;0.0043217;0.00943584;0;0.733621;1.28455;100;0.248002;0.198283;0.148961;0.172554
1688;184;-1.25244;1.51985;1.9694;-0.0246879;0.00676378;-0.00267613;0.0240812;-0.00943991;0.00943991;-0.00060671;0;0.62351;1.22852;100;0.317924;0.248151;0.198738;0.221724
1704;184;-1.97519;1.23022;2.32698;-0.0473676;0.00693285;-0.036146;0.0289652;-0.0430788;0.0430788;-0.0184024;0;0.650369;1.2772;100;0.422755;0.348223;0.239714;0.323427
1720;184;-2.52911;0.509001;2.57982;-0.0102931;0.0144563;-0.033799;0.0380135;-0.0482553;0.0482553;0.0277204;0;0.753018;1.4673;100;0.367429;0.287667;0.228587;0.286349
1736;184;-2.32419;0.257158;2.33837;0.0198075;-0.00185642;-0.00666977;0.00704494;-0.00481335;0.00481335;0.0268524;0;0.835963;1.49472;100;0.297943;0.20391;0.217234;0.205061
1752;184;-2.06814;0.224739;2.08032;0.00753949;-0.00998461;-0.000677546;-0.0147956;0.00930707;0.00930707;-0.00725606;0;0.849634;1.21772;100;0.298715;0.179461;0.238797;0.182295
1768;184;-2.09052;0.236725;2.10388;-0.00276012;-0.0176308;0.0103329;-0.00519134;0.0279636;0.0279636;-0.00795146;0.000180699;0.812411;1.20485;100;0.348906;0.143477;0.318041;0.154396
1784;184;-2.10733;0.475622;2.16034;-0.000273004;-0.0194226;0.00155523;-0.0117529;0.0209778;0.0209778;-0.0120259;0;0.580665;1.14871;100;0.307394;0.132856;0.277201;0.147333
1800;184;-2.10778;0.280312;2.12634;-0.0013709;-0.0123302;-0.00810414;-0.00692097;0.00422603;0.00422603;-0.00829187;0;0.582869;1.12807;100;0.240201;0.12223;0.206776;0.187388
1816;184;-2.15383;0.274829;2.17129;-0.00461378;-0.0134157;-0.00369817;-0.0125454;0.00971757;0.00971757;-0.0171592;0;0.44534;1.18932;100;0.304506;0.187249;0.240129;0.224653
1832;184;-2.19928;0.186377;2.20716;0.00631645;-0.00961053;0.00526654;0.00363898;0.0148771;0.0148771;0.00995544;4.8822e-05;0.523867;1.46518;100;0.432771;0.282624;0.327741;0.327751
1848;184;-1.95345;0.434193;2.00112;0.017951;0.0023366;0.0129391;0.0145043;0.0106025;0.0106025;0.0324553;0;0.37742;1.31523;1.15751;0.425814;0.198431;0.376753;0.376262
1864;184;-1.71749;0.544043;1.8016;0.00805467;0.00206829;0.00465955;0.0120731;0.00259126;0.00259126;0.0201277;0;0.412704;1.32303;1.13894;0.542267;0.199244;0.504336;0.295149
1880;184;-1.74614;0.651854;1.86384;-0.0141332;-0.00037163;0.0249101;0.0191471;0.0252818;0.0252818;0.00501392;0;0.375895;1.30507;1.05921;0.559427;0.167045;0.533905;0.279924
1896;184;-2.08728;1.03303;2.32892;-0.0163375;-0.0124401;-0.0359026;-0.0266877;-0.0234626;0.0234626;-0.0430252;0;0.571991;1.1922;100;0.58773;0.112503;0.576862;0.301822
1912;184;-2.19818;-0.436655;2.24113;-0.00322525;-0.0287166;-0.0846768;-0.0382953;-0.0559602;0.0559602;-0.0415206;0;0.561751;1.25055;100;0.397145;0.0726615;0.390441;0.123234
1928;184;-2.19707;-1.27072;2.53807;0.00658732;-0.017932;-0.0307472;-0.00951997;-0.0128152;0.0128152;-0.00293266;0;0.665481;1.30338;100;0.369857;0.0765168;0.361855;0.197901
1944;184;-2.00519;-1.52018;2.51629;0.0124379;-0.0141513;-0.0110606;0.011928;0.00309071;0.00309071;0.0243658;0;0.720746;1.19301;100;0.421331;0.129693;0.400874;0.268095
1960;184;-1.80805;-1.73168;2.50355;0.0175277;-0.0159146;-0.0162442;-0.00811933;-0.000329545;0.000329545;0.00940835;0;0.625642;0.902755;2.45367;0.507437;0.28775;0.417961;0.36021
1976;184;-1.47415;-2.00069;2.48513;0.0182961;-0.00301344;-0.0114167;-0.0126675;-0.00840321;0.00840321;0.00562864;0;0.839088;1.12953;3.22794;0.237292;0.164155;0.171349;0.169222
1992;184;-1.31407;-1.99592;2.38966;-0.00477815;0.00200931;0.0166781;-0.0230399;0.0146688;0.0146688;-0.027818;0;0.850425;1.27328;100;0.244444;0.179217;0.166235;0.17075
2008;184;-1.56621;-1.44215;2.12904;-0.0131944;0.00528342;0.0532075;-0.0449625;0.0479241;0.0479241;-0.058157;0;0.733386;1.14565;3.23634;0.350031;0.265547;0.22805;0.250675
2024;184;-1.62714;-0.465557;1.69244;0.00358423;-0.0133025;0.0542043;-0.0520766;0.0675068;0.0675068;-0.0484924;0;0.714573;1.15932;2.06614;0.342662;0.265357;0.216802;0.263575
2040;184;-1.44538;0.0263882;1.44562;0.0193047;-0.0229934;-0.00311641;-0.040872;0.019877;0.019877;-0.0215673;0;0.720549;1.19665;2.12739;0.45263;0.348509;0.288816;0.353057
2056;184;-1.03559;-0.654865;1.22527;0.0311546;-0.0335531;-0.0899783;-0.017297;-0.0564252;0.0564252;0.0138576;0;0.632268;1.16435;100;0.670462;0.502661;0.443679;0.513246
2072;184;-0.540239;-2.35826;2.41935;0.0226798;-0.00645802;-0.0575846;-0.02647;-0.0511265;0.0511265;-0.00379021;0;0.647004;1.10466;100;0.697214;0.471543;0.513571;0.519605
2088;184;-0.36772;-2.26692;2.29655;0.00144699;0.0113586;0.0281298;-0.035267;0.0167712;0.0167712;-0.03382;0;0.466151;0.876768;100;0.560453;0.411567;0.380421;0.388056
2104;184;-0.456964;-1.81381;1.87049;-0.0105835;0.00766011;0.019987;-0.0138355;0.0123269;0.0123269;-0.024419;0;0.785384;1.27815;100;0.245765;0.196934;0.147028;0.151821
2120;184;-0.647209;-1.70022;1.81923;-0.0107989;-0.00482701;0.00327088;-0.00440977;0.0080979;0.0080979;-0.0152087;5.58329e-06;0.869137;1.35974;100;0.13866;0.119841;0.0697489;0.0782431
2136;184;-0.744125;-1.66213;1.8211;0.00239254;-0.0124455;0.000153641;0.00123902;0.0125991;0.0125991;0.00363156;1.57949e-06;0.864864;1.08311;100;0.121422;0.108032;0.0554288;0.0673986
2152;184;-0.591614;-1.68149;1.78253;0.00976255;-0.00891935;-0.00107151;0.00116768;0.00784784;0.00784784;0.0109302;0;0.92185;1.19367;2.28413;0.102291;0.0920074;0.0447006;0.052256
2168;184;-0.471569;-1.6935;1.75793;0.00774132;-0.00381762;-0.00184911;0.000737468;0.0019685;0.0019685;0.00847879;0;0.957288;1.3537;2.33766;0.0734109;0.0649947;0.0341298;0.0372879
2184;184;-0.341167;-1.74543;1.77846;0.00777269;-0.00072359;-0.00475002;-0.00131117;-0.00402643;0.00402643;0.00646152;0;0.950387;1.30845;3.10305;0.0840753;0.0725465;0.0424931;0.0440608
2200;184;-0.226889;-1.81864;1.83274;0.00679226;-0.00185387;-0.00111413;-0.00310218;0.000739743;0.000739743;0.00369007;0;0.915031;1.1638;5.21232;0.109126;0.0834184;0.0703549;0.0706745
2216;184;-0.126528;-1.77058;1.7751;0.00557397;-0.000184755;0.00471382;-0.00335096;0.00489858;0.00489858;0.002223;0;0.940867;1.29832;4.28663;0.072779;0.0542878;0.0484728;0.0485325
2232;184;-0.0585651;-1.68081;1.68183;0.00162933;0.00186837;0.00760117;-0.00696235;0.0057328;0.0057328;-0.00533302;0;0.950358;1.35524;4.51951;0.055994;0.033267;0.0450403;0.0450327
2248;184;-0.0647812;-1.54782;1.54918;-0.000337968;0.0018133;0.0059575;-0.00755915;0.0041442;0.0041442;-0.00789712;0;0.944716;1.32476;3.76249;0.0605366;0.0293298;0.052957;0.0529278
2264;184;-0.0457478;-1.49599;1.49669;0.00359629;0.000117123;0.00324317;-0.00504883;0.00312604;0.00312604;-0.00145255;0;0.961045;1.2206;4.82048;0.0378281;0.0257509;0.0277102;0.027712
2280;184;0.0409012;-1.43589;1.43648;0.00514264;2.33452e-05;0.0026872;-0.00560386;0.00266385;0.00266385;-0.000461221;0;0.955711;1.22483;100;0.0351044;0.0255434;0.0240802;0.0240857
2296;184;0.0964069;-1.40805;1.41135;0.0010465;-0.00197826;0.00241876;-0.00656424;0.00439702;0.00439702;-0.00551774;0;0.937641;1.17156;100;0.040465;0.0280637;0.0291522;0.0291526
2312;184;0.0850697;-1.36023;1.36289;-0.000263204;-0.00462618;0.00159559;-0.0083952;0.00622177;0.00622177;-0.0086584;0;0.935504;1.05339;100;0.0350922;0.0224148;0.0270007;0.0269869
2328;184;0.106672;-1.35508;1.35927;0.00286058;-0.00334025;0.00101354;-0.00674881;0.00435379;0.00435379;-0.00388823;0;0.969698;1.1599;100;0.0292156;0.0191424;0.0220708;0.0220556
2344;184;0.173559;-1.31846;1.32984;0.00500202;0.00159696;0.00294597;-0.00417897;0.00134901;0.00134901;0.000823051;0;0.959672;1.1551;100;0.0396437;0.0284703;0.0275875;0.0276095
2360;184;0.255093;-1.26853;1.29392;0.00469651;0.00570444;0.00279566;-0.00233445;-0.00290879;0.00290879;0.00236206;0;0.925785;1.39495;100;0.062909;0.056774;0.0270972;0.0289303
2376;184;0.312044;-1.23346;1.27232;0.00215563;0.00814515;0.00171086;-0.00302894;-0.00643429;0.00643429;-0.000873307;0;0.952593;1.2571;100;0.0578837;0.0563534;0.0132217;0.0190043
2392;184;0.312822;-1.21179;1.25151;-0.00345812;0.0100228;0.00129264;-0.00386225;-0.00873019;0.00873019;-0.00732037;0;0.949665;1.22676;100;0.0617023;0.0606004;0.0116084;0.0190744
2408;184;0.221516;-1.19305;1.21344;-0.00430164;0.00870121;0.000163088;-0.00494657;-0.00853812;0.00853812;-0.00924821;0;0.945998;1.10902;100;0.0590995;0.0547308;0.0223;0.0242162
2424;184;0.194824;-1.19342;1.20922;-0.000638098;0.00703516;0.00213141;-0.00357741;-0.00490374;0.00490374;-0.00421551;0;0.930628;1.09256;100;0.0684116;0.0608265;0.0313096;0.0325576
2440;184;0.193974;-1.11786;1.13456;-3.66668e-05;0.00590229;0.00632186;-0.000142405;0.000419567;0.000419567;-0.000179072;0;0.864648;0.990059;100;0.0984213;0.0888402;0.0423578;0.0449355
2456;184;0.215;-1.01952;1.04194;0.00683122;0.00642454;0.00363668;0.00144724;-0.00278786;0.00278786;0.00827846;0;0.699898;0.938339;100;0.150431;0.134951;0.0664657;0.0727562
2472;184;0.389963;-1.01559;1.08789;0.00866561;0.0108418;-0.00264101;-0.00077192;-0.0134828;0.0134828;0.00789369;6.36649e-06;0.643094;0.825652;100;0.148728;0.121395;0.0859253;0.0921514
2488;184;0.451147;-1.07354;1.16448;0.00022011;0.0125056;-0.00151112;-0.00212943;-0.0140167;0.0140167;-0.00190932;1.75173e-05;0.910348;1.27025;100;0.082379;0.0676034;0.0470753;0.0508234
2504;184;0.419352;-1.04293;1.12408;-0.00255734;0.00974701;0.0046872;-0.00251146;-0.00505981;0.00505981;-0.0050688;0;0.940048;1.22915;100;0.0591228;0.0476123;0.035051;0.0371046
2520;184;0.407846;-0.948072;1.03208;0.00470548;0.00343843;0.00427409;-0.000588636;0.000835658;0.000835658;0.00411684;0;0.902977;1.10203;3.36068;0.0743121;0.0521086;0.052981;0.0529117
2536;184;0.534567;-0.911827;1.05697;-0.00151441;0.000277847;0.00413558;-0.00131191;0.00385774;0.00385774;-0.00282631;0;0.885216;1.37336;100;0.10962;0.0578545;0.0931102;0.0856308
2552;184;0.469417;-0.845348;0.966937;-0.0100678;0.00173885;0.0050997;-0.00423885;0.00336085;0.00336085;-0.0143066;0;0;1.12924;0;0;0;0;0
8;200;0.0692971;0.014228;0.0707426;-0.0129561;-0.000427603;-0.00539206;0.0053036;-0.00496446;0.00496446;-0.00765247;0;0;0.619791;0;0;0;0;0
24;200;-0.0614185;-0.0665283;0.0905442;-0.00361783;0.00116437;-0.00187298;0.00522837;-0.00303736;0.00303736;0.00161054;0;0.15053;0.568249;1.51766;0.175843;0.134521;0.113247;0.159917
40;200;-0.0389709;-0.136251;0.141715;0.00743486;-0.00805382;0.00798938;-0.00247887;0.0160432;0.0160432;0.00495599;3.97745e-05;0.164432;0.579806;1.62642;0.262907;0.176897;0.194493;0.238371
56;200;0.114132;0.0766907;0.137505;0.00287168;0.00163189;-0.0120592;0.00585389;-0.013691;0.013691;0.00872557;1.74558e-05;0.180757;0.545202;1.71448;0.276453;0.185679;0.204815;0.252287
72;200;0.0462074;-0.373981;0.376825;-0.00347183;0.00558989;0.00945332;0.0196097;0.00386342;0.00386342;0.0161378;0;0.177066;0.538746;1.61261;0.396719;0.187565;0.349579;0.358647
88;200;0.0686455;0.346989;0.353714;0.00770261;-0.00621162;0.0250718;-0.0221874;0.0312834;0.0312834;-0.0144848;0;0.189729;0.517838;1.80247;0.410976;0.209971;0.353289;0.367662
104;200;0.263729;0.211096;0.337808;0.0121413;-0.0243031;-0.0178653;-0.0143727;0.00643777;0.00643777;-0.00223137;0;0.179383;0.639387;1.63939;0.302112;0.219628;0.207449;0.242868
120;200;0.375404;-0.0564747;0.379629;-0.00349384;-0.0342709;-0.0142787;-0.0043057;0.0199922;0.0199922;-0.00779954;0;0.121656;0.482268;1.52241;0.315557;0.235417;0.210131;0.256201
136;200;0.169146;-0.171553;0.240916;-0.0146717;-0.0344977;0.0028867;-0.00477536;0.0373844;0.0373844;-0.0194471;7.51001e-05;0.182116;0.510452;1.60273;0.230929;0.154891;0.17128;0.18739
152;200;-0.0172062;0.027317;0.0322843;-0.00764481;-0.0144445;0.0180198;-0.00451278;0.0324644;0.0324644;-0.0121576;0.000257835;0.278813;0.633414;2.13199;0.176712;0.118129;0.131426;0.173936
168;200;-0.0601807;0.327183;0.332671;0.00145668;-0.00717521;0.0153322;-0.000396401;0.0225074;0.0225074;0.00106028;0.000109153;0.388742;0.757487;2.75602;0.1349;0.0941937;0.0965694;0.0998574
184;200;0.00859833;0.473598;0.473677;0.0057666;-0.00353015;0.00294216;0.00459361;0.00647232;0.00647232;0.0103602;1.00423e-05;0.578892;0.943909;2.75422;0.0962451;0.0726932;0.0630779;0.0640377
200;200;0.0958996;0.454918;0.464916;0.00389799;-0.00199345;-0.000978281;0.0153878;0.00101517;0.00101517;0.0192858;0;0.611034;0.905198;2.70516;0.092534;0.0659684;0.06489;0.0655925
216;200;0.124249;0.484303;0.499987;0.000395199;0.0019595;0.00545429;0.00553544;0.00349479;0.00349479;0.00593064;0;0.652036;0.867179;3.67339;0.0802741;0.0547928;0.0586658;0.058744
232;200;0.116606;0.600645;0.611859;-0.000801245;0.00238776;0.00401107;0.00056386;0.00162331;0.00162331;-0.000237385;0;0.81553;1.18633;100;0.0556987;0.0385277;0.040224;0.040237
248;200;0.0983696;0.592192;0.600306;-0.00251227;0.00217059;-0.00274724;-0.00312402;-0.00491783;0.00491783;-0.00563628;5.86957e-06;0.848404;1.39046;100;0.0541796;0.034057;0.0421373;0.0419866
264;200;0.0427074;0.547905;0.549567;-0.00303276;0.000126203;-0.000225902;-0.0091902;-0.000352104;0.000352104;-0.012223;0;0.749941;1.18021;100;0.0830323;0.0429634;0.0710528;0.0709987
280;200;0.0154171;0.589851;0.590053;-1.71264e-05;-0.00152706;0.00322512;-0.00992152;0.00475218;0.00475218;-0.00993865;0;0.692537;0.994883;100;0.100286;0.047784;0.0881706;0.0882343
296;200;0.0352764;0.625296;0.62629;0.00117494;9.06487e-05;0.000159631;-0.00312995;6.89824e-05;6.89824e-05;-0.00195501;0;0.702049;1.13195;100;0.0904654;0.0466183;0.0775289;0.0775292
312;200;0.0422096;0.592094;0.593597;-0.000262022;0.00309069;-0.0031944;0.000773132;-0.00628509;0.00628509;0.00051111;9.60502e-06;0.710685;0.916103;100;0.0634305;0.0344709;0.0532464;0.0532066
328;200;0.0314598;0.5352;0.536124;-0.000417511;0.00351703;-0.00372268;0.000804335;-0.00723971;0.00723971;0.000386824;1.27195e-05;0.80172;1.02468;100;0.0411938;0.0253916;0.0324376;0.0324383
344;200;0.0351925;0.482412;0.483694;0.00116478;0.00286734;-0.00287445;0.00405667;-0.00574179;0.00574179;0.00522146;6.15129e-06;0.769706;0.942067;100;0.0425937;0.025147;0.0343781;0.0343609
360;200;0.0593014;0.462593;0.466379;0.000287582;0.00322045;0.00287169;0.00223308;-0.000348757;0.000348757;0.00252066;0;0.723228;0.836046;100;0.0451025;0.0242304;0.0380411;0.0378804
376;200;0.0413036;0.563133;0.564646;-0.00123589;0.00259772;0.0059927;0.00162938;0.00339498;0.00339498;0.00039349;0;0.880244;1.1469;100;0.0388302;0.016599;0.0351035;0.0350342
392;200;0.0251331;0.629602;0.630104;-0.00140818;0.00170843;0.00329493;0.00214148;0.00158651;0.00158651;0.000733296;0;0.928598;1.27071;100;0.0457843;0.0135925;0.0437201;0.0436898
408;200;-0.000862122;0.667889;0.667889;-0.0011026;0.00118385;0.00087137;0.00220476;-0.000312477;0.000312477;0.00110216;0;0.957983;1.33058;3.62527;0.042078;0.0111167;0.0405829;0.0405833
424;200;-0.00765419;0.668009;0.668053;-0.000175506;0.000462383;0.000842134;0.00122531;0.000379751;0.000379751;0.00104981;0;0.950741;1.34011;4.15432;0.0422849;0.0123227;0.0404495;0.0404478
440;200;-0.00929642;0.703081;0.703143;2.51333e-06;1.26859e-05;0.00277215;-0.0017933;0.00275947;0.00275947;-0.00179078;0;0.942463;1.22595;100;0.0341137;0.0144188;0.0309168;0.0309161
