x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity w_z (dv/dx - du/dy) [S];|Vorticity| [S];Divergence 2D (du/dx + dv/dy) [S];Swirling strength 2D (L_ci) [S^2];Correlation value [];Particle size [counts];Peak ratio [];Uncertainty V [pixel];Uncertainty Vx [pixel];Uncertainty Vy [pixel];Uncertainty |V| [pixel]
568;872;6.02617;0.135605;6.02769;-0.0339404;0.0988052;0.103336;-0.00329506;0.0045309;0.0045309;-0.0372355;0;0.404242;2.05784;100;0.521662;0.31695;0.414336;0.318277
584;872;5.2204;1.58513;5.45576;-0.070027;0.109132;0.0290265;0.0126585;-0.0801052;0.0801052;-0.0573684;0;0.383448;2.08522;1.08544;1.30527;0.837626;1.00106;1.00702
600;872;4.0184;1.01533;4.14469;-0.0574309;0.0521184;-0.0518386;-0.00289323;-0.103957;0.103957;-0.0603241;0.00195816;0.748676;1.57973;4.86318;1.05094;0.524977;0.910426;0.587306
616;872;3.51882;0.262127;3.52857;-0.0176057;0.0404725;-0.0288688;0.0236845;-0.0693413;0.0693413;0.00607885;0.000742172;0.729412;1.60041;4.1403;1.08685;0.507848;0.960907;0.570093
632;872;3.44026;-0.495438;3.47575;0.0133823;0.0376078;-0.160545;0.0882669;-0.198153;0.198153;0.101649;0.00463581;0.181524;1.81487;100;1.34927;0.809509;1.07946;0.875655
648;872;3.97556;-4.95822;6.35523;0.0597623;0.0251198;-0.326247;0.118093;-0.351367;0.351367;0.177855;0.00734463;0;2.35248;1;0;0;0;0
664;872;5.10286;-9.92281;11.158;0.0449637;0.040327;-0.273672;0.16735;-0.313999;0.313999;0.212313;0.00729179;0.253312;2.21857;100;1.56483;1.12707;1.08555;1.10004
680;872;5.3453;-12.5175;13.611;0.0133537;0.0553878;0.0838783;0.224967;0.0284905;0.0284905;0.23832;0;0.374685;1.88513;100;1.44788;1.04228;1.00499;1.01389
696;872;5.76518;-8.42436;10.2082;0.0669383;-0.111678;0.146411;-0.0766677;0.258089;0.258089;-0.0097294;0.0111952;0.247414;1.42971;100;1.43021;1.00471;1.01788;1.01367
712;872;6.71016;-9.07521;11.2865;-0.130716;-0.167142;-0.104562;0.0232749;0.06258;0.06258;-0.107441;0;0;0.982531;1;0;0;0;0
728;872;3.16958;-10.4957;10.9639;0.0956354;-0.116736;0.00665314;-0.0152993;0.123389;0.123389;0.0803361;0;0.390313;1.2113;1.52423;1.29495;1.20832;0.465669;0.580378
744;872;9.67802;-9.01234;13.2245;0.315944;-0.146118;0.0470314;-0.0331382;0.193149;0.193149;0.282806;0;0.208034;1.24514;100;0.876299;0.709366;0.514491;0.53004
760;872;11.1461;-9.19874;14.4517;-0.0324918;-0.22931;0.0385304;0.1261;0.267841;0.267841;0.0936079;0.00254759;0.370044;1.53676;1.06068;1.14612;0.516774;1.023;0.935671
776;872;9.86105;-7.72952;12.5294;-0.0378737;-0.0415122;0.0641368;0.011591;0.105649;0.105649;-0.0262827;0.00205077;0.332945;1.41107;1.08722;1.52639;0.574334;1.41421;1.20465
792;872;10.8722;-7.63098;13.283;0.195003;-0.0427278;-0.0489272;0.00864793;-0.00619944;0.00619944;0.203651;0;0;0.945888;1;0;0;0;0
808;872;14.7587;-8.78451;17.1752;0.0612311;-0.0135917;-0.0238554;0.135016;-0.0102637;0.0102637;0.196248;0;0.351508;1.44547;100;1.42514;1.0017;1.01371;1.00935
824;872;12.8871;-8.24462;15.2987;-0.0410879;-0.0158893;0.0301365;0.058382;0.0460258;0.0460258;0.0172941;0;0.345903;1.69402;100;1.55597;1.18622;1.00693;1.13951
840;872;14.2237;-8.05836;16.3478;0.0699716;0.0824839;0.0174926;-0.0159719;-0.0649913;0.0649913;0.0539998;0;0;1.87239;1;0;0;0;0
856;872;14.4808;-7.60802;16.3577;-0.0224181;0.0928064;0.0414263;-0.0101694;-0.05138;0.05138;-0.0325875;0;0.22635;1.74892;1.0444;1.2057;1.07292;0.550059;0.763621
872;872;14.0736;-7.05032;15.7408;0.061394;-0.00462898;-0.0211488;0.0680039;-0.0165198;0.0165198;0.129398;0;0.333025;1.88021;1.42823;1.11726;1.04714;0.389579;0.694275
888;872;15.9904;-8.13417;17.9404;0.0381553;0.1232;-0.0551789;0.0117081;-0.178378;0.178378;0.0498634;0.00662315;0.298136;1.54532;1.21006;1.14377;1.04609;0.462484;0.956137
904;872;14.5128;-8.20696;16.6726;-0.200208;0.103193;0.0749898;0.0251076;-0.0282035;0.0282035;-0.1751;0;0.369004;0.906469;1.26384;1.42292;1.00199;1.01032;1.00585
920;872;10.6691;-6.26679;12.3734;-0.156963;-0.00549276;0.0675727;-0.0286458;0.0730654;0.0730654;-0.185608;0;0.434984;1.27802;2.06672;1.44489;1.01441;1.02892;1.022
936;872;9.94307;-6.50931;11.8843;-0.0158393;-0.0338792;-0.0526421;0.054235;-0.0187628;0.0187628;0.0383957;0;0;2.3476;1;0;0;0;0
952;872;9.56907;-7.52694;12.1746;-0.0385805;0.136997;-0.0545076;-0.0280269;-0.191504;0.191504;-0.0666074;0.00743951;0.211175;2.01551;100;1.44021;1.01956;1.0172;1.02513
968;872;8.75403;-8.1809;11.9817;-0.0450941;0.0162783;-0.0397568;-0.00240927;-0.0560351;0.0560351;-0.0475033;0.000191675;0.412075;1.3744;100;1.51849;1.10254;1.04413;1.08978
984;872;8.56419;-9.17401;12.5502;0.0783872;0.0449388;-0.138307;-0.00449886;-0.183246;0.183246;0.0738883;0.00449784;0.261498;1.232;1.0352;1.22743;1.04864;0.637904;0.656554
1000;872;10.5621;-12.0526;16.0257;0.0102204;0.0153642;-0.114662;0.0832065;-0.130026;0.130026;0.0934268;0.000429938;0.25876;1.31166;100;0.716549;0.594484;0.400039;0.494316
1016;872;8.98334;-11.9457;14.9466;-0.0320852;-0.0373286;0.145967;0.0816023;0.183296;0.183296;0.0495171;0.00221755;0.351942;1.24005;100;0.744571;0.627471;0.400832;0.495316
1032;872;10.1449;-8.33942;13.1326;0.0853069;-0.0885994;0.128986;-0.138006;0.217586;0.217586;-0.0526988;0;0;1.50752;1;0;0;0;0
1048;872;11.387;-7.49417;13.6318;0.111927;-0.138588;0.235894;0.00373984;0.374483;0.374483;0.115667;0.029766;0;1.56986;1;0;0;0;0
1064;872;13.4125;-1.20568;13.4666;0.0352775;-0.0490324;0.288819;0.00634613;0.337851;0.337851;0.0416236;0.0139522;0.488765;2.01645;100;1.7399;1.08697;1.35858;1.09788
1080;872;13.634;-0.167538;13.635;0.281702;-0.0783013;-0.183231;-0.0171846;-0.104929;0.104929;0.264517;0;0.492661;2.05174;100;1.79471;1.10499;1.41421;1.11463
1096;872;21.3475;-5.17961;21.9668;0.301713;-0.262189;-0.155064;-0.0485449;0.107126;0.107126;0.253168;0;0.5451;1.91969;2.01584;1.76348;1.21828;1.27501;1.22372
1112;872;20.78;-4.1053;21.1816;-0.35351;-0.229825;0.101587;-0.0775364;0.331412;0.331412;-0.431047;0.0043068;0.317563;1.87772;1.03049;1.2616;0.968076;0.808983;0.927745
1128;872;12.6516;-2.93552;12.9877;-0.314589;-0.210925;0.0770376;-0.0921117;0.287962;0.287962;-0.4067;0.00387515;0.338916;1.70623;100;1.58787;1.21377;1.02376;1.1658
1144;872;11.9414;-1.71955;12.0646;-0.0113953;-0.181145;0.0652704;-0.0639932;0.246415;0.246415;-0.0753884;0.0111318;0;2.12701;1;0;0;0;0
1160;872;11.0399;-0.884835;11.0754;-0.0621453;-0.131559;0.0454435;-0.0605146;0.177002;0.177002;-0.12266;0.00597782;0.0836063;1.31413;100;1.26007;0.754627;1.00911;0.848237
1176;872;10.0743;-0.231717;10.0769;-0.0450251;-0.154476;0.0343258;-0.0776667;0.188802;0.188802;-0.122692;0.00503614;0.158463;1.12062;100;1.5946;1.00215;1.24034;1.01637
1192;872;9.64639;0.241972;9.64942;-0.0152989;-0.166074;0.0296562;-0.0873173;0.19573;0.19573;-0.102616;0.00362846;0;1.3566;1;0;0;0;0
1208;872;9.43776;0.70435;9.46401;-0.0218435;-0.148895;0.0224361;-0.0366629;0.171331;0.171331;-0.0585064;0.00328573;0;1.4047;1;0;0;0;0
1224;872;8.88523;0.909717;8.93167;-0.060047;-0.086348;0.00547657;-0.0383932;0.0918246;0.0918246;-0.0984402;0.000355669;0;1.13641;1;0;0;0;0
1240;872;8.17893;0.802509;8.2182;0.0963421;-0.368718;-0.0402767;0.020429;0.328441;0.328441;0.116771;0;0;2.11796;1;0;0;0;0
1256;872;11.1047;-0.0242538;11.1047;0.044749;-0.108687;0.0178858;-0.0614633;0.126572;0.126572;-0.0167142;0;0.184777;2.20271;100;2;1.41421;1.41421;1.42545
1272;872;8.69599;0.965699;8.74944;-0.279097;-0.102767;-0.0532634;-0.0472278;0.049504;0.049504;-0.326324;0;0;2.10877;1;0;0;0;0
1288;872;4.42989;-1.21884;4.59451;0.00869519;-0.113492;0.0172336;-0.10442;0.130726;0.130726;-0.0957249;0;0.223319;1.65309;100;1.95153;1.3448;1.41421;1.4117
1304;872;8.36688;1.4724;8.49545;0.11397;-0.178505;0.0825081;-0.223889;0.261013;0.261013;-0.109919;0;0;1.70102;1;0;0;0;0
1320;872;6.80239;0.720518;6.84045;-0.117965;-0.114365;-0.0485075;-0.173594;0.0658578;0.0658578;-0.291558;0;0.271866;1.68875;1.19022;1.24444;1.15063;0.473995;1.13302
1336;872;5.79383;0.639004;5.82896;-0.0448529;-0.305312;0.0298031;-0.261386;0.335115;0.335115;-0.306238;0;0.464606;1.95624;1.48489;0.968878;0.873564;0.419058;0.870142
1352;872;6.49469;1.42741;6.6497;0.341398;-0.0987422;0.0387976;-0.206548;0.13754;0.13754;0.13485;0;0.450952;1.71413;1.64755;1.18655;1.05475;0.5435;1.03826
1368;872;14.517;1.40535;14.5848;0.16398;-0.0482788;-0.0688856;-0.0212797;-0.0206069;0.0206069;0.1427;0;0.30549;1.43768;100;1.3586;1.22086;0.59607;1.21682
1384;872;11.0391;-0.597857;11.0553;-0.178607;0.01349;-0.12935;-0.0454202;-0.14284;0.14284;-0.224027;0;0.393884;2.05171;1.0557;0.817668;0.754594;0.314912;0.75374
1400;872;10.6653;-2.3371;10.9183;-0.0129819;-0.071622;-0.0891725;0.0914142;-0.0175505;0.0175505;0.0784323;0;0.499176;1.75661;2.25294;0.659471;0.6032;0.266555;0.592052
1416;872;9.97373;-3.67702;10.63;-0.072485;-0.0261032;-0.124677;0.142833;-0.0985736;0.0985736;0.0703482;0;0.459422;1.45397;1.30504;0.922281;0.831214;0.399607;0.792498
1432;872;8.48634;-6.10685;10.4552;-0.0773229;-0.261272;-0.105028;0.246101;0.156244;0.156244;0.168778;0;0.430508;1.19009;1.41906;1.17751;1.02976;0.57107;0.902222
1448;872;7.5248;-6.81791;10.1541;-0.0892523;0.113373;-0.0285321;0.0628578;-0.141905;0.141905;-0.0263945;0;0.402377;1.029;1.91249;1.63531;1.41421;0.821123;0.887927
1464;872;5.91977;-7.29887;9.39772;-0.0303317;-0.433286;-0.0251125;0.0688092;0.408174;0.408174;0.0384776;0;0.325856;0.893872;1.35459;0.991339;0.775189;0.617928;0.686926
1480;872;6.57758;-7.73499;10.1536;0.0321858;-0.175593;-0.0581365;0.108717;0.117457;0.117457;0.140903;0;0.620543;1.17721;3.39955;0.52148;0.297887;0.428024;0.379132
1496;872;6.73225;-8.62189;10.9389;0.032926;-0.25831;0.066903;0.123177;0.325213;0.325213;0.156103;0.0152454;0.608402;1.36955;2.7248;0.43576;0.269131;0.342717;0.316974
1512;872;7.84496;-6.23988;10.0239;0.119785;-0.159513;0.0158072;0.183154;0.175321;0.175321;0.302939;0.00151753;0.41856;1.36504;1.31677;0.510796;0.312862;0.403769;0.351178
1528;872;9.73706;-8.18335;12.7192;-0.000678201;-0.160693;-0.0503838;0.12835;0.110309;0.110309;0.127671;0;0.652706;1.53827;100;0.463888;0.28335;0.367294;0.320903
1544;872;7.61742;-7.26162;10.5241;-0.176562;-0.1656;0.049446;0.0794838;0.215046;0.215046;-0.0970782;0;0.547209;1.54322;100;0.338055;0.164293;0.295447;0.23609
1560;872;5.04213;-7.1221;8.72625;-0.114519;-0.116473;-0.00872981;0.0486669;0.107743;0.107743;-0.065852;0;0.614629;1.38211;2.8393;0.276253;0.15615;0.227888;0.206765
1576;872;4.18547;-7.24358;8.36586;-0.00788766;-0.0951239;0.0306552;0.0213478;0.125779;0.125779;0.0134601;0.00270236;0.592328;1.32116;100;0.443616;0.219659;0.385416;0.351489
1592;872;4.26909;-6.36291;7.66236;-0.0369973;-0.0105546;0.00572405;0.0403519;0.0162787;0.0162787;0.00335456;0;0.549608;1.48715;100;0.580313;0.282709;0.506793;0.48303
1608;872;2.94753;-7.07382;7.66335;-0.0750185;-0.0872953;-0.0257313;-0.0365821;0.061564;0.061564;-0.111601;0;0.446691;1.41665;1.10061;0.79451;0.357977;0.709294;0.676784
1624;872;2.24207;-6.86304;7.21999;-0.0207507;-0.0290613;0.0319114;0.0180931;0.0609726;0.0609726;-0.00265762;0.000550175;0.489448;1.31946;1.20326;0.990254;0.475161;0.868807;0.645153
1640;872;2.37282;-6.30429;6.73604;0.0459692;0.0205104;0.0151107;0.0478855;-0.0053997;0.0053997;0.0938547;0;0.396926;1.34353;1.01077;0.783156;0.354428;0.698365;0.666131
1656;872;3.65555;-6.33359;7.31283;0.0988263;0.0374934;0.0173876;0.0344936;-0.0201057;0.0201057;0.13332;0;0.668569;1.43587;100;0.408794;0.225047;0.341271;0.316414
1672;872;5.42932;-5.73946;7.90056;0.135332;-0.0039959;0.0246967;-0.0166967;0.0286926;0.0286926;0.118635;0;0.780273;1.3809;100;0.366562;0.26118;0.257202;0.259228
1688;872;7.71941;-5.68287;9.58563;0.112452;0.00865247;-0.00480371;-0.0235619;-0.0134562;0.0134562;0.08889;0;0.825168;1.43542;100;0.420237;0.31966;0.272793;0.304142
1704;872;8.89993;-5.84027;10.6451;0.0650741;-0.0157647;-0.0197957;0.0194827;-0.00403099;0.00403099;0.0845568;0;0.871279;1.51788;100;0.411881;0.309197;0.272108;0.298616
1720;872;9.82971;-6.21776;11.6312;0.0275342;-0.0196202;-0.0123128;0.057273;0.00730741;0.00730741;0.0848072;0;0.859869;1.52166;100;0.481911;0.348135;0.333227;0.34408
1736;872;9.81747;-6.21776;11.6208;-0.00600759;-0.0611807;0.00644459;0.0620058;0.0676253;0.0676253;0.0559982;0;0.730984;1.4159;100;0.726096;0.509044;0.517773;0.512068
1752;872;9.77316;-6.33876;11.6488;0.0124532;-0.0664291;-0.0592624;0.0328607;0.00716673;0.00716673;0.045314;0;0.364683;1.49638;100;1.4271;1.05496;0.961083;1.03149
1768;872;9.60094;-8.04565;12.5264;-0.198914;-0.0403806;-0.116922;0.088861;-0.0765412;0.0765412;-0.110053;0;0.473433;1.50487;100;1.1737;1.00923;0.599186;0.991452
1784;872;5.70641;-9.46249;11.05;0.251732;0.0400507;-0.018419;0.0370287;-0.0584696;0.0584696;0.288761;0;0.488428;1.59846;1.70753;1.16929;1.00691;0.594454;0.98922
1800;872;15.4749;-8.7586;17.7816;0.113823;-0.285602;0.0427321;-0.0855968;0.328334;0.328334;0.0282265;0.00226226;0.334781;1.44865;1.07418;1.49038;1.00775;1.09803;1.03182
1816;872;8.43256;-8.5059;11.9774;-0.273608;-0.0588712;-0.00166393;0.0508175;0.0572073;0.0572073;-0.222791;0;0.461972;1.38679;100;1.51821;1.09602;1.05057;1.07762
1832;872;9.55611;-8.59748;12.8544;0.118448;-0.0883991;0.0174437;0.00644586;0.105843;0.105843;0.124894;0;0.546969;1.50682;100;0.810755;0.691833;0.422718;0.587521
1848;872;10.8885;-7.85409;13.4256;0.107413;0.0215939;0.0698422;-0.021484;0.0482483;0.0482483;0.0859294;0;0.486357;1.74344;1.21735;0.541905;0.384285;0.382081;0.383688
1864;872;12.3805;-6.89332;14.1702;-0.0252229;-0.0051344;-0.031656;-0.0738312;-0.0265216;0.0265216;-0.0990541;0;0.478845;1.83852;1.62702;0.859924;0.71202;0.482179;0.703523
1880;872;10.4044;-8.2823;13.2985;-0.0804736;0.0224357;0.0358203;-0.164183;0.0133847;0.0133847;-0.244656;0;0.439215;1.46867;1.5839;1.4349;1.23679;0.727511;1.0713
1896;872;10.5264;-5.94522;12.0893;0.0440174;0.0169508;0.0472309;-0.11369;0.0302801;0.0302801;-0.0696726;0;0.425757;1.63327;1.10679;1.18485;0.633924;1.001;0.743263
1912;872;11.5065;-7.1468;13.5453;0.0729016;0.0348558;-0.0444744;-0.0896368;-0.0793302;0.0793302;-0.0167352;0;0.652772;1.90423;1.10535;0.64683;0.343088;0.548342;0.411122
1928;872;12.7453;-6.87767;14.4826;0.095676;-0.00560364;-0.0165987;-0.0508147;-0.0109951;0.0109951;0.0448612;0;0.653685;1.81623;1.34769;0.513689;0.295212;0.420389;0.327834
1944;872;14.159;-7.20281;15.8857;0.0160053;-0.122483;0.121066;0.062167;0.243549;0.243549;0.0781724;0.0142958;0.467671;1.72652;100;0.55723;0.378484;0.408968;0.385084
1960;872;13.3767;-3.20636;13.7556;-0.0325112;-0.0253197;0.217772;-0.0462275;0.243092;0.243092;-0.0787386;0.00546688;0.224689;1.57216;100;0.698299;0.533944;0.450028;0.519153
1976;872;13.484;-1.0209;13.5226;0.0111492;-0.0365567;0.113828;0.032399;0.150385;0.150385;0.0435482;0.00404829;0.310024;1.61103;1.43009;0.976379;0.65235;0.726468;0.653957
1992;872;13.5879;0.765417;13.6094;0.0252957;-0.0266242;0.10513;0.00986636;0.131754;0.131754;0.035162;0.00273948;0.720093;1.86051;100;1.32427;0.994401;0.874558;0.995629
2008;872;13.708;2.71639;13.9746;-0.133491;-0.0687505;0.211221;-0.105373;0.279972;0.279972;-0.238864;0.0143239;0.317793;1.14028;1.07595;1.80135;1.35081;1.19172;1.34904
2024;872;10.3118;6.50697;12.1932;-0.0239243;0.024149;0.0441019;-0.226227;0.0199529;0.0199529;-0.250151;0;0.390999;1.32681;1.45381;2;1.41421;1.41421;1.42359
2040;872;12.906;4.35708;13.6217;0.0755267;-0.173106;-0.0565759;-0.0619754;0.11653;0.11653;0.0135513;0;0.387085;1.70792;1.30951;1.81624;1.41421;1.13962;1.39231
2056;872;11.7656;5.42339;12.9554;-0.0972219;-0.0995728;0.0327783;0.00749039;0.132351;0.132351;-0.0897315;0.000522661;0.409633;1.61109;1.36561;1.44395;1.19166;0.815433;1.13665
2072;872;10.8367;4.91032;11.8973;0.0278403;0.0727654;-0.0187925;0.0742393;-0.0915579;0.0915579;0.10208;0.000829227;0.434402;1.56979;1.55268;1.16437;1.00133;0.594233;0.945484
2088;872;12.4241;4.63951;13.2621;0.0664353;0.0742181;-0.111956;0.134531;-0.186174;0.186174;0.200966;0.00714993;0.492342;1.61562;100;0.877593;0.782345;0.397626;0.746251
2104;872;12.8288;1.69415;12.9402;0.074863;0.0178064;-0.132539;0.116406;-0.150345;0.150345;0.191269;0.00192859;0.376311;1.49963;1.38926;0.999157;0.920452;0.388693;0.914061
2120;872;14.9467;1.1896;14.9939;0.126461;0.0267469;0.0464864;0.112288;0.0197395;0.0197395;0.238748;0;0.469405;1.34116;1.49748;1.13956;1.05412;0.432921;0.963229
2136;872;16.6435;2.75849;16.8706;0.115339;-0.0522759;0.0972103;0.256565;0.149486;0.149486;0.371904;9.55891e-05;0.344318;1.50276;1.49144;1.1108;1.06897;0.301989;1.05581
2152;872;18.6613;4.22883;19.1344;0.138924;-0.0539673;0.156708;0.27702;0.210675;0.210675;0.415944;0.00368946;0.477695;1.76425;100;0.643128;0.590927;0.25381;0.579061
2168;872;20.4008;7.34361;21.6823;0.00652654;0.193135;0.160569;0.0674348;-0.0325663;0.0325663;0.0739614;0;0.507728;1.65197;1.89864;0.612133;0.504526;0.346641;0.489054
2184;872;18.3313;7.78276;19.915;-0.277347;-0.210968;-0.248992;-0.126809;-0.0380242;0.0380242;-0.404157;0;0.367209;1.35852;100;0.983252;0.769856;0.611643;0.748152
2200;872;12.7504;0.36063;12.7555;-0.270982;-0.216193;-0.429967;0.054974;-0.213774;0.213774;-0.216008;0;0.218798;1.35498;100;1.48109;1.01688;1.07684;1.02095
2216;872;10.7092;-3.82858;11.373;-0.0201816;-0.0791817;-0.0744657;0.219435;0.00471597;0.00471597;0.199253;0;0.496809;1.51582;100;1.43696;0.806557;1.18925;0.866615
2232;872;11.4523;-2.99339;11.837;0.0490863;-0.180626;-0.0229239;-0.00696959;0.157702;0.157702;0.0421167;0;0.522539;1.77928;100;0.836531;0.67065;0.500013;0.661442
2248;872;11.8209;-4.75195;12.7403;0.0397298;-0.0658107;-0.00583474;0.339989;0.0599759;0.0599759;0.379719;0;0.631053;1.80633;3.03569;0.687455;0.625022;0.286253;0.589806
2264;872;12.2197;-2.62498;12.4984;-0.0915399;-0.131591;0.19403;0.205586;0.325621;0.325621;0.114046;0.00346164;0.319826;1.69465;1.09977;0.850841;0.716591;0.458724;0.707445
2280;872;9.22027;0.238945;9.22337;-0.142445;-0.145126;0.0682717;0.103928;0.213398;0.213398;-0.0385167;0;0.340824;1.76611;1.24279;1.5092;1.41421;0.526954;1.36303
2296;872;8.22301;-0.319918;8.22923;-0.0530275;-0.0890318;-0.00492999;0.00164129;0.0841019;0.0841019;-0.0513862;0;0.417519;1.69619;1.00161;1.61366;1.41421;0.777119;1.32281
2312;872;7.19696;0.580362;7.22032;-0.0618585;-0.0331565;0.0508349;-0.0140357;0.0839915;0.0839915;-0.0758942;0.00111376;0.366511;1.94066;100;1.87439;1.41421;1.23018;1.38126
2328;872;6.21443;1.05292;6.303;-0.0687076;0.00482295;0.0250356;0.0353205;0.0202127;0.0202127;-0.0333872;0;0.179786;2.0538;100;2;1.41421;1.41421;1.41925
2344;872;5.02844;1.46131;5.23647;-0.072394;-0.0247618;0.0298514;0.0387632;0.0546132;0.0546132;-0.0336308;0;0;1.25149;1;0;0;0;0
2360;872;4.06677;1.92081;4.49757;-0.0347863;0.013317;0.010261;0.0181936;-0.00305597;0.00305597;-0.0165927;0;0.815647;1.56036;100;0.363172;0.349274;0.0995044;0.318881
2376;872;3.91534;1.79206;4.30596;0.0026232;0.0134884;-0.00914086;0.0236548;-0.0226293;0.0226293;0.026278;1.27143e-05;0.942592;1.65377;100;0.28708;0.280965;0.0589358;0.256765
2392;872;3.98854;1.72878;4.34708;0.0028122;0.0315272;-0.00315595;0.0293725;-0.0346831;0.0346831;0.0321847;0;0.911138;1.50783;100;0.342967;0.320659;0.121673;0.298328
2408;872;3.89894;1.68013;4.24553;-0.0206384;0.0463749;-0.00254262;0.0274336;-0.0489175;0.0489175;0.00679518;0;0.888259;1.51887;100;0.362005;0.306186;0.193127;0.291633
2424;872;3.39562;1.63134;3.76716;-0.0284289;0.05213;-0.00557172;0.0294964;-0.0577017;0.0577017;0.00106748;0;0.90693;1.58565;100;0.306358;0.259572;0.162719;0.244556
2440;872;3.13455;1.50067;3.47525;-0.000451177;0.0293089;-0.00908858;0.02442;-0.0383975;0.0383975;0.0239688;0.000111732;0.840828;1.17858;100;0.33266;0.293843;0.155946;0.273737
2456;872;3.33178;1.36287;3.59975;0.0133499;0.0160724;-0.00706613;0.0212282;-0.0231385;0.0231385;0.034578;9.80525e-05;0.889902;1.37234;100;0.14501;0.133977;0.0554789;0.125787
2472;872;3.47483;1.2774;3.70219;0.00806392;0.000828882;-0.00511269;0.0131212;-0.00594157;0.00594157;0.0211851;0;0.886149;1.29858;100;0.21749;0.207731;0.064419;0.19628
2488;872;3.55475;1.20189;3.75244;-0.00249472;0.00703351;-0.00248208;0.0161751;-0.00951558;0.00951558;0.0136804;0;0.580693;0.71771;100;0.655606;0.633046;0.170505;0.603166
2504;872;3.37004;1.19443;3.57545;-0.0205308;0.00370776;-0.00021404;0.0175137;-0.0039218;0.0039218;-0.00301719;0;0.347541;0.747375;2.35701;0.943689;0.907368;0.259294;0.863024
2520;872;2.97242;1.17569;3.19648;-0.0226964;0.00231001;-0.00337761;0.0151322;-0.00568762;0.00568762;-0.0075642;0;0.863129;0.964274;100;0.615102;0.590065;0.173708;0.553882
2536;872;2.75809;1.1089;2.97267;0.00440874;0.00375797;0.0014938;0.0114139;-0.00226417;0.00226417;0.0158227;0;0.963606;1.44824;100;0.500294;0.482096;0.133709;0.451024
2552;872;3.01689;1.16614;3.23442;0.0309597;-0.00482723;0.00745269;0.00937225;0.0122799;0.0122799;0.040332;0;0;1.46841;0;0;0;0;0
8;888;0.170021;0.163623;0.235966;-0.00481476;-0.00201116;0.00247573;0.00109158;0.00448689;0.00448689;-0.00372319;0;0;0.482698;0;0;0;0;0
24;888;0.0956268;0.19548;0.217617;-0.00303718;-0.00544887;0.000336231;-0.00752562;0.0057851;0.0057851;-0.0105628;0;0.345478;0.485279;1.28399;0.214982;0.0644552;0.205092;0.197063
40;888;0.026516;0.211828;0.213481;0.000489614;-0.0116573;-0.00316927;-0.0150899;0.00848801;0.00848801;-0.0146003;0;0.741471;0.51457;1.03345;0.427582;0.290214;0.31401;0.391446
56;888;0.101635;0.10033;0.142814;0.00427797;-0.00892614;-0.00745658;-0.00713746;0.00146956;0.00146956;-0.00285948;0;0.928997;0.677026;100;0.636068;0.516102;0.371781;0.621475
72;888;0.124081;0.0109234;0.124561;-0.00192599;-0.00912919;-0.00239175;-0.00220689;0.00673744;0.00673744;-0.00413289;0;0.984128;1.08876;100;0.440123;0.3695;0.239119;0.426018
88;888;0.0547733;0.0199051;0.058278;-0.00385343;-0.00492183;0.00107131;-0.000408381;0.00599315;0.00599315;-0.00426181;2.30574e-06;0.996292;2.09561;100;0.252073;0.226598;0.110427;0.246622
104;888;0.0214138;0.0276413;0.0349656;-0.000939945;-0.00194159;0.00022617;-0.000500441;0.00216776;0.00216776;-0.00144039;3.90838e-07;0.998557;3.58217;100;0.207844;0.196505;0.0677103;0.205174
120;888;0.0201588;0.0283813;0.034812;0.000351151;-0.000687947;0.000206848;-0.000858903;0.000894795;0.000894795;-0.000507752;0;0.999044;4.8289;100;0.212959;0.206034;0.0538638;0.210432
136;888;0.0276337;0.0353088;0.0448367;0.000619749;-0.000294566;0.000562261;-0.00104538;0.000856827;0.000856827;-0.000425627;0;0.999191;5.27032;100;0.179178;0.172318;0.049103;0.174701
152;888;0.0371113;0.0415306;0.055696;0.000252316;0.00220811;-0.000458002;-0.00133616;-0.00266612;0.00266612;-0.00108384;3.80508e-07;0.99936;5.42296;100;0.100721;0.0861049;0.0522555;0.091016
168;888;0.0380421;0.0248814;0.0454564;7.92344e-05;0.000829756;-0.000293215;-0.00173491;-0.00112297;0.00112297;-0.00165568;0;0.999462;5.37261;100;0.0849513;0.0465354;0.0710717;0.0766346
184;888;0.0549812;0.0328979;0.0640719;0.00363938;0.00108701;-0.000413269;-0.00204147;-0.00150028;0.00150028;0.00159791;0;0.999205;5.61683;100;0.145212;0.0488625;0.136744;0.134943
200;888;0.15538;0.0225449;0.157007;0.00858669;0.00562573;0.00289754;-0.00320771;-0.00272819;0.00272819;0.00537898;0;0.942541;2.27556;100;0.361496;0.108249;0.344908;0.332441
216;888;0.277056;0.102186;0.2953;0.000359227;0.0144798;0.00238163;-0.000601749;-0.0120982;0.0120982;-0.000242521;0;0.216387;1.30212;1.10854;0.7964;0.538803;0.586467;0.751657
232;888;0.165993;0.0228596;0.167559;-0.00851935;0.0198853;-0.019426;0.00858027;-0.0393113;0.0393113;6.09159e-05;0.000313193;0.175003;0.710947;1.19785;0.821465;0.485061;0.662964;0.805257
248;888;0.0709095;-0.421858;0.427776;-0.00073868;0.0179941;-0.0181336;0.00296872;-0.0361278;0.0361278;0.00223004;0.000322863;0.140868;0.516183;1.61659;0.663763;0.378995;0.544926;0.599341
