x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity w_z (dv/dx - du/dy) [S];|Vorticity| [S];Divergence 2D (du/dx + dv/dy) [S];Swirling strength 2D (L_ci) [S^2];Correlation value [];Particle size [counts];Peak ratio [];Uncertainty V [pixel];Uncertainty Vx [pixel];Uncertainty Vy [pixel];Uncertainty |V| [pixel]
1288;8;-0.179743;0.447087;0.481865;-0.000358906;-0.00433156;-4.86234e-05;0.0068326;0.00428293;0.00428293;0.0064737;0;0;1.01338;0;0;0;0;0
1304;8;-0.180112;0.445764;0.480776;0.000322903;0.00118667;-0.000322369;0.0123164;-0.00150904;0.00150904;0.0126393;0;0;1.00754;0;0;0;0;0
1320;8;-0.16962;0.437039;0.468801;0.000996566;0.00210404;-0.000571664;0.00839281;-0.0026757;0.0026757;0.00938938;0;0;1.19723;0;0;0;0;0
1336;8;-0.149875;0.42923;0.454644;0.00132307;0.000526224;-0.000346789;0.00603349;-0.000873013;0.000873013;0.00735656;0;0;1.22296;0;0;0;0;0
1352;8;-0.129189;0.424579;0.443799;0.00122948;-0.0017596;-0.000508618;0.000821285;0.00125098;0.00125098;0.00205077;0;0;1.25397;0;0;0;0;0
1368;8;-0.110695;0.412667;0.427256;0.00114254;-0.00331759;-0.000758111;-0.00225129;0.00255948;0.00255948;-0.00110875;0;0;1.25847;0;0;0;0;0
1384;8;-0.0922371;0.402189;0.41263;0.00117326;-0.00488082;-0.000553191;-0.00236546;0.00432763;0.00432763;-0.0011922;0;0;0.965229;0;0;0;0;0
1400;8;-0.0736268;0.395668;0.40246;0.00107067;-0.00334722;-0.000184756;0.00193216;0.00316246;0.00316246;0.00300283;0;0;0.979024;0;0;0;0;0
1416;8;-0.0579108;0.394798;0.399023;0.000950872;-0.0034004;-0.000122524;-0.00119104;0.00327787;0.00327787;-0.000240171;0;0;1.18707;0;0;0;0;0
1432;8;-0.0416538;0.38901;0.391234;0.00124159;-0.00350423;-0.000732663;-0.00641737;0.00277157;0.00277157;-0.00517578;0;0;1.29231;0;0;0;0;0
1448;8;-0.0190204;0.372454;0.37294;0.00136292;-0.0035117;-0.00107944;-0.00614334;0.00243227;0.00243227;-0.00478042;0;0;1.09838;0;0;0;0;0
1464;8;-0.000889242;0.357591;0.357592;0.000771938;-0.00466039;-0.000693009;-0.00305315;0.00396738;0.00396738;-0.00228121;0;0;1.02404;0;0;0;0;0
1480;8;0.00652475;0.350695;0.350756;0.000371689;-0.00276175;-0.000239479;-0.0137496;0.00252228;0.00252228;-0.0133779;0;0;1.15336;0;0;0;0;0
1496;8;0.0144948;0.347997;0.348298;0.00078487;-0.000799499;-0.000249402;-0.014698;0.000550097;0.000550097;-0.0139131;0;0;1.43871;0;0;0;0;0
1512;8;0.0326879;0.341677;0.343237;0.00143928;-0.000970217;-0.000525955;-0.00167935;0.000444262;0.000444262;-0.000240078;0;0;1.34661;0;0;0;0;0
1528;8;0.0577205;0.333326;0.338286;0.00147391;-0.00554594;-0.000248461;0.00160289;0.00529748;0.00529748;0.00307681;0;0;1.13544;0;0;0;0;0
1544;8;0.0759893;0.334312;0.342839;0.000623243;-0.00620883;0.000212805;-0.000905629;0.00642164;0.00642164;-0.000282387;7.36906e-07;0;1.14754;0;0;0;0;0
1560;8;0.0779151;0.336782;0.345677;-9.7152e-05;-0.00238662;-0.000141541;-0.00468072;0.00224508;0.00224508;-0.00477787;0;0;1.14548;0;0;0;0;0
1576;8;0.0745819;0.32847;0.33683;-0.000398092;0.00365637;-0.000788987;-0.00338977;-0.00444536;0.00444536;-0.00378786;6.47301e-07;0;1.11031;0;0;0;0;0
1592;8;0.0651145;0.313764;0.320449;-0.000815895;0.0048546;-0.000986473;0.00150445;-0.00584108;0.00584108;0.000688559;3.44293e-06;0;1.10468;0;0;0;0;0
1608;8;0.0500186;0.301649;0.305768;-0.000922863;-0.00145354;-0.000134273;-0.000979461;0.00131927;0.00131927;-0.00190232;0;0;1.15522;0;0;0;0;0
1624;8;0.0380601;0.311625;0.31394;-0.000593951;-0.00169243;0.00116635;-0.00291175;0.00285878;0.00285878;-0.0035057;6.30917e-07;0;1.20034;0;0;0;0;0
1640;8;0.0353362;0.337138;0.338984;0.000739482;-0.00846988;0.00192575;-0.0111537;0.0103956;0.0103956;-0.0104142;0;0;0.985326;0;0;0;0;0
1656;8;0.0616938;0.373731;0.378788;0.00212281;-0.0131779;0.00290706;-0.0134322;0.0160849;0.0160849;-0.0113094;0;0;1.33107;0;0;0;0;0
1672;8;0.0971077;0.428754;0.439613;0.00191253;-0.00599642;0.00362883;-0.00399716;0.00962525;0.00962525;-0.00208463;1.30288e-05;0;1.27853;0;0;0;0;0
1688;8;0.124654;0.486398;0.502117;0.00223663;0.00237433;0.00357355;0.00236959;0.00119922;0.00119922;0.00460622;0;0;1.16392;0;0;0;0;0
1704;8;0.171809;0.541743;0.568334;0.00353382;0.00685179;0.00338194;0.00472751;-0.00346985;0.00346985;0.00826133;0;0;1.10167;0;0;0;0;0
1720;8;0.22987;0.59152;0.634615;0.00301911;-0.00463881;0.00251645;0.00471984;0.00715526;0.00715526;0.00773895;1.09502e-05;0;1.08715;0;0;0;0;0
1736;8;0.260345;0.620401;0.672813;0.000640249;-0.00869081;0.00119681;0.0053021;0.00988762;0.00988762;0.00594235;4.96805e-06;0;1.14151;0;0;0;0;0
1752;8;0.253269;0.632507;0.68133;-0.000995075;-0.00493911;0.00053634;0.00216324;0.00547545;0.00547545;0.00116816;1.55305e-07;0;1.21351;0;0;0;0;0
1768;8;0.236077;0.639849;0.682011;-0.00103446;-0.00658229;0.000360554;-0.00878052;0.00694284;0.00694284;-0.00981498;0;0;1.20204;0;0;0;0;0
1784;8;0.226781;0.644127;0.682883;0.00112861;-0.0073611;1.8235e-05;-0.00687663;0.00737934;0.00737934;-0.00574802;0;0;1.22409;0;0;0;0;0
1800;8;0.247054;0.644135;0.689888;-0.00355542;-0.0136155;0.000398075;-0.00729319;0.0140136;0.0140136;-0.0108486;1.92728e-06;0;1.13954;0;0;0;0;0
1816;8;0.124392;0.663297;0.67486;-0.00526437;0.00416036;0.00233148;-0.00142511;-0.00182887;0.00182887;-0.00668948;0;0;0.954331;0;0;0;0;0
1832;8;0.0996011;0.716772;0.723659;-0.00208003;0.00442564;0.00399858;-0.00273307;-0.000427053;0.000427053;-0.0048131;0;0;0.905927;0;0;0;0;0
1848;8;0.0579204;0.777575;0.779729;0.000705487;0.00337566;0.00286096;-0.00398744;-0.000514701;0.000514701;-0.00328195;0;0;1.05255;0;0;0;0;0
1864;8;0.11465;0.790636;0.798906;0.00230081;0.0103521;-0.00272698;-0.040799;-0.0130791;0.0130791;-0.0384982;0;0;1.1497;0;0;0;0;0
1880;8;0.109328;0.704907;0.713335;-0.00199396;-0.00722768;-0.0048644;-0.00109462;0.00236329;0.00236329;-0.00308859;0;0;1.20699;0;0;0;0;0
1896;8;0.0691033;0.659006;0.662619;-0.0015269;-0.00544233;-0.000895183;-0.0114188;0.00454714;0.00454714;-0.0129457;0;0;1.19301;0;0;0;0;0
1912;8;0.0763888;0.658499;0.662915;0.00270437;-0.00808067;-0.00202453;-0.0393171;0.00605614;0.00605614;-0.0366127;0;0;1.1561;0;0;0;0;0
1928;8;0.144304;0.591249;0.608604;0.00422483;-0.0200382;-0.00369798;-0.0373281;0.0163402;0.0163402;-0.0331033;0;0;1.17778;0;0;0;0;0
1944;8;0.191697;0.551555;0.583918;0.00113604;0.00113487;-0.00261283;0.00977793;-0.0037477;0.0037477;0.010914;0;0;1.14583;0;0;0;0;0
1960;8;0.180402;0.513461;0.544231;-0.00182001;-0.00223496;-0.000637861;0.00228836;0.0015971;0.0015971;0.000468348;0;0;1.3632;0;0;0;0;0
1976;8;0.147049;0.537863;0.557602;-0.00155515;-0.0214409;0.00306779;-0.0275226;0.0245087;0.0245087;-0.0290777;0;0;1.31462;0;0;0;0;0
1992;8;0.136559;0.604185;0.619425;-0.000155334;-0.0162789;0.00505747;-0.0258731;0.0213363;0.0213363;-0.0260284;0;0;1.16075;0;0;0;0;0
2008;8;0.139539;0.688331;0.702332;0.000554703;-0.00997058;0.00432364;-0.0101036;0.0142942;0.0142942;-0.00954893;1.47092e-05;0;1.2492;0;0;0;0;0
2024;8;0.150147;0.746171;0.761128;0.000508561;-0.0130514;0.00508066;-0.00860505;0.0181321;0.0181321;-0.00809649;4.55453e-05;0;1.1612;0;0;0;0;0
2040;8;0.149255;0.843612;0.856713;-0.00127715;-0.00556425;0.00412273;-0.00732126;0.00968698;0.00968698;-0.00859841;1.38071e-05;0;1.17507;0;0;0;0;0
2056;8;0.116643;0.870944;0.87872;-0.00136752;0.00873893;0.00123542;-0.00500266;-0.00750351;0.00750351;-0.00637018;0;0;1.12348;0;0;0;0;0
2072;8;0.116721;0.894951;0.902531;0.0014721;0.0126585;0.00174483;-0.0150301;-0.0109136;0.0109136;-0.013558;0;0;1.13893;0;0;0;0;0
2088;8;0.15244;0.919688;0.932236;0.00159373;0.0101469;0.000278364;-0.0102323;-0.00986849;0.00986849;-0.00863856;0;0;1.20824;0;0;0;0;0
2104;8;0.152988;0.898555;0.911486;-0.00173882;-0.00262891;-0.00254021;-0.0106124;8.87017e-05;8.87017e-05;-0.0123512;0;0;1.33506;0;0;0;0;0
2120;8;0.100785;0.846329;0.852309;-0.00395871;-0.000313861;-0.00351386;-0.00203656;-0.0032;0.0032;-0.00599526;0;0;1.36804;0;0;0;0;0
2136;8;0.0373349;0.7958;0.796676;-0.00369992;0.0160951;-0.00220267;0.00675096;-0.0182977;0.0182977;0.00305104;8.14686e-06;0;1.12578;0;0;0;0;0
2152;8;-0.0127159;0.772311;0.772416;-0.00238594;0.0109054;-0.00192241;-0.00183708;-0.0128278;0.0128278;-0.00422302;2.08894e-05;0;1.06353;0;0;0;0;0
2168;8;-0.0446377;0.729321;0.730686;-0.00236035;-0.00956654;-0.00288593;-0.0197025;0.00668061;0.00668061;-0.0220629;0;0;0.78567;0;0;0;0;0
2184;8;-0.096895;0.6836;0.690433;-0.00488736;-0.0107895;-0.00340456;-0.0272783;0.00738497;0.00738497;-0.0321656;0;0;1.11791;0;0;0;0;0
2200;8;-0.182912;0.640214;0.665831;-0.00289733;-0.0190443;0.000911477;-0.066633;0.0199558;0.0199558;-0.0695304;0;0;1.28562;0;0;0;0;0
2216;8;-0.180533;0.71313;0.735627;0.00120367;-0.00844578;0.00531634;-0.0574086;0.0137621;0.0137621;-0.056205;0;0;1.10403;0;0;0;0;0
2232;8;-0.157456;0.790559;0.806087;0.00177334;0.00239268;0.00496927;-0.0035651;0.00257659;0.00257659;-0.00179176;0;0;0.926616;0;0;0;0;0
2248;8;-0.124357;0.865619;0.874506;0.00286013;0.00610394;0.00357685;0.00904097;-0.00252709;0.00252709;0.0119011;0;0;1.16568;0;0;0;0;0
2264;8;-0.0739841;0.906022;0.909038;0.0019424;0.00310557;0.00232109;0.0104978;-0.000784484;0.000784484;0.0124402;0;0;1.12643;0;0;0;0;0
2280;8;-0.0618995;0.95008;0.952095;0.00100044;-0.00146326;0.00338801;0.00668841;0.00485128;0.00485128;0.00768885;0;0;1.00398;0;0;0;0;0
2296;8;-0.0307348;1.0206;1.02106;0.00330855;-0.00423762;0.0062357;0.0034866;0.0104733;0.0104733;0.00679514;2.64166e-05;0;0.726759;0;0;0;0;0
2312;8;0.0295526;1.13175;1.13214;0.00212617;-0.00302262;0.0056705;-0.00215338;0.00869312;0.00869312;-2.72072e-05;1.25611e-05;0;0.96923;0;0;0;0;0
2328;8;0.0223914;1.16215;1.16237;-0.00279022;-0.00436696;-0.00537637;-0.0011555;-0.0010094;0.0010094;-0.00394572;0;0;1.34041;0;0;0;0;0
2344;8;-0.045116;0.993735;0.994759;-0.00394971;-0.00848668;-0.00753094;-0.000487633;0.000955734;0.000955734;-0.00443735;0;0;1.24766;0;0;0;0;0
2360;8;-0.0923607;0.948719;0.953204;-0.00229278;-0.00402269;-0.00387235;-0.00747059;0.000150343;0.000150343;-0.00976337;0;0;0.69247;0;0;0;0;0
2376;8;-0.130119;0.870246;0.87992;-0.00353558;-0.00764305;-0.00100185;-0.00791369;0.0066412;0.0066412;-0.0114493;0;0;0.47219;0;0;0;0;0
2392;8;-0.217418;0.917726;0.943128;-0.00782685;0.0123228;0.00286813;-0.0605604;-0.00945469;0.00945469;-0.0683872;0;0;0.668594;0;0;0;0;0
2408;8;-0.366743;0.938146;1.00728;-0.00903561;-0.0122987;0.000518148;0.0018318;0.0128168;0.0128168;-0.00720381;0;0;0.696379;0;0;0;0;0
2424;8;-0.482597;0.941243;1.05775;-0.00486491;-0.0230805;-1.09654e-05;0.00264333;0.0230696;0.0230696;-0.00222158;0;0;1.10953;0;0;0;0;0
2440;8;-0.516713;0.958898;1.08926;0.000876642;-0.0167097;0.00489481;0.00759021;0.0216045;0.0216045;0.00846685;7.05227e-05;0;1.12924;0;0;0;0;0
2456;8;-0.483116;1.08585;1.18847;0.000463354;-0.0222048;0.00752114;0.00183104;0.0297259;0.0297259;0.00229439;0.000166538;0;0.972149;0;0;0;0;0
2472;8;-0.539213;1.15517;1.27482;-0.00925202;-0.0347715;-0.000970194;-0.0171233;0.0338013;0.0338013;-0.0263754;0;0;0.808329;0;0;0;0;0
2488;8;-0.751563;1.06734;1.3054;-0.0113566;-0.0208699;-0.0054823;-0.0236002;0.0153876;0.0153876;-0.0349568;0;0;0.680646;0;0;0;0;0
2504;8;-0.8879;0.99715;1.33517;-0.010247;0.12699;-0.0059407;0.0339128;-0.132931;0.132931;0.0236658;0.00026689;0;0.597046;0;0;0;0;0
