x [pixel];y [pixel];x-displacement [pixel];y-displacement [pixel];Displacement [pixel];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity w_z (dv/dx - du/dy) [S];|Vorticity| [S];Divergence 2D (du/dx + dv/dy) [S];Swirling strength 2D (L_ci) [S^2];Correlation value [];Particle size [counts];Peak ratio [];Uncertainty V [pixel];Uncertainty Vx [pixel];Uncertainty Vy [pixel];Uncertainty |V| [pixel]
2552;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;312;-0.0527408;0.0582989;0.0786152;0.0235457;0.00547188;0.0272657;0.000885699;0.0217938;0.0217938;0.0244314;0;0;0.515735;0;0;0;0;0
24;312;0.0963478;0.25935;0.276668;0.00605312;-0.0014853;0.00358274;0.00242175;0.00506804;0.00506804;0.00847486;2.02473e-06;0.175893;0.472615;1.60285;0.197917;0.132054;0.147421;0.156965
40;312;-0.209848;-0.00999832;0.210086;-0.00189521;0.0263572;-0.0185605;0.00205517;-0.0449177;0.0449177;0.000159955;0.000485302;0.127469;0.491733;1.32229;0.414169;0.345102;0.229;0.384125
56;312;0.0810928;-0.200911;0.216659;0.016328;0.0199845;0.000134736;0.00962016;-0.0198498;0.0198498;0.0259482;0;0.124071;0.500084;1.37391;0.545338;0.401266;0.369296;0.511124
72;312;0.1891;-0.0601654;0.198441;0.00149645;-0.00662329;0.00177372;0.0193988;0.008397;0.008397;0.0208953;0;0.164401;0.477485;1.48155;0.453135;0.353985;0.28289;0.422624
88;312;0.152962;-0.167856;0.227097;-0.00452913;-0.00958507;-0.00288684;0.00672831;0.00669823;0.00669823;0.00219918;0;0.165463;0.536349;1.56131;0.398014;0.314006;0.244572;0.356863
104;312;0.0777836;-0.0861168;0.116045;-0.00293939;-0.0111655;0.0119856;0.00343993;0.0231511;0.0231511;0.00050054;0.000123652;0.157537;0.550468;1.40691;0.383008;0.313664;0.219795;0.368023
120;312;0.0601521;0.145752;0.157677;-0.00218641;-0.0233066;0.00822227;0.00762874;0.0315288;0.0315288;0.00544233;0.000167549;0.179224;0.617385;1.8321;0.393288;0.335253;0.205623;0.367425
136;312;0.0109863;0.147461;0.14787;-0.00121906;-0.000949432;-0.00186562;0.0201693;-0.000916183;0.000916183;0.0189503;0;0.245049;0.693675;2.26147;0.27422;0.199069;0.188596;0.247202
152;312;0.0383739;0.122089;0.127978;0.00449121;0.000520428;-0.003398;0.0162015;-0.00391843;0.00391843;0.0206927;0;0.282086;0.706969;2.04984;0.213331;0.15416;0.147461;0.18933
168;312;0.137619;0.0827808;0.160598;0.00623969;-0.00627369;0.00520495;0.0139311;0.0114786;0.0114786;0.0201707;1.78649e-05;0.197175;0.520955;1.70753;0.194888;0.137123;0.138487;0.164362
184;312;0.210901;0.280727;0.351123;0.00158947;0.000616193;0.0119974;0.00818898;0.0113812;0.0113812;0.00977845;0;0.274088;0.620106;1.89679;0.135698;0.104686;0.086341;0.0971819
200;312;0.193184;0.417215;0.45977;-0.00153878;0.00296644;0.0066893;0.00101789;0.00372286;0.00372286;-0.000520895;0;0.638276;0.883621;3.42299;0.0812876;0.0634094;0.0508618;0.0539202
216;312;0.177715;0.494059;0.525049;-0.000725786;0.00365914;0.00255607;0.000165274;-0.00110307;0.00110307;-0.000560512;0;0.852832;1.48584;2.72137;0.0545403;0.0398097;0.0372804;0.037696
232;312;0.167578;0.505085;0.532159;-0.00115813;0.00382582;-0.000514954;-0.00153558;-0.00434078;0.00434078;-0.00269371;1.93451e-06;0.831738;1.26155;2.93327;0.057614;0.0377841;0.0434941;0.0430513
248;312;0.145403;0.49292;0.513918;-0.000375132;0.003716;-5.39919e-05;-0.00124378;-0.00376999;0.00376999;-0.00161891;1.19964e-08;0.822173;1.37001;3.14341;0.0581841;0.0344165;0.0469137;0.046107
264;312;0.157045;0.506977;0.530744;0.000799994;0.00568298;0.00177771;-0.00157114;-0.00390528;0.00390528;-0.000771145;0;0.818352;1.43989;100;0.0676929;0.0405117;0.0542322;0.053279
280;312;0.165482;0.519562;0.545278;0.000641386;0.00641802;-0.00436669;-0.00195525;-0.0107847;0.0107847;-0.00131387;2.63398e-05;0.75589;1.24883;4.10489;0.083759;0.0551823;0.0630117;0.0625947
296;312;0.174608;0.3769;0.415381;-0.000291775;0.00479095;-0.00871416;0.000372728;-0.0135051;0.0135051;8.09531e-05;4.16387e-05;0.577966;0.912864;100;0.105511;0.0769396;0.0721995;0.0743395
312;312;0.16276;0.290705;0.333167;0.000675112;0.000691374;-0.00055328;-0.00547451;-0.00124465;0.00124465;-0.0047994;0;0.436397;0.675419;100;0.123659;0.0972555;0.0763741;0.0856343
328;312;0.191292;0.349239;0.398197;0.000547429;-4.59651e-05;0.00456653;-0.0060562;0.0046125;0.0046125;-0.00550877;0;0.752398;1.04367;100;0.0786604;0.0642143;0.045431;0.0512424
344;312;0.169329;0.404509;0.43852;-0.00260087;-0.00183105;0.00186278;-0.00415628;0.00369384;0.00369384;-0.00675715;2.80603e-06;0.890377;1.30716;100;0.044368;0.0366376;0.0250242;0.027225
360;312;0.122053;0.410557;0.428315;-0.0022896;-0.00160607;0.000260562;-0.0025533;0.00186663;0.00186663;-0.00484291;4.01095e-07;0.934996;1.46365;100;0.030586;0.0266696;0.0149745;0.0163197
376;312;0.108217;0.42359;0.437195;0.000776132;-0.000768532;0.00129741;-0.0014677;0.00206595;0.00206595;-0.000691573;0;0.913228;1.31433;100;0.0395904;0.0297823;0.0260848;0.026402
392;312;0.142004;0.45186;0.473649;0.00283053;0.00189515;0.00217497;-0.00136079;0.000279824;0.000279824;0.00146973;0;0.918094;1.47868;100;0.0515269;0.0409493;0.0312758;0.032445
408;312;0.179918;0.485834;0.518079;0.000379562;0.00250443;0.00141596;-0.00120042;-0.00108847;0.00108847;-0.000820855;0;0.953416;1.46171;100;0.0424838;0.0340097;0.0254602;0.0267225
424;312;0.152201;0.490917;0.51397;-0.00242875;0.00222941;-0.000921975;-0.000750373;-0.00315139;0.00315139;-0.00317912;1.35122e-06;0.975522;1.54033;100;0.0331014;0.0248487;0.0218689;0.0221776
440;312;0.116915;0.46418;0.478677;-0.00161556;0.0013471;-0.0018132;-0.000627706;-0.00316031;0.00316031;-0.00224327;2.19861e-06;0.975414;1.51837;100;0.0351763;0.0229399;0.0266671;0.0264834
456;312;0.104296;0.455647;0.467431;-0.000201305;0.00160544;0.00299623;-0.000415683;0.00139078;0.00139078;-0.000616988;0;0.986218;1.69315;2.26451;0.0365768;0.018285;0.0316784;0.0311595
472;312;0.106867;0.551804;0.562057;0.000270039;0.00139406;0.00631899;0.00151432;0.00492492;0.00492492;0.00178435;0;0.987044;1.54797;100;0.0341926;0.0162084;0.0301069;0.029723
488;312;0.110468;0.616631;0.626447;0.000154674;0.00055473;-0.000623276;0.00098896;-0.00117801;0.00117801;0.00114363;1.71742e-07;0.98528;1.44782;100;0.0412854;0.0165758;0.0378117;0.0373384
504;312;0.114445;0.538807;0.550827;0.000893851;-0.00108057;-0.00562058;-0.000605454;-0.00454001;0.00454001;0.000288397;0;0.97434;1.61651;100;0.0483378;0.0195881;0.0441911;0.0434294
520;312;0.135221;0.471342;0.490355;0.0008805;-0.00164557;-0.00253133;-0.00177876;-0.000885765;0.000885765;-0.000898262;0;0.962475;1.55658;3.41672;0.0506655;0.0232189;0.0450319;0.0437843
536;312;0.133276;0.468647;0.487229;-0.00168547;-0.00244021;0.00225615;0.000538677;0.00469636;0.00469636;-0.00114679;4.26877e-06;0.893234;1.16798;3.46732;0.068797;0.0361475;0.0585353;0.0572541
552;312;0.092062;0.541367;0.549139;-0.00165563;0.000106474;0.00668131;0.00850582;0.00657484;0.00657484;0.00685019;0;0.927351;1.32814;100;0.0560414;0.0280663;0.0485069;0.0480774
568;312;0.0927792;0.665823;0.672256;0.00145913;-0.000413885;0.00754826;0.00354118;0.00796215;0.00796215;0.00500031;2.04038e-06;0.966788;1.28116;100;0.0425082;0.0233971;0.0354898;0.0353083
584;312;0.129128;0.765938;0.776746;0.00213017;-0.000779112;0.0050188;8.29101e-05;0.00579791;0.00579791;0.00221308;2.86239e-06;0.96577;1.39628;100;0.0464712;0.0309748;0.0346429;0.0345692
600;312;0.149647;0.81595;0.82956;7.78834e-06;-0.000974576;0.000138352;-3.40442e-05;0.00111293;0.00111293;-2.62558e-05;1.34397e-07;0.942946;1.29445;100;0.0617365;0.0438135;0.0434946;0.0435663
616;312;0.13801;0.778776;0.79091;0.000313481;0.00051253;-0.00303918;0.000149945;-0.00355171;0.00355171;0.000463426;1.55099e-06;0.877086;1.09568;100;0.0616424;0.0471571;0.0396988;0.0400434
632;312;0.162344;0.741966;0.759519;0.00126836;0.00194266;-0.000694891;0.00177079;-0.00263756;0.00263756;0.00303915;1.28683e-06;0.942861;1.32527;3.09344;0.0436069;0.0347631;0.0263266;0.0268158
648;312;0.170517;0.757587;0.77654;7.81715e-05;0.00181281;0.00159669;0.000171552;-0.000216117;0.000216117;0.000249724;0;0.968008;1.49203;2.51776;0.0374572;0.0283789;0.0244475;0.0246728
664;312;0.166178;0.77986;0.797368;-0.000722418;0.00146618;0.00048845;-0.000943551;-0.000977735;0.000977735;-0.00166597;0;0.978245;1.40884;100;0.0437586;0.0235055;0.0369095;0.0364379
680;312;0.153671;0.775358;0.79044;-0.000147829;0.000908593;9.44237e-05;-0.00465862;-0.00081417;0.00081417;-0.00480645;0;0.98061;1.30742;100;0.0488813;0.0195718;0.044792;0.0441071
696;312;0.166283;0.79035;0.807653;0.00167652;0.00163825;0.00241209;-0.0015197;0.000773837;0.000773837;0.00015682;0;0.975192;1.26517;100;0.0574137;0.0231638;0.0525335;0.0516377
712;312;0.199739;0.823381;0.847262;0.00136512;0.00149824;-0.00248648;0.00204796;-0.00398472;0.00398472;0.00341307;3.60878e-06;0.960121;1.34115;100;0.0778156;0.0383065;0.0677339;0.0664748
728;312;0.212831;0.700924;0.732524;0.0020244;0.00124445;-0.0103006;0.00439953;-0.0115451;0.0115451;0.00642393;1.14083e-05;0.92121;1.39312;4.30346;0.0939866;0.0603323;0.0720659;0.0713373
744;312;0.26396;0.537354;0.598685;0.00297456;0.00231572;-0.00773842;0.00425069;-0.0100541;0.0100541;0.00722525;1.75129e-05;0.923223;1.48873;100;0.0887622;0.0596415;0.065739;0.0648935
760;312;0.291361;0.479851;0.56138;-0.000229667;0.00303791;3.32793e-05;0.00256551;-0.00300463;0.00300463;0.00233585;0;0.925815;1.62727;3.65535;0.0869094;0.0643371;0.0584293;0.0604848
776;312;0.256859;0.540573;0.598495;-0.00409503;0.000902633;0.00853913;-0.00117821;0.0076365;0.0076365;-0.00527324;0;0.849064;1.17068;2.46428;0.134133;0.102798;0.0861645;0.0909839
792;312;0.200119;0.720291;0.747574;0.00209324;0.00268652;0.00993382;-0.00569563;0.0072473;0.0072473;-0.0036024;0;0.797487;0.942843;100;0.153118;0.113349;0.102942;0.105074
808;312;0.320271;0.821363;0.881596;0.0073641;0.00364998;0.00300267;-0.00260007;-0.000647306;0.000647306;0.00476403;0;0.942575;1.4793;100;0.0841311;0.0690375;0.048082;0.0515937
824;312;0.396753;0.81888;0.909933;0.00273017;0.00170964;-0.00279982;-0.00178919;-0.00450946;0.00450946;0.000940979;0;0.953296;1.52607;100;0.0674007;0.0586673;0.0331813;0.0394697
840;312;0.416025;0.752771;0.860082;0.00151996;0.000951191;-0.00375862;-0.00265818;-0.00470981;0.00470981;-0.00113822;0;0.938042;1.47949;100;0.0966796;0.0870401;0.0420827;0.056471
856;312;0.441963;0.70912;0.835573;-0.000844479;-0.000801444;-0.00277573;-0.00272635;-0.00197428;0.00197428;-0.00357082;0;0.948821;1.49002;3.63381;0.120621;0.11072;0.0478596;0.0723453
872;312;0.390118;0.664936;0.770929;-0.00404613;-0.000527223;-0.0030974;-0.000710229;-0.00257017;0.00257017;-0.00475636;0;0.907763;1.32498;3.53459;0.163731;0.147948;0.0701376;0.0992641
888;312;0.351633;0.649137;0.738258;0.00340764;0.00355586;0.00778071;-0.00358569;0.00422485;0.00422485;-0.000178049;0;0.871601;1.53903;100;0.193224;0.169768;0.0922741;0.119458
904;312;0.470242;0.867613;0.986853;0.00398244;0.00871411;0.0075297;0.00082919;-0.00118441;0.00118441;0.00481163;0;0.953494;1.33567;100;0.149868;0.139072;0.0558514;0.0842379
920;312;0.428688;0.836637;0.940072;-0.0073508;0.00615399;-0.00673473;0.00522619;-0.0128887;0.0128887;-0.00212461;1.90024e-06;0.969577;1.41133;4.33587;0.111073;0.105033;0.0361279;0.0586176
936;312;0.241928;0.719234;0.758833;-0.0178037;0.00119139;-0.00342383;0.00944859;-0.00461522;0.00461522;-0.00835515;0;0.96193;1.30074;100;0.140556;0.121671;0.0703711;0.0793164
952;312;-0.0635204;0.755178;0.757845;-0.0115394;-0.00665892;0.00570251;0.00848924;0.0123614;0.0123614;-0.00305011;0;0.926683;1.28605;100;0.334353;0.242168;0.230535;0.242099
968;312;-0.0491085;0.873316;0.874695;0.0138182;-0.00231634;0.00741612;0.000158767;0.00973246;0.00973246;0.013977;0;0.921763;1.38284;3.11563;0.247948;0.180269;0.170239;0.174114
984;312;0.31595;0.974407;1.02435;0.0247209;0.00348079;0.00596296;6.4532e-05;0.00248217;0.00248217;0.0247854;0;0.930528;1.43043;3.42624;0.202814;0.15517;0.130599;0.135051
1000;312;0.624601;1.04917;1.22102;0.00788538;0.0111613;0.000768244;0.00224007;-0.0103931;0.0103931;0.0101254;0;0.941178;1.37006;100;0.218285;0.182469;0.119805;0.141006
1016;312;0.579754;1.01712;1.17075;-0.00361108;0.00834486;0.000192871;0.00488678;-0.00815199;0.00815199;0.0012757;0;0.950605;1.40393;4.84053;0.167474;0.129006;0.106793;0.113415
1032;312;0.547327;1.06752;1.19965;-0.00551962;0.00934367;0.002632;0.00876104;-0.00671167;0.00671167;0.00324142;0;0.972694;1.56705;4.1344;0.106877;0.0567493;0.0905661;0.0847386
1048;312;0.391083;1.08417;1.15255;-0.0130172;0.0106654;-0.00024722;0.0110452;-0.0109127;0.0109127;-0.00197204;0;0.974826;1.44889;100;0.105881;0.0536213;0.0912995;0.0878544
1064;312;0.174999;1.08019;1.09427;-0.00991199;0.0100171;0.00290151;0.0083415;-0.00711557;0.00711557;-0.00157049;0;0.961044;1.27858;100;0.0966733;0.062788;0.0735078;0.0733434
1080;312;0.100441;1.16594;1.17025;-0.00182505;0.00516733;0.00336186;0.00519372;-0.00180546;0.00180546;0.00336867;0;0.977425;1.48818;3.34636;0.0806952;0.0711435;0.038083;0.0386707
1096;312;0.125296;1.16459;1.17131;0.00873578;0.00470615;-0.00218411;0.0032004;-0.00689027;0.00689027;0.0119362;2.61868e-06;0.975892;1.48818;2.77365;0.0802246;0.0775085;0.0206982;0.0227629
1112;312;0.343864;1.11389;1.16576;0.0124129;0.0078898;-0.00318034;0.00145742;-0.0110701;0.0110701;0.0138703;0;0.940199;1.21318;100;0.087059;0.0849038;0.0192513;0.0316276
1128;312;0.445118;1.08317;1.17106;-0.00320704;0.010021;0.000234882;-3.99152e-05;-0.00978608;0.00978608;-0.00324695;0;0.914637;1.12633;2.61791;0.116111;0.113314;0.0253303;0.0500591
1144;312;0.27574;1.12523;1.15852;-0.00955281;0.0086473;0.00416125;-0.000674814;-0.00448605;0.00448605;-0.0102276;0;0.906697;1.0776;4.14079;0.163775;0.158378;0.0416991;0.0591229
1160;312;0.196049;1.21017;1.22595;-0.00237933;0.00394807;0.00668546;-0.000623097;0.00273738;0.00273738;-0.00300242;0;0.950397;1.08445;4.31388;0.116573;0.107454;0.0451999;0.0487022
1176;312;0.18545;1.33095;1.34381;1.22984e-05;0.00629069;0.00744385;0.00126318;0.00115315;0.00115315;0.00127548;0;0.936824;1.06046;4.51273;0.0901146;0.0719143;0.0543044;0.0548259
1192;312;0.179628;1.44538;1.45649;-0.00182388;0.0062378;0.00816352;0.000907242;0.00192573;0.00192573;-0.00091664;0;0.932814;1.0633;4.76303;0.0769201;0.0560524;0.0526767;0.0527736
1208;312;0.142015;1.57763;1.58401;0.000387996;0.00839119;0.00510781;0.00155304;-0.00328338;0.00328338;0.00194104;0;0.965775;1.07584;3.02454;0.0598424;0.0439425;0.0406222;0.0406682
1224;312;0.198761;1.6162;1.62837;0.00521671;0.0126701;0.00348236;0.00152631;-0.00918771;0.00918771;0.00674301;0;0.969232;1.14377;100;0.0499268;0.0365584;0.0340025;0.0340518
1240;312;0.264015;1.71681;1.737;-0.000287096;0.0141609;0.00896614;0.00551044;-0.00519479;0.00519479;0.00522334;0;0.970179;1.24447;100;0.0504859;0.0384458;0.0327223;0.0328767
1256;312;0.154018;1.89024;1.89651;-0.0141643;0.0126616;0.0107916;0.00820212;-0.00186997;0.00186997;-0.0059622;0;0.965725;1.19491;100;0.061915;0.0448641;0.0426694;0.0426974
1272;312;-0.160803;2.0485;2.0548;-0.0222894;0.00990314;0.00965747;0.0113828;-0.000245671;0.000245671;-0.0109066;0;0.95042;1.12468;2.59397;0.0745188;0.0608455;0.0430218;0.0431908
1288;312;-0.480234;2.19768;2.24954;-0.0118915;0.00337367;0.00914769;0.0117498;0.00577402;0.00577402;-0.00014167;0;0.91449;1.23437;100;0.106618;0.087099;0.0614919;0.0629733
1304;312;-0.530441;2.3221;2.38191;0.00159507;0.000609964;0.0027762;0.0270718;0.00216623;0.00216623;0.0286669;0;0.899624;1.34846;100;0.147033;0.0882046;0.117638;0.116404
1320;312;-0.51992;2.32268;2.38016;-0.00796075;0.001825;0.00705984;0.0393987;0.00523484;0.00523484;0.031438;0;0.874797;1.29843;3.52221;0.234102;0.110448;0.206409;0.202963
1336;312;-0.784546;2.51547;2.63498;-0.0173355;0.00220974;0.00381467;0.0302964;0.00160492;0.00160492;0.0129609;0;0.807254;1.11282;4.09361;0.296677;0.127107;0.268069;0.258886
1352;312;-0.984608;2.38916;2.58409;-0.00561863;-0.0133997;-0.0140943;0.0318492;-0.000694553;0.000694553;0.0262306;0;0.769852;1.11068;4.27105;0.312328;0.124728;0.286342;0.269299
1368;312;-0.919529;2.1215;2.3122;0.0204891;0.00104374;-0.0169909;0.0416331;-0.0180346;0.0180346;0.0621222;0;0.677237;1.24936;100;0.528949;0.411836;0.331931;0.35259
1384;312;-0.521008;1.877;1.94797;-0.00251815;0.036464;-0.00891439;0.0268711;-0.0453784;0.0453784;0.0243529;0.000109123;0.636195;1.24238;100;0.983498;0.95473;0.236132;0.530049
1400;312;-1.00965;1.68045;1.96044;-0.02827;0.0507023;-0.0446834;0.0153105;-0.0953856;0.0953856;-0.0129595;0.00179073;0.47006;1.25802;1.22715;0.755689;0.723735;0.217426;0.690833
1416;312;-1.22209;0.572386;1.34949;-0.00139718;0.0254327;-0.0489746;-0.0226416;-0.0744073;0.0744073;-0.0240387;0.00113272;0.472032;1.25848;100;0.612577;0.553941;0.261532;0.546193
1432;312;-1.10032;0.26378;1.1315;0.00870152;0.0360828;-0.00983554;-0.0360148;-0.0459184;0.0459184;-0.0273132;0;0.437145;1.3046;1.55801;0.387745;0.268564;0.279678;0.280305
1448;312;-0.978108;-0.053267;0.979557;0.0124613;0.0330942;-0.0595982;-0.0178121;-0.0926924;0.0926924;-0.00535075;0.00174324;0.559763;1.35577;2.32644;0.290894;0.193226;0.217446;0.217588
1464;312;-0.728519;-1.43634;1.61054;0.0142038;0.0411879;-0.0485334;0.00778569;-0.0897214;0.0897214;0.0219895;0.00198869;0.443806;1.28153;1.02006;0.230768;0.135198;0.187017;0.186972
1480;312;-0.640265;-1.58575;1.71013;-0.0254076;0.0428675;-0.0384645;0.0294727;-0.081332;0.081332;0.00406508;0.000895912;0.510266;1.22437;1.83819;0.32018;0.178649;0.265707;0.256334
1496;312;-1.1247;-2.67767;2.90429;0.050376;0.0458592;-0.0367377;0.006103;-0.0825969;0.0825969;0.056479;0.00119474;0.535556;1.25574;100;0.429344;0.235957;0.358693;0.34397
1512;312;0.730696;-2.5987;2.69948;0.0671803;0.0494548;0.00679229;-0.0243086;-0.0426625;0.0426625;0.0428717;0;0.457377;1.33496;1.14963;0.27186;0.185643;0.198606;0.196992
1528;312;0.566977;-2.48631;2.55014;-0.0353318;0.0465065;0.0405311;-0.0335833;-0.00597541;0.00597541;-0.0689151;0;0.543291;1.31923;1.28631;0.370925;0.272598;0.251547;0.254263
1544;312;-0.00544357;-1.35897;1.35898;-0.026307;-0.0305861;0.0716103;0.0261845;0.102196;0.102196;-0.000122527;0.00150144;0.54399;1.00853;2.03577;0.696237;0.482681;0.501762;0.527127
1560;312;-0.230103;-0.541801;0.588639;-0.0171778;0.0281561;0.0139187;-0.0120283;-0.0142374;0.0142374;-0.029206;0;0.603127;1.14775;100;0.646363;0.462175;0.451862;0.534979
1576;312;-0.594988;-0.791817;0.990446;-0.0266457;0.0296755;-0.00470046;-0.0298481;-0.034376;0.034376;-0.0564938;0.000136925;0.534909;1.18201;2.10273;0.505593;0.38804;0.324114;0.371418
1592;312;-0.851248;-0.621464;1.05396;0.0276476;0.0142265;-0.00519643;-0.00314575;-0.0194229;0.0194229;0.0245018;0;0.638216;1.16014;2.35116;0.520088;0.431171;0.290832;0.404784
1608;312;0.141371;-1.09378;1.10288;0.0440241;0.010477;-0.0474363;-0.0223146;-0.0579134;0.0579134;0.0217095;0;0.650717;1.11891;100;0.498572;0.413186;0.279017;0.31642
1624;312;0.35243;-1.9598;1.99123;0.0108196;0.0162876;-0.0465299;-0.0216547;-0.0628175;0.0628175;-0.0108351;0.000494217;0.820283;1.09468;100;0.20461;0.111672;0.171449;0.170027
1640;312;0.581804;-2.39071;2.46048;0.00730563;0.0283312;-0.00278862;-0.0226103;-0.0311198;0.0311198;-0.0153047;0;0.892633;1.16949;100;0.117932;0.0506772;0.106489;0.104171
1656;312;0.594852;-2.06315;2.14719;0.000629812;0.0247658;0.0382469;-0.01699;0.0134812;0.0134812;-0.0163602;0;0.902336;1.30999;100;0.120494;0.0410293;0.113294;0.109466
1672;312;0.678066;-1.38519;1.54225;0.0127967;0.00767738;0.0284413;0.00168324;0.0207639;0.0207639;0.01448;0;0.879614;1.3587;100;0.188978;0.0645221;0.177623;0.162301
1688;312;1.0016;-1.25908;1.60888;0.0231481;-0.0203468;-0.00576284;0.0232962;0.0145839;0.0145839;0.0464443;0;0.824522;1.30444;2.80866;0.231323;0.123636;0.19551;0.17206
1704;312;1.37883;-1.41884;1.97846;0.0239373;-0.00258439;-0.00155617;0.0212127;0.00102822;0.00102822;0.04515;0;0.86631;1.40684;2.66542;0.197274;0.11983;0.15671;0.140377
1720;312;1.75655;-1.22588;2.14202;0.0247975;0.0104724;0.0209367;0.0206706;0.0104643;0.0104643;0.0454681;0;0.839818;1.29619;100;0.276456;0.208526;0.181508;0.200806
1736;312;2.1217;-0.820845;2.27495;0.0144527;0.00924412;0.0239808;-0.00634293;0.0147367;0.0147367;0.00810976;0;0.881154;1.23254;2.18593;0.245884;0.194505;0.150421;0.189668
1752;312;2.18344;-0.494949;2.23883;-0.00468834;0.00727218;0.0201079;-0.00716313;0.0128357;0.0128357;-0.0118515;0;0.857171;1.29414;3.26439;0.243465;0.196061;0.144344;0.194103
1768;312;2.01899;-0.175697;2.02662;-0.0124254;0.00122235;0.0171265;-0.000900596;0.0159041;0.0159041;-0.013326;0;0.779164;1.19449;100;0.368056;0.318195;0.184979;0.317873
1784;312;1.835;0.0745869;1.83651;-0.01035;0.00214777;0.0196194;-0.00445325;0.0174716;0.0174716;-0.0148033;0;0.894045;1.26795;100;0.240722;0.20891;0.119598;0.208941
1800;312;1.71987;0.447159;1.77705;-0.00230537;0.00281768;0.0235484;-0.00913969;0.0207308;0.0207308;-0.0114451;0;0.948827;1.29651;100;0.107759;0.0703157;0.0816556;0.0711833
1816;312;1.77769;0.720984;1.91833;0.010753;-0.00177406;-0.00306145;-0.0102499;-0.00128739;0.00128739;0.000503093;0;0.916658;1.23812;100;0.185748;0.0935537;0.160468;0.106348
1832;312;2.00318;0.474174;2.05854;0.0113032;0.00263873;0.00151294;-0.0107374;-0.00112578;0.00112578;0.000565731;0;0.796208;1.33179;100;0.336145;0.161294;0.29492;0.175828
1848;312;2.03692;0.878511;2.2183;-0.0147337;0.0128229;0.034962;0.00291277;0.0221391;0.0221391;-0.0118209;0;0.728967;1.27274;100;0.32421;0.185203;0.266105;0.202264
1864;312;1.62351;1.4169;2.15485;-0.0163702;0.0156522;0.0179106;0.00318098;0.00225837;0.00225837;-0.0131892;0;0.649345;1.30401;100;0.285567;0.198551;0.205246;0.199053
1880;312;1.56921;1.55006;2.2057;-0.00515666;0.00760657;0.0347862;0.00108545;0.0271796;0.0271796;-0.00407121;0;0.623978;1.20591;100;0.378299;0.300996;0.229153;0.297314
1896;312;1.40455;2.40776;2.78749;-0.0116172;-0.0021254;0.0224061;0.000868628;0.0245315;0.0245315;-0.0107486;8.64807e-06;0.442049;1.17285;2.18305;0.502164;0.277527;0.418506;0.389587
1912;312;1.27531;2.12651;2.47961;0.0044384;-0.00902585;-0.0261317;0.000945797;-0.0171059;0.0171059;0.0053842;0;0.553157;1.172;100;0.432922;0.154658;0.404354;0.357446
1928;312;1.50284;1.72648;2.28895;0.00813947;-0.0157446;-0.0347658;-0.0193201;-0.0190212;0.0190212;-0.0111806;0;0.658912;1.19316;100;0.42611;0.127334;0.406639;0.321361
1944;312;1.50337;1.1171;1.87297;0.010529;0.0289352;-0.0263934;-0.0430021;-0.0553287;0.0553287;-0.0324731;4.73077e-05;0.532561;1.18048;1.16955;1.05876;0.230002;1.03348;0.864359
1960;312;1.66621;1.0075;1.94713;-0.031693;0.0681744;0.0175829;-0.0296411;-0.0505915;0.0505915;-0.0613341;0;0.585606;1.09169;2.82089;1.26857;0.676948;1.07286;1.09448
1976;312;0.560661;1.44216;1.54731;-0.0567858;-0.0317502;0.000367939;-0.032307;0.0321181;0.0321181;-0.0890927;0;0.549002;1.36726;100;0.695148;0.520656;0.460595;0.496089
1992;312;0.0462513;0.951107;0.952231;-0.0335074;-0.0378077;-0.0341635;-0.0426367;0.00364418;0.00364418;-0.0761441;0;0.634475;1.35063;100;0.540759;0.429337;0.328771;0.373317
2008;312;-0.55341;0.595333;0.812824;-0.0287424;-0.0358796;-0.00574033;-0.0372569;0.0301393;0.0301393;-0.0659993;0;0.712437;1.36184;100;0.672125;0.547982;0.389189;0.532807
2024;312;-0.812943;0.792242;1.13513;-0.00354946;0.0363753;0.0226105;0.0142078;-0.0137648;0.0137648;0.0106584;0;0.651019;1.29111;100;0.848065;0.70776;0.467214;0.66916
2040;312;-0.794353;1.27339;1.50084;-0.0118547;0.0259572;0.0432255;0.0224539;0.0172683;0.0172683;0.0105992;0;0.465365;1.22524;100;0.380905;0.297729;0.237583;0.261281
2056;312;-1.1998;2.03433;2.36178;-0.0249463;-0.00188322;0.033282;0.019498;0.0351653;0.0351653;-0.00544832;0;0.67754;1.20355;2.15737;0.224261;0.158158;0.158994;0.159132
2072;312;-1.37219;2.23271;2.62067;0.019819;0.0420423;-0.000725379;5.20647e-05;-0.0427677;0.0427677;0.0198711;0;0.632198;1.20636;1.93423;0.311874;0.258827;0.173993;0.202105
2088;312;-0.645973;2.07664;2.17479;0.0427787;0.0576659;-0.0147838;0.0170202;-0.0724498;0.0724498;0.0597989;0.000686646;0.418641;1.22246;1.2519;1.18409;1.17461;0.149528;1.11194
2104;312;-0.168951;1.75115;1.75928;0.0163799;0.153619;-0.0217966;0.00917098;-0.175415;0.175415;0.0255509;0.00333537;0.600879;1.25786;1.39597;1.41692;1.41421;0.0875221;1.34291
2120;312;0.212626;1.02034;1.04226;0.0893633;0.176539;-0.136761;0.00106898;-0.313299;0.313299;0.0904323;0.0221946;0.571949;1.21163;1.13196;1.41658;1.41421;0.0818645;1.15402
